"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76"
446.64865 -41.01023 21065.434 14.153875 13965.903 1801.3917 1023.72046 8104.9 9138.688 9193.901 540.17944 8654.422 16779.537 13839.39 11116.941 11071.693 9127.585 22171.46 3101.8525 -87.687355 17422.127 9069.211 19119.941 3346.0469 8489.646 35894.55 -192.17041 9042 1394.5957 14714.952 21955.262 25886.336 10597.565 1748.2333 2628.955 3999.6892 7957.534 10418.083 31118.756 17658.404 11629.4375 9313.54 12592.78 23933.113 14842.582 29543.605 4324.7725 42567.945 38555.88 11619.041 12573.201 8902.656 11168.631 18556.61 15823.714 17339.01 9491.996 14728.93 11926.914 8604.867 7577.1997 3041.1934 2081.3538 21926.13 20600.328 11450.557 9565.069 918.5809 7800.1274 6451.553 28363.53 14356.316 14944.54 14676.178 13584.023 3824.6777
25494.334 22257.764 93.3766 2568.9285 541.2195 3281.9106 465.9693 440.44095 1000.68176 34983.41 38059.164 96.807304 174.87682 155.34946 303.71414 1695.1663 1572.9265 1187.6106 814.12683 1272.9785 7200.5767 4408.1606 384.70935 3897.7615 503.89337 5002.371 3869.0308 115 1394.5957 3207.6802 262.56293 886.5184 783.3715 9595.65 25227.197 37944.836 516.97363 1676.7938 1201.7943 201.57745 3746.781 3989.3408 22291.668 4484.0005 244.76425 1211.0344 612.5426 1438.1063 985.3476 139.88876 192.46346 199.64734 215.49297 2995.609 531.31 208.28622 686.5197 329.82193 681.2499 158.64612 379.09793 248.669 686.84674 11105.597 806.0703 301.49615 18228.166 20839.373 477.1773 2160.347 517.7048 177.8614 217.53656 418.91364 260.59024 407.61557
18403.229 4116.1323 14327.574 30257.447 10179.402 15632.703 26447.29 12849.472 7697.4087 13276.485 12101.194 5225.3257 13695.445 13362.301 9044.49 3423.5276 11581.76 19861.764 11476.5625 1833.8752 4368.0454 2274.4958 14114.234 45220.164 10344.165 22810.42 14346.588 8531 2289.0605 12079.271 14364.693 13067.156 6165.944 14829.132 44643.28 30857.988 6444.0415 5774.6997 23219.99 14408.933 7152.277 9614.733 24554.56 13051.91 9800.244 21269.143 14615.98 30106.588 28320.44 9532.743 9522.089 8733.104 8982.502 13939.501 8268.815 11158.035 6620.0117 7681.111 11379.609 7483.319 11972.516 32212.64 24198.34 11188.74 19262.77 9073.224 15058.468 16891.957 12597.481 6348.6055 24912.82 8724.038 12873.503 9231.314 12593.175 6361.5664
2096.2617 546.0836 11586.89 1196.0024 28875.889 2246.1104 953.119 11740.504 6618.315 4302.565 1972.8293 8761.817 17294.453 15847.403 12964.327 11227.71 15183.607 6694.3013 2920.9353 406.6879 16721.355 18738.09 2938.5962 3499.301 6215.748 10463.375 702.48956 14968 557.8383 8086.494 7688.093 16975.277 10240.759 1020.8935 5032.711 2469.7285 9129.497 12702.678 27586.143 17461.234 10181.918 3357.6562 8050.676 9374.477 13103.11 8916.593 570.63824 50119.676 29687.748 9055.918 9713.744 10199.631 8055.229 15908.813 11907.366 7690.233 10827.927 11554.818 18340.457 9340.52 10714.672 908.9281 457.89783 2372.5593 6371.0815 11143.55 7369.3096 1400.2152 4551.386 7708.6514 20605.832 20885.469 14984.496 15437.931 15212.208 647.3488
5020.592 1497.9526 9460.524 1772.7728 15849.998 2302.4038 47670.074 6461.1113 5003.4087 9413.882 4744.1846 5339.528 8506.354 8145.979 5932.048 8719.263 19735.873 7193.917 3103.3115 560.8967 5039.373 6040.5884 8040.7617 23258.857 3798.3354 7161.22 935.2293 2698 1675.1178 17737.574 7690.5933 10261.295 5914.976 1733.2751 29192.66 7377.4062 4572.0586 4471.2524 9318.868 5521.9004 5680.485 3824.095 13566.477 6350.3833 7689.274 33334.426 2630.1123 26049.791 20371.232 6153.6016 6297.1133 5367.724 5592.659 4488.5146 6048.386 3947.6238 5440.4697 4982.181 3435.055 1574.823 1156.328 3492.799 1875.8201 3818.6624 3447.2078 5508.0117 5467.8105 3969.759 7924.095 4009.7817 16082.3125 10004.389 9437.313 6135.614 6701.6133 940.2793
167.87947 17.267466 4798.2466 -173.38498 1599.2424 5.629349 953.119 3714.2542 1241.5175 291.151 217.24608 1094.3763 8582.997 11916.867 14865.26 1639.841 2556.646 2282.3965 383.7193 49.891083 3916.0771 3105.8528 2094.0303 495.52145 1140.1384 6604.3096 -209.25221 1897 123.42973 1794.5063 4068.475 11126.735 9505.496 50.48374 137.07773 154.35803 6532.3477 10555.788 5393.741 4119.6704 4622.7954 1276.261 1109.6877 1887.6642 11765.131 5108.8755 98.598404 57273.42 29535.518 9315.389 9560.097 8581.899 8479.685 4950.225 2294.249 6341.28 6632.602 3713.0469 2848.863 1620.7631 907.2971 94.32272 20.813538 2390.3757 4333.4775 10239.849 2453.238 76.96218 121.0161 5779.549 13836.3 8003.7627 11089.926 8997.007 9796.375 291.54877
21051.191 5888.2056 227.70786 7483.862 669.403 8590.387 3424.1685 1228.9089 946.5404 24857.826 11977.893 36.30274 209.42038 491.15836 2037.3112 1245.925 1104.1227 10227.102 157.57294 3912.6702 5681.2563 1418.9098 2784.9368 13220.717 1124.1925 18453.41 3491.0957 -3 4558.8853 16044.009 1044.0002 6480.8833 2649.9927 8787.911 31116.645 20629.498 636.27527 1767.0142 2976.9219 186.15622 3216.4653 6130.506 42423.797 10132.096 2060.6636 6809.956 1349.5657 2347.7922 14453.61 776.15704 736.69836 560.7742 474.51987 7722.9395 1318.0762 582.32904 1803.1083 691.94604 2205.0603 110.86852 431.442 1646.3604 1514.1848 13593.963 7478.9185 2319.8672 14900.143 14386.963 2865.0315 3546.7764 1409.4169 814.8827 1103.2212 770.8822 1083.7726 804.86804
5032.9507 -207.2096 7955.0312 948.30963 5357.259 13825.682 4610.272 6366.7314 7387.4956 4956.037 4104.1895 9269.3 7450.6157 8194.439 11372.129 7450.1006 5838.2725 4949.7427 7740.041 8693.143 7129.91 6778.058 16820.658 22793.986 5195.2046 4995.8193 384.34082 6582 10754.417 4205.8745 15622.495 13041.119 3608.9614 31537.38 10501.133 16861.346 11576.935 10471.503 4868.921 8075.215 13403.532 19684.186 4498.587 9600.06 7316.8066 2872.6863 28435.78 1652.15 2925.5967 13806.119 14848.798 17240.135 16345.541 11193.73 15720.754 14016.245 13987.508 13075.569 9896.127 15698.615 13948.9 26075.947 32328.627 8875.569 9137.275 14312.015 24965.775 34168.727 21847.834 13214.019 59.053776 5683.996 6328.538 5518.908 6316.788 15107.339
-11590.206 -20230.994 -4550.881 -6195.859 -8022.663 -12007.402 -6417.6685 -4262.8394 -10312.996 -24780.186 -25406.049 -3081.9512 -2691.16 -2200.2957 -2715.8572 -6222.9863 -9565.647 -8990.349 -5714.937 -6910.671 -7562.7397 -5412.149 -3574.5442 -15146.609 -4080.5796 -20586.05 -10881.115 -2077 -5214.506 -20648.04 -4293.5293 -1437.0277 -8710.899 -11306.488 -46880.582 -21546.566 -5069.7334 -3966.7302 -6544.818 -1929.8562 -9274.276 -6254.7334 -28726.77 -9621.341 -3137.4326 -5001.8535 -2864.2837 -11648.661 -8605.185 -4365.8833 -4235.8135 -4933.1978 -4284.4644 -3660.6194 -3870.6953 -2990.1614 -4578.344 -3353.473 -4571.4316 -3284.4033 -4531.727 -3224.1223 -4532.148 -12747.681 -4103.754 -4135.1416 -13246.526 -13294.596 -6241.676 -6505.872 -7013.62 -5704.179 -5066.604 -5334.3022 -4410.8433 -2078.8394
961.273 649.6884 722.44 633.3859 27905.357 2859.7095 3600.6719 12216.338 5666.174 4968.977 2448.422 6591.2163 3263.2876 4224.7236 4835.1626 4215.7856 6358.312 9664.693 19754.979 7752.7715 4568.266 10712.239 14615.59 6595.0327 24560.018 20281.389 540.21234 8066 11568.732 1979.5648 10297.469 7518.6675 2878.5095 3881.639 3436.7346 8625.891 6886.7437 1976.5393 721.0766 3737.4443 4004.9517 15837.824 7142.255 2402.675 6917.2505 6562.1167 27268.621 23257.19 18417.143 18988.02 10351.784 10508.644 4777.1235 4803.2617 4580.7275 2911.6453 5266.852 3850.756 3776.4 17685.674 2628.3066 6316.7646 3184.4712 2624.9592 3591.2947 14334.056 28919.104 24317.566 13372.771 9743.806 403.53415 3644.2666 988.9035 1298.3279 900.9554 21290.66
3166.3645 1446.1503 5037.422 10035.098 4752.965 6333.018 11832.797 6722.623 2951.638 2756.2295 5924.3594 1608.6652 2746.2136 8526.242 3550.0251 3219.9307 4549.7026 19168.309 3850.324 1112.7223 2265.7305 985.8168 12761.583 55161.242 3304.0095 13546.041 6403.545 2886 1670.309 5400.343 13061.881 13135.351 1119.3313 4397.695 21653.385 8812.028 2264.976 2255.5103 4901.998 3731.9365 1543.8739 4158.1025 7191.212 3883.8638 3041.6553 17450.16 7984.006 17384.365 9870.083 8855.109 8553.303 7853.04 8627.7 2239.9707 3793.9614 3574.6714 2667.222 4684.6616 6193.1807 2355.803 4783.93 11930.3955 7633.3647 2856.5732 7833.698 6647.872 1995.8547 8515.493 8221.224 1546.8 7692.739 2777.6653 6784.699 4464.0166 4411.8535 2185.9248
1761.1895 -358.2999 1457.9855 -46.000095 7056.1997 -67.55219 3106.4622 4294.2993 12792.298 1326.3545 11.7430315 15376.479 6584.8677 9815.351 1329.4814 15179.041 9678.365 696.1855 17931.217 9299.3955 97.165825 3364.8 21568.398 1026.8021 26613.861 4969.612 -288.2556 21120 7657.4526 12292.369 11155.174 21347.113 8059.025 -246.80942 -1248.3865 767.25024 12169.934 -148.98239 546.8716 77.10613 194.17947 561.3673 1131.4463 -225.58331 6711.184 777.3151 2225.859 2632.069 617.2262 18.050163 -93.80572 1644.8885 619.633 20801.479 741.1143 633.5827 1940.2797 3839.7053 12471.338 715.43884 314.0644 3472.7913 385.05045 243.4917 24815.547 5163.22 2736.304 34.757114 3504.5476 9694.66 -84.643745 17376.176 1205.3302 6754.348 152.51599 16393.746
-15.44903 -58.277695 971.4443 106.15407 1383.5686 343.3903 3191.1838 13598.614 1693.3179 1119.3138 1573.5662 3172.7083 1936.5988 20870.564 6234.0884 3994.4844 3158.6619 4870.5684 2289.1846 560.8967 7989.6807 6470.653 11858.693 1307.768 2627.8997 2719.0361 283.98517 5901 897.67084 639.2929 8580.807 14710.005 2659.6145 680.59564 636.4323 712.77094 8292.632 1197.7947 25740.451 24350.115 1699.8059 5808.218 5135.0254 561.83014 4614.725 799.84595 585.42804 2876.2126 1079.4539 418.9142 160.92532 441.86655 397.60992 2635.5479 7961.8794 2043.6041 12462.719 1267.4343 24915.31 230.31252 2526.7908 24798.303 827.33813 878.9456 8124.5903 14208.892 5099.9844 2207.0767 22213.834 11075.399 26091.928 3405.8564 1095.452 762.76764 592.8933 3298.9226
-1105.464 -900.06665 812.5402 -389.23157 6659.441 -450.34793 3988.9797 20771.51 18846.795 -25.880089 -1784.9408 13225.542 9463.858 10927.223 2633.026 18186.523 12263.19 -35.49181 21937.654 14309.669 -11.777676 4600.478 14978.989 -985.93445 22228.713 10309.405 -508.18396 16562 8995.944 15987.931 11162.676 16530.158 11464.326 -665.6375 -2149.183 -1048.7267 8079.1753 -182.81505 377.07675 52.872772 -280.23627 -17.579351 114.23256 -442.65405 14182.782 230.94144 3548.31 1140.4518 105.17755 78.96947 15.36473 1228.7119 703.073 15301.364 975.20154 321.69864 3109.8813 4200.1294 7084.711 406.10956 245.85849 1026.117 -231.5506 -543.4022 17908.896 3624.2515 602.9144 -454.32513 1214.0966 7720.0327 -11.810756 16589.045 1550.5029 4679.0522 -16.160635 11150.704
1074.5659 569.82635 901.00226 360.92383 5841.508 698.0393 600.112 6457.1787 16623.266 1992.7668 1450.2644 10518.719 6660.4316 5632.639 1128.6787 15706.844 7265.178 780.8198 22489.16 6130.5557 369.52457 881.3292 20988.531 36729.89 8905.837 8101.417 689.6782 7460 9379.057 7503.28 11830.336 15089.41 6507.516 527.27466 2154.0786 3345.9375 2343.9258 184.5957 899.6919 110.15161 141.22144 276.5818 1784.2039 187.27672 4024.5823 720.9879 24527.586 1234.096 567.4052 503.14832 424.55173 1003.3747 1608.5789 7215.9146 3859.0396 1114.4949 1443.9445 2081.7883 20722.67 1190.7646 751.85114 11064.342 1805.5743 344.45166 13000.432 4844.406 11170.709 7326.303 7577.7725 9263.212 135.82368 4702.605 607.1046 748.5672 283.82117 11460.906
-511.53458 -312.9728 -50.783764 254.76976 42.72785 -90.06959 155.3231 13.76378 -125.08522 394.67136 745.6825 37.815353 12.953838 54.714275 143.07196 263.3483 240.80634 237.52211 347.24408 187.46951 242.91457 -98.430244 32.526447 280.96576 135.54094 530.7034 922.41797 42 73.73724 745.84174 21.255095 123.98858 -28.063463 246.80942 1796.6974 27.239655 174.85873 -42.735985 218.3076 55.075806 -141.22144 -29.29892 669.0764 210.68631 118.99606 -1013.8893 16970.018 42430.824 23994.322 7766.083 11196.036 10406.618 8391.166 -55.111366 150.55402 76.335266 99.399574 101.15673 174.27322 218.67438 14.275654 -22.866116 330.41492 492.9222 25.826872 -104.6971 321.44775 0 -105.27417 74.49472 281.4897 -45.411423 18694.826 16934.05 17137.344 20.726215
-655.0389 -120.87226 1238.4686 -162.76956 3015.3655 28.146746 -56.48113 2764.5535 7712.344 -420.55145 -1004.0292 12630.328 11035.591 15404.805 1391.3956 5210.5337 6097.011 275.74408 4983.9736 -81.63995 -191.38722 672.35425 18870.947 -2635.9697 25835.697 5746.011 -380.07034 15329 142.66554 2590.8186 13109.393 19849.332 5639.9546 -155.19077 -1571.4983 708.231 10484.506 -3.561332 560.1023 35.248516 -203.74133 -48.05023 1294.6357 -891.69257 9839.91 174.61426 7277.795 19411.092 -163.30199 -188.77463 -330.74603 659.86383 601.49384 20716.975 878.0699 462.37363 881.3429 3160.5103 14379.701 490.63916 93.58485 4416.0186 574.974 -388.99283 22288.592 6926.5396 551.7387 -327.70993 7369.192 8717.435 -35.432266 12490.664 1530.5251 4203.337 123.22484 2223.9229
19884.62 20209.41 6701.819 4178.9316 9174.28 10487.478 3049.981 6714.7583 5275.9824 25032.516 19687.191 3924.4773 4550.0356 4121.157 6973.712 5493.7993 6184.1113 4417.365 3959.7495 7929.658 9213.087 10363.947 1576.9718 10492.794 2280.2769 11826.169 9839.125 3926 6468.0386 16116.91 5223.752 3222.4631 8818.342 13413.718 41896.83 24402.19 6294.914 11910.281 3991.2803 2626.0144 11466.886 7887.269 15649.861 7884.7754 5961.412 5390.511 2326.9224 7598.5522 9571.157 6801.1514 6234.8457 7012.613 8163.338 5006.5615 6244.5923 6017.4 10138.757 7275.634 6828.342 5746.787 7271.0664 4227.373 3187.073 13775.097 4661.071 9871.44 19066.17 23739.11 6976.6274 10415.811 8326.583 8686.195 3662.6055 2208.1719 4244.1865 5166.3545
240.31825 131.66443 442.3102 244.15434 1432.4004 658.63385 1143.7428 12878.965 8522.598 627.59216 340.5479 9818.378 7183.9824 4008.7979 1899.2593 22691.105 4682.9146 322.15643 29975.334 6768.5566 111.88792 1779.3159 15736.07 2038.2789 27350.566 4681.3286 226.33403 8620 1570.924 3555.3657 8790.857 21379.352 7549.8735 344.03735 734.345 177.05775 1242.7251 -38.581097 -187.43582 98.034935 157.40306 364.47855 1223.9203 44.691036 15731.666 61.9599 2787.8699 204.01044 376.42493 447.49365 207.82819 607.016 456.38074 1344.7173 3451.0867 923.65674 3010.4817 3440.1787 2445.5862 469.2005 686.81757 2509.5562 483.91473 323.6658 19640.656 522.6983 1245.8099 2728.4333 764.4676 1427.8154 496.05173 7322.592 734.74084 -142.00462 -143.42563 5191.226
-71.40885 41.01023 -34.401905 -24.769281 -63.074448 -90.06959 35.300705 -11.797525 -74.67774 148.81052 -11.7430315 0.75630707 -36.70254 32.43775 -104.58476 16.59758 -30.741234 -76.4439 10.21306 -9.071106 -25.027561 -7.571557 -3.3648047 158.36252 89.29756 203.10872 34.163628 -6 57.70741 -5.6078324 -57.513786 -122.748695 0.80181324 5.609305 127.28646 -249.69682 7.0177417 -5.9355536 -26.461527 -42.95913 -68.40413 -75.00523 418.85272 51.07547 -21.283848 22.530872 6534.6094 19899.379 40999.87 21078.83 19674.941 11412.194 14277.679 9.797576 -48.565815 -30.534107 23.193233 -8.500566 -99.378944 -18.375998 -33.30986 54.307026 -135.288 32.66352 -93.79233 -33.06224 -86.3591 91.858086 -34.435474 -26.383547 212.5936 -10.091427 1314.0984 200.8351 225.23885 -34.543694
27475.242 4290.9653 -11.467302 3110.3142 0 3326.9453 571.8714 -273.30933 750.51135 21532.234 4104.1895 -123.27805 117.664024 283.6349 837.5148 118.39608 -304.85056 393.14005 48.147285 2961.716 3886.633 511.83725 127.86258 6436.6704 -51.027176 5061.3384 380.07034 15 3178.7166 10559.549 276.31622 1155.5736 398.5012 5919.6865 7005.6514 11740.291 169.0106 642.22687 83.79484 175.14107 401.59845 2907.6248 38001.367 5335.2583 -152.85672 4072.455 207.05664 1304.329 3844.5164 450.502 523.2095 327.3629 208.96288 3048.2708 -43.709232 259.53992 -180.24455 193.81288 20.163845 -42.264797 15.861837 -88.6062 278.38107 13145.582 1643.4047 573.866 12697.986 9357.111 182.01608 260.2142 -7.873837 -44.149994 318.53568 286.03787 317.15247 290.8579
4524.849 669.1143 23514.521 771.3862 18720.902 13493.55 8168.583 6075.7256 9702.506 2368.028 15941.165 8378.37 7246.593 9828.052 14518.038 3041.7834 21851.895 18914.404 14724.315 14150.925 11924.896 13088.193 15087.784 13639.611 11994.575 5831.186 1120.994 11208 15943.274 9583.785 13096.89 14383.915 2458.3594 7933.427 12341.892 18314.127 10066.365 11988.631 3892.0496 7178.5806 11019.685 21871.057 12505.746 13203.009 12603.908 3312.0383 5973.8306 1424.7286 1677.3052 2574.4045 2293.3882 2796.5308 4514.4688 11623.6 11897.653 9613.882 3952.127 9748.448 4901.2544 12683.114 6930.037 6874.126 15154.857 8041.1646 11749.867 14256.911 35295.285 14737.017 16281.093 9918.662 722.42456 10831.886 7228.6514 17065.912 13536.552 14723.213
3937.7861 969.13654 9021.49 782.0016 6468.183 16353.26 4349.047 5330.515 11274.473 3442.0518 3006.216 6019.4478 5773.0938 5975.5806 6183.8877 3461.149 8151.5503 6464.9697 14878.971 15182.007 6189.1685 11387.622 17817.764 6988.385 8746.377 5248.0674 377.93512 6842 22889.002 3942.3062 8321.995 9068.524 9198.401 17471.115 2560.4163 12988.774 10990.368 8039.707 5085.0234 4927.0815 6967.6597 15370.213 4433.3115 3351.8276 7441.6074 15343.524 23869.441 2612.0024 5062.362 12827.649 9176.787 10465.338 15080.154 6018.161 12912.679 11244.185 10290.507 11891.44 16139.717 13573.737 9293.451 22257.305 33645.082 23182.191 9354.765 11909.491 14380.39 13659.546 18653.205 10173.186 600.38007 5126.445 6313 4554.291 3549.2795 13106.568
