"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
48510.7 25699.4 34870.6 26089.1 32901.3 31978.8 29815.5 26469 33340.1 38804 34839.2 28848.5 40127.6 27118.1 40093.8 37724.8 48147.4 31511.6 40953.7 40943.8 26668 32384.5 25268.2 43262.7 50979.6 28756.4 30839.4 34013.2 36290.2 27397.3 36041.7 49772.1 35786.5 46416.1 63038.8 34180 43053.1 40605.7 31127.4 45805.1 26928.4 23590.3 41418.6 52620.4 41093.1 34404.2 44413.2 37192.3 34571.9 29996.6 54511 29584 33697.9 43215.8 47680.4 35107.8 40303 50168.1 50441.8 45258.8 27023.7 27437.3 34301.6 38203.9 47957.9 53383.2 41351.7 49003.9 53423.6 33986.9 55038.1 28142.5 50719 29984.4 43934.6 42913.1 54889.1 45227.6 49431.1 151607.2 52040.1 41765.1 35259.8 60164.1 43291.3 48235 48767.2 37724.6 44946.4 68629.5 33804.8 58202.3 99516.8 34243.8 35526.3 31849.2 45091.6 39512.8 53810.3 44655
34326.8 38707.7 38495.4 50700.5 45789.3 61274.2 47131.5 55867.4 40132.9 45150.5 44760.6 46487.1 59630.7 30773.4 42639.2 49318.3 46249.5 34286.2 41616.3 28631.4 37247.3 46751.1 37907.8 70873.9 51990.8 41652.7 43623 61167.3 36480.5 28008.7 42288.1 60875.6 43617.3 44907.6 46010.8 44271.6 28647 31898.4 25109.8 41828.6 54623.4 31807.4 124496 53237.8 61638.1 49572.9 55322.1 41458.2 49853.8 35489.9 27362.7 40120.7 33875.8 34276.5 38735.1 34212.7 36642 64665.5 58030.5 57844.2 34155.8 27793.2 37850.4 39008.5 53598.8 72005 47442 42903.9 58669.5 37460.4 61185.8 34733.4 37039 29088.1 45374 60484 30784.3 42174.7 56453.7 115363.2 48512.7 46090.6 33881.2 67339.6 25454.5 35266.9 47384.3 42040.3 84897.4 29602.6 34753.7 35559.1 54206.4 35582.8 41150.4 32989.7 53435.4 63663.2 53655.2 40864.9
28298.7 33794.8 18425.9 42124.8 27468.1 45291.9 31549.7 48477.4 34724.2 55167.3 38388.9 36250.3 33998.4 21390.7 21817.2 49849.9 43089.4 16562.7 34298.7 26410.2 30266.4 25772.2 31216 60080.8 56017.3 46032.4 27829.6 47569 24047 27921.4 51917.2 58663.6 35274.6 46107.8 50499.8 21208.9 31239.5 25089.3 18598.7 45188.8 49744.2 36327.7 89159.4 37866.3 53674 26782.7 26445.4 29351 25005.5 25690.1 18116.7 29484.4 28021.8 18663.2 53745.3 31223.7 28157.3 59781.6 50001.6 66289.9 34093.1 19121.8 45727.2 42499.8 62087.2 72610.8 29023.2 15226.9 26781.5 11938.4 43145.9 22409.5 20442.3 14115.8 33448.6 45767.9 25957.6 35113.8 22749.9 101872.8 30130 42617.1 15785.9 57113 12927.1 30072.9 30318.9 30721.4 42797.2 23997 33756 42848.8 41211.2 34385.9 32615.6 21572.4 53643.6 56800.3 37763.1 32106.7
56563 25595.9 41664.5 38393.4 57883.6 49572.8 37322.6 37012 45898.1 54182.3 52899.3 41243.3 68015.5 38432.3 62799.8 57715.2 57186.9 40944.3 52979.5 48705.5 36105.2 45451.7 38790.9 54453.4 51316.9 43105.2 51611.9 43939.5 83277.1 32066.1 34579.6 52550.5 39758.3 49806.4 55020.3 38203.8 45415.8 39642.4 33497.9 51061.1 54292.6 32472.1 134784.5 61681.4 49753.4 41510 53752.6 57560.7 45048.4 54048.7 63968.9 34914.7 43736.2 92983.7 65821.4 39337 41341.3 52727.1 47846.5 48796.3 34437.6 34342.3 37231.2 42204.5 46152.8 44733.8 46349.8 26298.9 28776.6 25282.1 63405.2 35360.5 47762.9 37944.3 43485.2 21796.2 59025.4 51524.2 27139.2 88794.2 28174.4 36069.5 42435.6 59866.5 36925.7 50933.2 53244.3 43341.8 73338.6 63216.7 34578.4 51016 74777.6 37376.9 43475.7 34141.9 44914 36328.2 45037.7 55735.7
41199 35892.8 35218.2 38277.5 45498.1 39869.1 39613.7 42075 44617.7 49502.2 37201.7 43584.8 49443.9 41337.4 38024.8 40592.3 42035.9 53195.1 38654.5 36351.9 49417.3 47821.5 49049.9 53920.1 45830.3 30572.8 47517.5 51593.2 44695.3 34985.1 44183.9 58306.5 35570.3 58381.6 85347.8 51711.6 46225 39726.6 38149.8 44974 46955.9 38130.5 110874.5 61500.9 46216.9 55924.6 43338.1 42356.2 50333.4 48418 41337.9 41393.7 45325.6 40739.4 46022.6 43254.6 61749.6 49209.4 64794.6 55211.1 37057.6 37381 36612.4 38901.6 65075.4 63495 73831.2 61304.4 77359.8 32878 62312.5 46019.8 49471.3 37227.9 40116 54175.5 61263.6 58907.7 76823.8 114294.5 69533.1 62809.9 36968 66684.8 61105.9 61394 67615.9 58362.3 79382 58709.5 40011.4 73586.1 91732.3 47949.5 52119.3 47130.3 59289.1 71491.8 80159 64694.8
35879.1 27387.4 38952.8 36422.2 31507.8 33284.5 39761.2 33050.6 31069.7 43679.5 27755.7 38502.3 35168 32253.8 29438.7 33002 26223.6 32177.5 30917.6 33074.8 42943.7 43106.1 38070.7 44869 47226.3 31882 36635.4 44173.2 55674.1 36442 42726.3 58749.3 32849.1 59167.5 72449.9 51796.2 33181.8 45589.4 38322.8 45983.2 66702.4 32384.6 80555 81347.5 50840.3 37640.9 38977.5 24632.5 39825.6 39483.5 41456.9 42271 26077.5 47735.4 37131.6 31030.9 60316.8 54435.9 62977.7 51155.1 38161.1 30597.8 34397.4 36070.7 56941.1 68408.5 62908.8 47443.7 46036.9 12859.2 53270.8 35128.3 44275.3 25468.4 30302 41568.2 69805.3 55587.9 46819.3 121925.1 53595.1 51092.4 34661.7 65194.4 38053.7 56059.5 56222.3 44756.3 59638 41408.8 42751.8 52993.5 78098 36920.5 52071.5 31415.4 62232.6 68387.5 51337.7 54897.4
33837.1 24720.5 36354.6 38473.9 26859.6 34881.3 41556.6 34378.8 31149.6 32960.6 24537 45046 32519.1 29050.1 34530.7 29688.5 17180.9 23988.4 27085.3 17437.3 47958.1 43328.2 34337.5 42743.1 43555.3 31422.8 31562 39054 58373.9 35403.8 39229.5 58325.7 36281.2 63055.4 52324 51479.1 37135 41820.9 40366 46099.2 69350 34579.8 43660.4 85212.1 40586.4 39228.8 36381.9 15226.8 50243.3 40096.3 28234.6 40107.7 11228.6 38190.8 27087.8 29802 39792 45860.5 53121.6 44380.9 41149.4 27766.8 40350.7 39713.2 52370.6 83907.5 42977.5 18722.7 11795.3 5353.4 47914.3 32503.9 39209.6 24830.3 24537.5 19395.2 34918.7 52148.3 14486.9 87381.5 21458 38577.5 36347.6 56358.2 14417.6 43706.3 33303.7 43778.5 65533.9 26874.1 43830.4 45842.6 27986.7 33894.9 51963.4 33570.5 57710.6 68170.2 39678.3 55247.8
36821.5 27923.2 28933.8 39787.4 36568.6 42781.3 35365.2 32298.8 37665.6 41966.7 41513.7 39261 42988.1 32384.6 44379.5 48417.4 49461.5 25176 41580.9 30493.4 38185.1 26896 29987.3 57324.1 48115.6 40901.1 34465.1 46009 41014.7 29445.9 35684.3 51596 34247.8 40841.3 51628.1 31412.3 26989.8 24806.9 17573.3 44912.9 38642.4 26281.4 114610.4 44361.7 54677.1 40186.3 49139.2 39336.3 34392.8 30509.6 20265.8 33707 21087.8 35547.7 47149.5 39572.4 44112.2 53319.2 50640.5 51253.7 29978.4 19432.7 30550.2 32878.6 49129.4 61736.7 40239.8 48874.9 38914.3 27698 51402.5 29447.2 32821 26849.1 36908.9 52953.5 27305.4 39140.1 52276.1 112979.8 41600.5 35936.5 23425.1 52921.8 39586.4 27726.9 38096 31585.5 76433 29563.2 29525.2 39604.5 63257 30409.7 30869.9 25831.9 37771.3 48958.1 39070.5 37731.2
34200.5 31875.6 27313.6 40685.7 37661.7 38758.6 37266.9 44439.4 36158.8 45973.2 37530.3 37710.9 46397.2 26701 38631.1 51969.8 45011.4 28828.9 42115.3 31839.2 32297.4 37158.4 31090.7 63486.8 43880.6 43868.5 36586.1 52843.9 50260.2 30743.9 40977.7 62867.3 40612.2 42671.7 40662.1 31356.3 30045.6 30493 19421.3 59697.3 21311.3 24749.8 87665.1 38466.3 59897.5 38559 45805.7 40658.3 35092.7 29403.3 22842.7 28929.1 31280.4 43305.2 43264.2 36001.8 38866.8 56405 33274.6 46039.6 28857 21755.6 38453.3 40214 52811.3 64984 49916.6 47315 63214.3 36196.5 53480.7 25978.9 28031.5 26402.9 38880.3 58217.7 33493 29681.1 61474.6 114618.8 49757 36391.4 24813 55229.4 42443.4 33709.8 41242.7 32061.8 73737.1 32983.6 33039.5 48135.2 78718.9 29539.4 36671.6 25611.8 42763.5 48268.9 35333.5 36312.2
32707.5 38860.3 38661.6 42191.6 40532.7 53769.1 43502.3 43198.1 38975 39419.4 40622.9 39615.4 44741.5 34262.3 45845.1 56732.3 48827.5 36580.5 44651.5 36089.3 42005.9 33104.3 28153 64775.5 36155.9 46337.4 39205.3 48347.9 32801.5 41371 37277.8 79571.1 46687.1 45393.6 44374.3 41863.9 37764.6 41223.4 27370.5 53747.5 50557.5 30800.8 99236.3 64462 65255.9 38687.6 51180.9 49193.5 40484.6 32521.5 20464 38920.6 38941.2 34733.6 36513.8 31036 39901.9 59283.4 45666.1 53183.5 32538.1 29555.5 44457.7 40615.3 51297.8 57018.5 40077.8 38386.5 39873.2 32019.7 62187.4 33532 36843.4 28570.1 49988.5 54786.3 36033.6 42950.1 55390.9 121184.9 40016.5 39393.7 34561.9 58923.6 34438.2 41331.9 61439.3 30661.5 83344.1 39873.5 39811.1 52919 65625.6 37182 38638.9 33213 47364.6 54758.2 47724.5 43380.7
36397.2 32912.5 36467.9 35480.3 39414 40359.9 34334.9 40397 40261.4 42634.9 28559.9 42699.8 40373.1 40192.4 32074 36685.9 41382.6 44199.3 35863.8 17444 54554.5 42920.8 35688.4 46180 37519.9 31160.2 42352.6 49944.4 44254.8 31399.2 28035.4 52246.2 32607.4 55580.3 76044.5 45559.7 35878.5 35278.8 36179.7 45115.1 72640.8 35448 66354.9 58185.4 37137.5 43902.5 33632.1 28642.9 54427.7 48846.1 31673.7 40140.9 22435.1 44610 30755.9 38748.9 26660.5 40349.7 47922.2 46543.1 34249.3 30578.9 31107.5 35551.9 59309.2 55892.1 31257.1 14206.4 16745.9 4628.9 48147.7 40805.1 25021.5 27838.8 27169.1 13094.8 29035 49716.3 13089.3 51012.6 14430 53129 31048.9 52886.3 7773.4 49358.8 52896.4 54705.3 63398.8 31653.2 37381.4 55749.1 40064.7 43624.7 45903 45368.9 53406.3 76422.7 78272.5 70955
188.6 97 177.4 26.7 206.2 170.9 149.1 154 192.8 1229 54.1 2669.1 288.5 203.6 198 103.6 128.9 4211 115.3 64.5 165.4 66.9 188.2 152.7 229.2 43.3 221.5 346.3 33.5 8973 124.5 2383.9 242.2 2480.4 189.2 706.6 351.8 175.3 155.4 149.6 340.9 1771.4 58893.7 277.3 1081.3 25430 27.9 190 3683 134.4 479.3 198.4 270.9 297.6 310.9 237.3 195.7 275.7 45279.2 356.8 183.1 126.4 341 202.7 43.3 35159.4 153.4 87.4 541.2 76 5041.3 753.4 315.1 126 338.3 96.8 66463.7 272.8 47.3 80980.5 1229 116.1 154.1 357 87.6 162.1 457.6 44782.5 335.4 290.4 442.8 452.5 2543.6 811.5 2015.4 3161.8 2393.2 3463.1 254.8 620.3
35130.4 32053.6 26477.9 40936.4 39365.3 34195.3 35073.7 46672 38162.3 48526.2 43789.9 28808.8 50384.3 24978.1 42403.4 51689.2 35686.2 30613.2 40946.1 29899.7 28635.2 38263.9 31818.9 61678.1 51899.4 37083.1 35543.8 36749.4 44881.1 26796.5 42771 43034.9 35898.2 37621.5 29481.8 30325.6 25617.8 23146.6 14115.1 45682.5 22872.2 27523 87334.2 40011.3 44728.3 28275.3 47395.7 38274.1 36092.8 29923.1 21298.5 28718.9 30862.3 49058.4 48285.9 29849 48028.3 54867.4 31629.6 30809.9 25864.3 18153.3 35187.6 33685.2 41316.2 55497.6 47256.3 51124.9 66119.3 36605.9 52427.1 27858 34760.8 26793.1 38049.1 58276.1 38135.2 20307 53488.1 108312.9 54875.6 36168.8 21162.6 47055.1 48491.4 32936.9 33684.6 25455.9 45149.8 35892.7 28340.2 46191.7 71846.1 31037.6 34549.2 24081 36995.7 43923.4 37063.3 29626.4
21640 38800.7 28498.6 46538.9 46443.7 57026.7 50919.8 44493 45160.5 40694.4 33403.6 41371.9 44395.4 26845.3 59520.6 61023.8 46928.4 26879.7 43262.3 26488.7 37288.8 39131.8 32233.7 57235.7 55031.9 45578.7 32243.2 55437.4 43641.9 30607 51322.2 63721.6 36980.3 41473.6 45181.9 31834.1 26485.7 28056.4 17805.5 37018 21545.4 31621.7 62094.8 37008.4 54097.2 34040.7 49475.9 35628.6 35026.5 33652.3 12189.9 41562.9 35111.4 37359.1 44862.1 41075.3 56872.5 57074.6 34683.7 35671.1 33755.2 15510.2 34994.9 33285.9 51150.1 68108 27624.3 47889.1 55045.5 36974.7 49859.8 29870.5 24293.5 22431 34084.5 70484.8 20725 29128.4 58963.8 97449.7 48338.8 25988.2 27973.2 50534.6 45619.5 27735.4 37827.4 26734.8 49469.9 14351.4 31471.6 37977.6 34039.1 25248.9 31052.3 24583.3 43800.3 52780.3 39192.1 40365.7
35920.5 34176.2 30885.9 39051 45659.3 44464.5 41148.7 46085.6 40538 45709.1 35605.9 41002.4 50061.1 28967.5 40850.4 57985.4 46571.2 25138.7 43384.5 28298.9 34524.9 38823.4 27200.7 64251.2 56851.6 40817.8 31590.5 44745.9 42930.8 30534.7 40674.6 58805.2 42832.5 41012 31839.8 30708.6 31139.4 32739.4 20823.8 59979.5 27392.9 32977.4 66952.7 45923.6 49522.1 31351.9 48641.8 45512.5 36684.8 28794.9 16979.8 33484.1 18244.3 33655.6 36908.3 28747.6 34584.1 51545.8 27616.7 46822.4 31958.3 21265.6 42212.4 42899.4 51878.3 62943.4 44909 43200.7 57399.2 40148.5 62601.8 30703.1 30479.5 28559.1 38029.7 60769 18568.3 30377.8 52467.2 106816.3 42752.1 28273.3 27109.4 45883.5 32449 23295 35518 27780.6 80539 21399 33244.8 43153.2 48465.5 29289.3 34826.5 24667.7 38819.7 42121.9 33482.7 30142.9
41684.2 32561.4 38854.5 31575.1 42512.9 32250.4 34752.8 36743.3 35746 228.1 42409.7 27585.8 55246 24956.4 48101.2 36518.9 30205.6 39874.1 30658.7 10593.6 33764.3 33445.5 37675.3 46725.7 39320.7 24034 25747.8 17797.4 398.1 22521.4 34317.6 47657.6 35028.6 36536.5 59613.5 47939.6 47134.3 41085.2 27618.4 56730.4 66007.8 31581.4 62468.2 50072.2 27978.4 37116.3 41267.4 36888 45397.7 33821.9 34285.9 31414.1 27788.4 197.2 39151.3 29233.7 37194.5 57184.6 16937.5 37227.7 25593.1 30301 30443.6 36734.6 39062.4 48923.8 49107.4 24555.7 42351.3 24816 36509.9 31008.8 59277.7 32774 39605.7 23148.4 48519.1 27204 24624.2 57395.1 32711.6 52359.4 37728.6 59779.2 29770.7 37276 37661.9 30215 65940.9 75105.6 31556.5 52594.7 359.9 41564.5 32262.2 32008.6 31815.2 34539.1 41661.7 35748.9
52072.9 3050.9 5147 6501.8 1725.7 1294.2 2329.5 299.3 2128.2 861.9 10025.3 482.7 2590.6 1671 7928.9 13103.7 4294.3 1397.7 5961.5 1427.1 1512.2 1130.4 4138.4 574.5 9337.9 3062.8 1363.2 5593.1 2519.3 711.8 487.6 6894.1 3820.8 17897.5 674.6 21965.6 1242.4 3979 24350.7 1314 2728.4 1942.7 450.7 5822.9 949.5 938.2 771.2 6480.2 21562.3 5181.3 55641.7 1412.6 5680.4 1777.4 8073 6962.6 1272.2 1699.7 500.2 515.6 35298.5 849 495.8 428 459.5 1114.5 39769 14781.4 4798.8 9105.4 36183.2 37099.4 3237.1 6309.1 2164.2 2078.2 916.1 59558.5 2010.5 1514.9 2153.9 1116.3 24368.6 13237.2 29530.8 34842.3 29993.6 1121.9 37477.2 1482.1 27115.1 795.2 665.9 1280.5 4104 2794.5 22823.9 15915 26121.1 2327.9
23993.1 23659.8 28090 28011.7 31102.3 33690.7 27841.6 31619.5 32424.2 26202.8 19383.8 35917.1 27937.3 30180.7 21288.7 26281.2 27128.3 32250.8 25226.5 8986.8 52647.4 31418.4 26603.6 33463.2 26232.9 26495.3 28066.5 40630.1 31125.6 23208.2 16501.2 40921.8 26391.6 45192.4 55677.6 28428.1 27996.1 29770.2 32473.6 37852.9 70144.1 31278.4 35790.1 45566.4 22596.8 31955.5 23020.7 17839.1 45747.9 39031.1 17424.1 31737.1 10747.2 31148.4 15951.3 28167.1 11861.9 24266 29050.3 33242.2 28004.6 22028.6 26028.1 33352.3 42715.2 41342.4 15731.1 3577.4 4221.6 1751.8 31357.3 31353.2 15495.8 21382.3 16815 3930.7 12883.5 35854.6 3297.1 26008.8 3521.9 32907.7 21752.6 31007.1 1760 35392.2 27620.4 38299.8 45511.4 16715.2 32013.1 38506.3 13183.7 33230.5 36821.7 35300 34681.9 63949.5 69151.2 53788.3
