"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157"
9857.8 13730.5 13424.9 7407.6 4458 5472.5 9292 13421 15711.5 21749.5 17645.4 15077.4 9934.5 8609.5 11209.2 12482.3 9280.2 9687 8855.1 12380.7 7253 13693.8 14397.2 11072.3 8790.3 7635 7997.7 13868.8 9859.4 14080.2 11954.7 12021.6 13592.3 9596.5 13557.8 8749.7 4917.1 13338.7 19729.9 8723.8 19590.8 11944.7 17485.5 15373.6 14499.4 8454.5 17777.5 6172.3 9430.9 7863.3 15047.7 12098.8 13330.6 9741.5 8987.1 5626.2 8930.4 10868.5 12451 12843.7 12538.4 12209.7 14326.2 24055.3 26316.9 12462.7 17912.7 22964.5 25555.2 16130.9 20161.8 24907.6 21411.4 15054.1 19762.7 17653.4 40552.8 26540.3 21215.7 23835.5 18205.7 15961.4 16216.7 19564.2 11961.9 22450.6 27983.7 21060.5 24742.3 26617.2 15641.6 16444.3 20809.1 15039.1 18470.6 14391.7 18473 29182.5 19030.8 12477.5 13444.6 13397 21208.3 15147.9 39073.6 23077.8 27265.3 15774.9 24542.1 43850.4 10711.6 17538.4 14803.1 24714.9 33961.4 39821.1 57576.9 17166.9 31965.8 31026.3 33705.1 11381.6 19176.4 22063.3 23967.1 14666.7 21651.6 21791.4 21774.1 20886.4 28023.2 13462.9 19198.7 19224 20856.5 23326.6 17456.7 19055.3 18808.4 32462.4 28057.7 16723.5 29234.2 15918.5 20990.3 21866.6 27566.4 23753 31271.9 32795.5 20513.8 34345.1 11855.2 17829.2 7642.2 16392.2 13557.3
18860 32366.7 27980.5 29846.8 34102.6 24105 19900.1 31905.5 38074 26931.6 13700.6 30051.7 25942.1 20150.2 36740.1 13079.1 23704.3 8005.8 11771.1 22100 21106.2 15662.7 14535.5 10788.9 14973.6 22596.9 17953 14449.2 16859.7 17426.2 13308.8 27523.6 21497.4 22663 29954.4 21767.4 24461.3 28095.6 20121 29498.7 24274.9 14399.3 21626.5 21263.3 16586.4 11397 23598 25382 26833.5 24034.1 13125 19426.3 17809.4 19642.5 8018.8 20747.2 29259.4 25849.3 28188 26614.6 28365.1 16526.6 20169.9 17998.5 20507 11831.3 4065.8 17900.4 13331.1 14283.6 14674.4 15205.2 20252.2 17307.7 9358.9 7531.8 15180.4 55547.9 18912.3 18574.4 29837.3 17045.2 25860.6 26143.1 20345.6 27604.9 17946.2 18209.5 25426.1 33147.6 32503.6 29965.2 48944.9 23714.1 15758.3 15449.9 19826.3 23254.1 20307.6 25460.2 20256 19571.8 21716 37273.7 31883 17826.5 31876.5 9518 6765 24173.6 15270.3 18619.6 22545.6 29946.8 12764.1 22798 48472.6 8513 22565.3 22228.7 33432.7 18035.5 13626.2 10605.8 10749.5 18055.6 21723.6 15144 18723.2 9517.1 21635 17355.2 17739.1 5020 30037 11059.7 23580.2 6882.4 30239.8 21833.6 32772.5 13699.4 18508.8 30135.6 17453.3 23744.8 12573.8 15573.1 29089.1 23277.9 13501.2 19836.6 27072.5 10762.2 6464.1 15802.2 17579.5
1579.2 2853.4 1701.4 7928 691.2 897.3 1456.4 18426.5 6284.6 486.6 25643.2 6950.6 2847.5 1546.9 9358.2 19581.7 3808 21560.5 5869.9 9628.7 7426.2 18240.1 16509 18419.2 10618.9 1190.4 1654.2 15347.2 351 11341.2 1007.6 1792.6 6285.3 1041.6 11569.7 1767.4 616.9 5646.2 30659.8 2205.7 23995.5 24175.1 13125.3 14427.9 337.8 7227.3 8972.1 580.6 472.1 383 704.3 296.5 369.9 6621.5 519.5 526 12490.8 5925.1 11550.7 5994.2 6281.7 7933.9 1083.1 520.9 604 571.2 607.9 361.3 18867.2 7605 776.3 25295.7 9501.4 3614.7 1119.3 1106.5 1532.4 634.1 1337.2 24255.5 4410.7 397.3 2413.1 27489.1 2523.2 1704.9 4256.1 31834.7 17136.4 5652.7 3734.9 2274 2098.5 3095.4 21081.8 1496.5 339.1 483.1 2869.9 1954.1 742.8 653.5 599.5 418.2 2338.4 18446.2 482.2 636.3 406.8 27465.8 1174.1 18893.6 1361.9 911.3 569.6 955.9 1456.7 989.5 1035.9 616.1 12038.4 1777 606.9 1046.2 17549.6 1484.5 1616.3 669.4 444.3 1063.1 25286 1701.7 1063.4 1108.5 780.2 869.1 250.5 983.7 475.1 17124.5 32607.6 640.6 23177 2475.2 753.6 1078.2 726.1 2757.7 1440.8 18824.8 17642.9 13528.8 7056.2 1292.8 678.7 23148.7 2101.3
10908.8 21626.6 20307.3 6482.1 4960.3 6670.8 9359.4 8684.5 9825.9 13598 8907.4 9544.9 8808.9 10437.7 6459.9 8688.4 11787.5 7231.2 15590 13773.2 5395.4 9955 12289.5 6500 11652.3 4862.4 3870.8 12182.1 7124.5 15830.6 5259.6 9860.8 6325.4 6414.2 7260.8 6646.6 4095.1 10455.6 13550.7 5702 11838.6 9187.9 7636 10411.3 12394.6 5393.9 3575.1 4519 7198.8 6466.6 10844.7 9455.5 14455.2 7324.2 5351.6 5355.5 9853 9515.9 6759.3 12325.3 11180.1 10603.1 21450.8 29120.1 30064.9 12929.5 11867.3 18707 17591.1 16944.5 23384.5 22723.4 17136.4 13585.1 23354.6 25373.2 28480.1 19553.8 18269.9 17978.7 12907.5 22865.5 19113.5 15728.6 8878.6 11595 10076.7 13271.2 10540.6 14827.1 8853 6772.2 13002.2 11778.1 11408.8 9796.6 9833.5 15807.6 14313.7 12551.3 17973.4 8884.6 12579.9 6122.5 13509.7 19552.6 7930.6 18379.1 23646 18148.2 17318.7 23186.2 17536.4 27018.8 22813 53609.3 54325.9 23281 33347.7 40562.8 12244.5 13738 21526.1 30729.4 19262 24281.2 33235.7 29991.1 24121.9 23677.8 9948.2 12848 15318.7 18970.2 13666 21015.5 21104.8 17467.1 19443.6 22004.5 15182.5 15118.5 11870.2 12285.8 6155.5 22429.4 19705 9216 22400.2 16639.8 11435.3 14381.4 8303.5 16632.5 9307 11529.2 15345.1
20149 27427.4 26718.6 22872.3 22062.9 18466.8 18461.3 23090.4 38501.3 53470.5 25861.5 27991.6 34658.2 20130.4 22866.2 18030.7 20259.1 13475.2 21049.2 27563 12235.6 20565.5 22340.5 13260.5 20699.7 18557.6 18956 17402.2 22712.4 24453.2 25404.2 28114.8 33382.8 23737.9 25961 19409.9 26819 36613.8 31421.5 20862.1 25004.6 13200.7 33441.3 21806.4 19046.4 11841.8 28043.6 19488.7 39891.6 26099.8 22397 21227.5 20370.2 27191.2 22156.9 13228.3 22522.5 16894.6 24966 21768.6 23887.9 21160.5 24336.7 34425.4 28524.5 21685.1 22760.4 24343.8 42700.4 15219.8 21400.7 31554.3 30458 14702.2 14118.4 12271.1 33533.6 25703.8 32023.3 30011.1 27470.4 22397.9 23229.4 24524.4 20165.3 28971.7 24432.7 24578 27830.7 29997.9 18809 28690.6 20063 24147.4 22156.6 15512.1 22155.9 28991.8 29561.5 20822.4 22203.3 19006.5 20247.1 26871.5 43803.2 28099.4 34866.4 14366.2 8936.3 34148.4 15781.8 17866.8 19909.2 22853.5 38503 42826.9 68135.1 20777.7 25969.5 30443.2 23860 18038.1 16697.2 23661.6 24936.2 19480.5 27695.5 27950.5 26195.6 14164.7 26198.8 25924.4 22194.5 33195.4 26332.4 28811.1 36025.6 15715.4 42405.8 38895.8 33689.4 24695.2 29406.4 25343.8 20153.1 29546.9 19178 17694.8 45023.4 34060.9 22101.1 33128.8 16910.2 15314.4 10356.2 15399.9 21251
725.7 3885.7 1409 6837.6 1279.4 2286 5913.1 8897.8 23093.3 1332.9 41597.7 6031.1 2679.1 1478 4116.1 7518.4 12948.8 11978.7 2146 4680.5 5059 12486.2 10846.2 12690.6 9836.4 2462.5 1801.3 20765.2 666.3 3795.2 1076.9 5416.7 9239.6 1717.5 14719.9 2665.4 1066.9 7046.8 35239.5 9700.3 5868.1 5145.3 10742.4 26416.5 827.2 6381.3 12755.2 978.3 2382.3 742.7 1981.2 915.8 1043.7 5032.4 1338.5 511 15361.9 10736 7330.1 22752.6 19199.8 18161.9 222.1 60.9 156.3 242.6 617.2 700.8 1715.3 7504.1 171.3 1520.8 7059.5 4597.6 487 434.7 116.8 551.4 928.4 4923.6 7980.8 249 7535.4 19596 1106.1 1076.9 4610.3 32013.4 14500.8 3745.3 14819.7 8161.7 9269 6370.7 14568 4479.3 127.9 510.3 530.1 7242.5 699.2 3427 1954 446.4 4239.5 7713.9 243.8 96.8 220.3 21704 336.3 3428.2 1095.4 352.6 446.6 104.4 139.6 3014.9 168.2 134.3 31301.4 360 366.9 261 694 347.1 572.3 248.9 312.5 1374.2 3624 972.7 1250.7 242.2 357.7 1265 232.6 638.3 7210.9 3063.8 47146.4 496 21963.8 7379.1 1960.5 1234.6 383.4 4865.4 748.2 5989.1 6901.5 3939 5137.9 289.9 350.2 12948.6 124.3
18111.8 22119.9 20112.8 11269.6 5736.5 6317.1 8588.6 11633.4 24076.2 25128.8 14740.8 13698.6 23742.2 14524.7 14412.3 9214.3 13851.4 7770.8 13503.2 16850.2 7015.8 9983.3 15318.7 9362.4 13866 6986.7 6207.8 10391 10582.7 17122.6 8882 13531.2 17816.2 7414.8 10370.1 7952.5 5398.3 16251 18592.6 8704.8 13764 7253.3 14862 14484.2 19774.9 5371.4 8521.9 4868.9 9685.8 5711 18995.6 10301.7 12430.6 13771.1 4913 7304.3 12482.8 11356.5 12458.5 15600 15600.4 14106 23072.5 20333.2 29287.8 15808 7759.1 15429.2 38303.1 13550.1 27049 25824.7 19865.6 15413.1 21278.7 20491.3 34725.3 16603.1 21319.8 18155.4 10060.4 17007.1 10294.3 16419.8 10768.1 9094.1 24908.8 11581.3 18714.6 21417.5 8217.3 9147.1 10074 8198 13790.8 7787 8971.4 16649.8 15096.1 11095.7 10337.5 8731.2 12524 5327.8 20721.1 18045.2 15676.1 17434.8 22643.7 22612.8 10675 13322.4 10409.7 20243.1 36844.7 44284.2 63248.9 14771.1 23708.6 45358.7 13928 15467.4 18116 26242 25907.6 15941.1 19006.3 28122 25794 19909.2 13459.6 12676.8 15452.6 13232.8 22074.8 24114.4 15518.9 19979.5 16320.1 23105.2 12185.7 10218.5 13483.3 9980.9 7666.1 19310 25423.3 17923.7 15347.9 14783.8 14713.4 19202.4 6984.3 15851.7 4626.9 17326.3 14230.3
27307.5 33091.4 28209.1 19115.4 27206.6 25732.7 20980.3 31870.7 39309.2 51206.1 26855.6 39037.6 27477.4 19329.7 18098.7 16878.9 24860.6 17734.5 22936.4 32289 19683.3 25581.9 26237.3 19699.3 18384.5 16571.6 18498 18932.8 16381.2 27872.3 18333.7 29149.8 34842.1 22838.6 25828.1 21813.9 16522.8 32915.4 33189.6 19759.5 29582.8 21994.1 28853.5 22368.9 28478.7 17650.3 8603.6 22305.6 32185.8 23981.8 32675.8 30666.4 28687.6 25180.8 29336 16382.5 27798 26309.1 22612.8 24611.5 26627.9 17435.4 25747 35841.3 29820.7 21819 12933.9 19659.7 26852.1 20296.2 33413 20635 17016.2 22141.4 26390.7 21646.8 36959.3 58096 34039.7 25404.2 21210.9 19213.4 23059.8 24684.2 20069.8 21708.1 23499.6 17532.5 24087.9 29717.2 15352.3 20734.1 21142.7 20078.8 16494.8 16590.9 30373.3 26026.9 17010.3 20278.5 27801.2 13625.9 19000 10991.1 31156.7 25482.9 21684 16156 19513.2 36791.2 7738.2 12929.3 24370.6 24027.3 27467.3 45010.7 59882.6 12484.2 27440.5 29260.5 24035 17040.8 32535.7 26936 23588.7 16464.1 28207.7 22220.5 20385.2 28817.7 22110.5 16363.9 16747.9 20179.8 27737.8 28442.5 32896.6 20078.9 48810 36354.6 26672.6 11522.5 24001.1 24157.6 10649.9 32281.6 22701 20849.5 29337.8 27290.8 18289.7 24536.5 17831.7 16288.7 14931 15138.5 20812.5
12053.5 5001 1449.2 30203.1 6661.8 7973.1 17586.6 10723.5 27388.1 4039.9 16503.4 10954.9 15257.2 4366.9 6232.2 11733.5 20271.5 13998.5 6730.7 12619.9 7426.2 13751 24794.6 17563.9 20762.7 14310 10079.6 12490.8 2525.6 16405.5 2658 20962.3 25459.5 6338.8 20632.8 13871 4471.7 24342.3 29784.5 23462.6 20028.1 16464.6 16014.4 19228.2 1349.1 11770.7 17796.4 1956.9 4809.7 1679.6 6732.3 2462.6 2996.8 19012.7 5006 2432.2 19135 23068.9 15825.8 21285.5 20619.3 22198.6 3258.3 4621.9 1444.5 1030.8 381.2 1239.1 4718.3 9715.7 1278.7 6919.8 4001.5 9820.9 1620 1473.4 570.9 838.9 2621.7 22246.2 10215.6 716.7 10855.4 31710.9 4706.6 3345.7 9300.8 22128 15596.8 12401.2 19865.4 16086.9 7792.1 6019.6 22101.3 21271.4 506.4 1128.9 5201.7 11172.7 3035 3844.2 3904.9 1054.4 12156.5 19070.7 3336.1 670.4 766.2 10184.4 2611.1 20099.1 2896.3 1116.9 1390.9 768.3 3639.7 1760.8 547.7 703.4 5481.6 1964.1 1229.5 1268.7 16861.4 5054 2307.4 468.5 327.7 2018 9660.6 4348.2 3256 1299.5 867 1885.5 599.5 982.5 6615.3 15062.7 19012.9 877.7 8551.2 14271.4 2591.4 3829.2 1051 8131.5 1389 20672.2 14062.1 15177.1 14216.5 1744 878.9 9835.1 808.7
4002.5 21477.9 36065.9 4301.4 15266.4 10914.5 6353.9 3704.9 4853.6 1282 3976.6 4041.3 2522.4 2485.1 4472.9 5318.1 3695.3 3038.8 2156.2 1837.1 5110.5 4008 4558.4 5961.6 3510.4 13026.5 12651.9 4034.6 4698.1 5173.1 2195.1 6929.3 2824.2 6757.2 5721.7 7164.7 10756.4 4288.9 7346.4 3941.6 5905.6 6024.2 1479.9 4269.4 1822.2 2668.3 4643.3 2799 11112.4 14735 15868.1 17767.6 20069.6 4477.1 8969.1 3629.4 6628.2 8219 3299.1 7613.2 6373.4 1971.5 1777.1 1284.2 773.8 2056.1 16798.1 10215.3 9482.5 6682 1825 9820.8 10369.2 10327.1 1918.7 2520.4 11345.3 25963.1 4087.7 10411.8 17917.1 19166.2 19452.8 13287.5 14602.2 25452.8 12886.4 6163.3 9900.2 8819.9 17853.3 16828.3 18278.3 6230.1 6474.2 5082.1 869.4 3736.8 10731.9 35520.2 22265.5 19719.9 21736.7 14598.6 3926 11906.7 5440.3 555.2 4325.1 6314.1 32594.8 4375.7 10522.2 45670 14014.7 743.8 9520.7 18901.1 4252.6 605.1 8077.4 20117.5 4011.3 2302 7922.4 8245.2 2425.8 1776.3 3900 3758.3 8628.8 22741.6 23554.8 1808.5 39071.9 3281.9 5281 6049.9 14034 10280 15195.8 17150 7151.7 17261.1 6431.1 4390 11636.3 9780.3 25427.5 5796.9 4733.8 2839.5 11412.2 7529.9 4201.8 6904.6 17956
11476.9 9464 6517 12299.6 7281.5 9927.1 13376.3 17860.6 15066.9 27717.6 19085.7 13383.5 14362.7 13674 14762.1 12815.7 11225.4 11286.2 12239.3 13964.5 6947.3 14569.3 13492.1 12242.1 11892.7 4286.4 5859.8 16812.8 4730.8 20968.5 6198.6 7940.2 16099.9 11306.7 10747.3 6076.9 4506 10595.5 18966.3 7341.5 13677.9 8487 10179.6 13529 16822.9 8547.3 24614.3 4710.8 6466 5811.6 10959.2 9255.9 8222.2 12612.5 3280.9 7686 8858.9 7472.5 17070.9 12261 12313.7 10535.9 17841.4 26646.4 21780.1 11746.7 5483.4 20200.4 36543.7 16028.9 22326.7 25329.7 25921.9 9032.6 19310.3 20647.1 33137.5 15799.6 12009.5 23602.6 14361.6 13190.5 10251 25694.2 13319.4 13226 18628.6 24061.7 20234.2 22136.6 12627.3 8028 12862.1 14486.1 21140.8 19783.2 14999 12341.1 16869.1 9675.9 10890.6 11379.7 12863.4 11646.2 21270.5 22663.5 8237.7 20106.1 32028.5 37695.9 13004.2 21791 10134.7 11563.4 26429 41114.9 44966.2 17098.7 26068.8 43783.5 27837.9 11252.5 13224.2 26199.4 26202.6 16614.1 32250.8 28489.3 28802.4 15105.2 22716 10865.7 15391.7 21285.9 16260.3 25105.3 22850.5 19583.2 19710 35453.8 22643.4 5825 24135.2 12658.9 12310.1 13955 19169.8 19490.6 16239.9 27299 20387.7 22942.9 11276 18728.5 15097.9 21383.5 12429.9
9891 23054.5 14495.1 2839.1 25778.2 34980.2 16861.5 15552.7 528.2 32103.4 1444.3 2992.4 16921.8 31768.2 2059.9 757.5 11319.7 11548.6 1365.2 3600.5 3908.6 4450 6751 4267.2 839.5 10324.7 18678.8 1303.5 18138.6 714.5 33591.7 4856.1 1993 9714.3 3109.2 23632.9 3175.6 6282.5 1368.4 3332.1 632 872.8 3286.8 257.5 23681.2 14141 60.3 24781.7 13728.8 30721.5 10809.2 19582.4 15517 2289.9 20043.1 24421.2 2255.9 8907.7 3831.1 1858.4 1488.2 1473.8 176.6 413.2 184.3 128.9 159.7 312.4 238.1 646 110.7 130.7 421.3 110.9 39.9 29.4 238.5 217.7 226.3 120.8 273.4 116.5 233.7 169 326.2 731.8 144.1 47.3 203.3 184.9 369.4 159.8 621.2 381.1 28.7 343.2 1143.1 128.1 41 126.1 28.4 83.7 398.6 600.7 161 16.8 167.2 44.9 36.9 702.4 22.9 50.9 389.1 132.2 191.6 916.2 327.9 62.2 32.1 99 952.4 421.7 30 63.1 23.3 93.8 38.2 35.7 335.3 39.8 53.7 1157 543.4 18.4 189.2 320 248.4 50.6 220.5 127 1725.1 164.4 140.9 383 272.1 1073 322.3 573 406.3 19.9 15.2 31.4 518.1 18.3 87.2 296.6 728.4
30209 6024.3 7133.8 3456.3 12698.3 10082.1 5001.8 8149 5584.7 66577.2 6916.7 14691.6 12516 24991.2 2884 5882.9 6852.3 5225.8 10425.2 5798.6 18373.8 9297 6369.1 3470.6 6475.5 5504.1 7114.8 5418.6 10721.7 10598.2 13621.1 4114.9 9520.3 17277.4 7295.7 13538.4 26362.1 6470.9 7021.2 6267.5 6049.6 6491.5 5529.9 7069.1 18635.4 4004.7 3682.2 6130.6 10920 10068.9 20670 12352.2 8560.4 5852.6 3215.2 13450.7 7080.8 6864.5 2568.2 5878.7 5672.8 5838.1 17777 21533.4 13218.6 20892.6 17808.5 14306.2 12347.7 8931.3 19059.8 9752.3 10187.6 13901.2 29740.4 23805.8 13802.1 27237.4 21731.8 11273.5 10603.8 13918.5 4966 4391.3 12871.6 9106 14499.1 6906.6 7119.5 9188.1 6271.5 6275.6 6322.7 12389.4 6761.2 44851.6 24631.6 13808.9 14440.7 2893.4 10981.5 8805.2 12177.4 17982.3 10053.9 8977.7 11562.8 13894.1 12777.1 8021.9 20199.2 10330 16316.3 6595.7 18869.1 17489.8 14624.5 9675.3 14740 16539.6 4774.7 12156.5 8597.5 15417.8 10477.2 32616.1 22527.5 14455.1 19562.9 20612.5 4643.7 14650.2 13570.3 16810.4 15847.7 14805.8 23787 12289.4 14824.6 9738 6933.4 14918.5 5166.9 6942.3 4274.2 18685.6 14780.1 24667.8 3993.3 6106 11633.4 8955.2 8728.9 13936.4 9829.4 15504.1 15322
10475.9 15912.4 16599.2 9093.5 10579.8 7849.3 7284 10474 20481.4 15028.9 13720.3 18853.8 9639.5 5354.8 6977.4 9096.7 13008.8 6915.9 17268.3 17366.3 6419.8 11584.5 13999.6 5584.2 12844.5 8764.8 7459.1 12484.5 10200.7 11398.4 7943.4 15756.8 18409.3 19628.8 13651.6 13615.4 14010.3 23601.7 18642.9 10239.5 17533.8 9356.9 19390.5 15338.4 10437.8 10716.9 5588.4 8794.6 15155.4 8611.5 13802.3 15048.8 15180.3 15462.3 18941.4 8135.8 8650.5 7889.3 11861.3 14695.6 11928.2 15296.1 18409 24148.5 27759.8 16746.5 13510.6 8631.8 22263.4 9769.8 20608.1 10491.6 18691.4 7414.9 16200.6 14411.1 44592.2 11469.4 23434.9 17067.9 13911 15600.1 9550.3 12370.8 8590.4 10315.4 9116.1 9613.9 15749.5 25479.9 9626 20154.4 7284.7 14289.4 10658.9 8393.7 19485.9 21657 9735.3 18066.1 15767.6 10811.6 12446.5 10600 46016.1 19483 19397.5 8055.4 6461.6 22555.3 5289.3 7801 10022 24088.8 24909.4 41572.6 65188.9 10767.9 18755.6 19544.3 10700.4 14492.3 14874.7 12171.9 13252.8 7165.2 14376.2 14649.7 13971.6 17303.8 13089.2 8989.2 11033 8178 18889.6 8017 16068.3 7910.8 36899.1 35664.9 22301.5 18310 13385.7 16553.6 5056.2 17654.1 16211.4 10496 15163.9 18425 13684.2 19681.4 6210.6 9509.7 5990.7 7572.7 17593.1
21785.6 28195.5 23911.2 19257.6 15806.7 16127.8 18723.6 24829.1 32419.6 33413.2 24042.2 25906.4 32762.2 19873.5 24025.3 17076.4 24104.4 15715 20048.1 29747.4 13134.2 22250.4 22683.2 21747.1 19463.5 28378.3 19175.8 18537.5 17714.5 24503.3 23047.9 27901.8 24141.3 22835.2 28048.3 21449.8 11096.1 26054.3 27590.6 15931.2 23151.4 18147.7 22388.5 20703.1 24348.8 16673.2 15791 13181.5 19365.6 14850.9 32216.1 25253.2 24149.7 24452.9 25465 18346 25931.4 23185.4 24789.6 22570.7 27797.7 20440.6 25140.8 35475.9 34868.2 25796.8 24833.2 23466 40321.7 21832.5 33174.6 32143.1 30384.3 21021.2 28702.9 25085.5 59778.7 43978.8 28829.1 27399.1 26836.6 23650.1 25769.4 33393.7 24010.1 26548.9 32989.6 24428.5 29351 31425.4 23491.4 27070 25649.9 27458.7 24783.7 19456.9 31818.1 28531.3 37309.9 26943.4 29501.8 27156.3 23154 23132.5 32107.8 28879.6 28437.4 25480.4 34477.1 42688.1 30354.6 27773 24972.5 23305 31589.4 56499.5 69268 30071.7 37348 44826.1 29963.2 27366.9 30725.7 33420.8 27663.9 26714.4 43718.3 37556.2 30743.4 27969.7 28733.1 32257.2 40750.6 26586.7 28260.5 28146.9 28553.4 21835.1 30732.1 34784 29294.1 26720.8 32511.4 28178.1 23833.4 24366.3 27692.8 29812.2 45924.9 29986.3 20131.8 26823.3 22083.8 20226.4 30306.4 30159.6 25033.2
38609.1 52515.7 37815.7 24753.7 28688.6 28953.3 21937.1 24358.6 23500 39883.6 15913.5 25797 27246.1 29061.8 28012.3 16273.5 21647.8 16932.8 16692.5 20573.4 32484.1 21367.9 16451.2 19101.9 12828.7 24027.4 21567.5 16347.9 14793.2 23216.1 32294.5 30630.5 27563.6 27921.7 25081.3 25739.7 24473 33588.8 21049.3 32730.4 18006.2 19569.3 15758.3 20528.2 22808 25491.8 12739.6 21727.2 39632.8 42887.1 42565.5 27665.4 22236.8 23039.4 24581 30685.2 27744.1 25302.2 21657.1 27062.2 26428.9 11676.1 12757.2 21140.3 21818.4 23160.4 24351.2 23220.8 13513.4 28041.8 21463.5 18864.2 23990.2 18375.5 20439.6 20469.2 33747.8 61986.8 20355.3 19634.5 26056.5 22245.4 19042.5 16543 23278.9 28101.6 24517.5 21146 18282.1 25230.6 31232 27461.1 47255.4 22849.5 13318.6 24051 41544 25563.9 22252.6 23631.8 18121.9 30915.3 29081.7 42780.9 35128.5 21263.6 20962.8 24979.9 29505.1 18953.2 30676.7 19599.2 27122.3 33679 28384.2 33509.4 27842.5 19724.1 30762.7 29156.5 41500.2 29940.4 28484.5 19202.8 17412.9 26641 27770.4 28411.9 25139.8 17353.8 13082 34874 31932.4 16269.6 22812.2 28812.8 35924.4 21079.5 36406.2 23662.7 26689.5 28797.8 16642.1 29888 20941.1 26228.6 32762.6 38144 23405.3 19641.4 15416.2 14776.2 38459.9 25682.4 21205.7 27995.7 21989.1
4787.4 2369.8 2136.3 2543.9 673.8 740.6 13960.5 1290.4 3205.8 3457.5 2795.6 13242.7 4286.7 6591.7 2927.1 1137.5 4327.7 623.1 1439.3 2253.6 4709.8 5377.9 4392.2 1805.5 5762.8 1648.4 1368 1240.4 32507.3 7102.1 1400.5 3057.9 2672.8 1909.9 3638.5 1013.5 386.1 3795.8 2858.2 769.3 2950.1 2209.9 2223.2 3128.3 5466 845.5 1821.4 290.9 5471.3 6571.3 2637.9 11446.1 11633.8 4151.1 309.7 30687.9 3419.4 2896.9 2575.2 2410.5 2260.8 5803.7 12198.7 13264.5 1038.4 27827.3 2968 7439.3 13927 6379.8 10465.7 15021.8 8001.1 3910.4 10194.9 9745.2 13934.2 10875.3 5918.1 10071.5 7500.1 23789.6 2998.3 4169.1 560.7 1596 1965.9 1398.5 2494.2 3929.3 462.6 296.2 536 1117.3 3582.5 4233.9 24785 16428 1631 603 9890.4 356.4 959.5 3182.3 9424 9563.5 470.9 27406.6 14421.3 2730.1 2277.2 2025.2 23757.5 4526.3 9370.5 762.2 17148.1 4048.6 16517.8 1067.8 1003.6 4418.4 40668.9 9670.3 9389 3155.7 28643.2 24514.6 27291.2 13005.6 1096.2 2501.6 3619.5 7526.7 11964 40475.3 12530.6 13459.5 8164.3 7813 2220.2 5385 1199.8 1380.1 20027.1 830.5 2667.8 1812.4 1295.5 4680 2176.8 1468.3 1403.1 5800.1 6399.4 5794.2 5904.1
25432.8 29237.8 19594.7 23529.9 18279.4 21728.7 17344.2 26568.3 37428.3 40802.1 22496.8 20583.3 33059.9 25743.4 27235 16572.8 19025.6 17533.3 22751.2 25318.3 16207.7 20733.8 24160.4 15171.7 17452.5 19193.7 22805.6 15243.5 13399.8 26935 25724.6 20561.5 34012.8 23296.7 23570.8 21431 13289.2 24905 30363.2 16974.4 22504.7 15789.4 18835.7 22244 23046.7 22559.5 10129.5 9915.5 18758.2 13733 32891.9 29472.3 20017.5 33415.8 25850.3 12590.8 19547.5 18581.6 22551.6 24567.1 20857.8 13953.7 25356.8 33343.5 29540.6 21663.3 19708 20237.7 37355.4 22880.9 25551.8 32102.7 30512.8 15378.2 23062.2 27013.6 62941 53517.6 31534.2 28026.5 29958.2 25430.7 23675 30609.6 24190.1 28465 29959 29940.1 26633.5 32049.2 22916.2 23710.3 27254.8 30784.6 28472 18431.6 30202.3 30398.5 27803.7 20171.6 22312.4 20392.9 20517.4 28663.4 42166.5 28313.3 22098.9 20623.1 28556.7 37217.6 20086.3 28502.2 19332.3 22491.3 36945.8 48803.5 52695.7 23670.2 30678.9 39570.4 21406.5 24744.8 28550.9 27564.1 30789.9 21255.9 32214.5 33709.6 27641.7 24514.1 26117.4 30187.2 30174 20659.5 29996.5 37804.7 31893.8 19092.9 38018.7 30231 27882.4 19861.4 27407.1 28361.3 16776.6 31596 31387.8 32088.9 33908.5 34960.3 18680.8 27239.3 21551.1 20446.6 16483.4 25998.6 24834.6
