"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60"
21050 2767 26632 16462 36049 27319 34839 43278 18524 11741 19821 16753 20209 14286 14913 18060 18185 14757 12082 40054 34234 16501 24280 20689 8947 12847 45704 25491 28331 21571 18585 16886 14493 23142 1863 26010 40906 32428 33130 30674 38844 37417 31987 23026 36431 16457 23462 45913 18563 22667 18727 13598 22233 32016 22531 18676 19054 18299 25858 27214
-7700 -14541 -13959 -19267 -38686 -8528 -12378 -25089 -10051 -7070 -12917 -6965 -17186 -11950 -9001 -6355 -13578 -9139 -11556 -24037 -15751 -6361 -15911 -14644 -13086 -29143 -18520 -18517 -41885 -28858 -38096 -14720 -11953 -8140 -7484 -9672 -34003 -37442 -13322 -13554 -35226 -8896 -31191 -16345 -12275 -13825 -14983 -31526 -18268 -17922 -13003 -13638 -9165 -12678 -13090 -10142 -7331 -15309 -40996 -19520
-3411 -4519 -5362 -4977 -55360 -6063 -5583 -8618 -3051 -3680 -5862 -2456 -7424 -2595 -2654 -1761 -4646 -6169 -4309 -12685 -7453 -2312 -4541 -7787 -3108 -9815 -5055 -6838 -12628 -14645 -14739 -6502 -3041 -3298 -3515 -4160 -36682 -36821 -4606 -21476 -14196 -3871 -11728 -7357 -4638 -4274 -7096 -11413 -7024 -8402 -4896 -3435 -4095 -4282 -5446 -4328 -1821 -4595 -1539 -27996
14846 27082 21850 20914 41761 18534 18183 19826 11586 16711 14935 8854 30288 9582 17118 20003 11103 51877 15897 18548 27059 11094 20233 16594 32204 24242 33628 28928 27130 25889 34949 9477 18739 19609 13880 24371 37338 30131 27517 41453 22645 21433 25434 18196 29903 10264 17315 27242 20158 22124 11570 8762 15366 23181 17468 13097 12463 15213 22830 44235
3985 1936 50029 2714 11698 4854 6493 11878 13 230 789 15823 6420 5315 1607 1412 801 323 -150 9579 15970 392 1586 9118 1232 1080 4688 21596 1227 3451 3893 235 17033 9225 14048 2759 6838 4736 29893 3896 556 14435 14229 1317 9011 4396 9368 5901 2024 29148 3210 5294 2785 709 641 6698 1022 2075 2192 340
3859 7888 8730 2183 13280 14971 6240 17692 14194 2787 8160 12850 1878 4034 8599 464 7798 11643 1503 11461 22737 11311 5667 11159 1737 16534 4770 26109 9410 3189 21565 10458 2656 18077 9374 3397 6182 46588 12271 8827 8551 8024 32877 21949 11924 22424 10899 9577 7708 8837 7031 8573 5166 4689 10748 7511 1949 2656 35658 11219
-365 2619 -483 -224 50689 -230 732 -2898 1169 -421 236 1280 -170 4954 347 -304 353 176 -77 -1420 130 1070 675 116 2684 -1258 -317 -1034 -87 -1237 -2564 2096 711 -242 927 2657 16811 18670 1262 10727 -2084 537 1216 -1775 850 3027 -258 2561 -477 3953 3228 5029 311 147 394 685 554 563 25106 20884
7530 9641 11634 6749 13223 484 8482 16884 14246 2286 4413 8055 3404 14529 424 2490 11818 459 2027 1692 2226 16013 23192 3972 10285 721 28241 37547 4346 17884 835 8714 2530 6544 23165 4446 1820 17320 3170 2190 957 7645 514 6350 7592 15997 3953 9135 4958 6572 12117 13880 2315 22108 1356 5829 16642 3634 8534 32312
20738 31437 27912 29712 21319 27700 29453 28816 14698 22936 20933 15428 45915 14027 22394 28109 15469 37735 22780 27094 29125 14342 26757 30694 29272 48271 18451 25761 23716 38279 41895 11363 23715 20691 43727 35791 18949 21621 30998 38634 26858 30484 34945 28445 29823 16072 27002 27433 30265 28276 16260 11667 23767 26096 26227 18664 17034 21710 30189 29122
15482 5576 20295 11534 30164 22875 26936 30101 18282 7669 14757 16435 15369 17762 8741 10754 14624 15765 11319 32625 24957 17226 18210 20897 30946 8957 35933 29119 23480 20975 18801 14006 12704 18299 2618 17964 42197 24681 27229 18442 42897 25836 25795 18021 27047 19236 17392 33441 17244 20480 20322 15465 15124 26311 19761 13747 13855 16819 20079 21802
2126 12767 998 1413 514 246 5258 7688 8559 29 3344 246 122 16873 12115 4035 12994 34820 14154 7097 10150 6520 2772 4376 15638 645 24705 14852 14179 5008 18459 14184 6531 5208 2223 115 33612 20825 5527 13927 9746 6717 4849 4576 992 12903 4074 14835 2543 9134 14548 11879 3103 15474 3056 11116 8613 13662 25685 15310
12157 14358 21393 17187 33488 12782 18707 24932 14245 7483 16682 10133 16008 13167 11004 9706 15299 10387 12860 29558 15674 18761 20571 17256 19406 5877 18441 17658 37501 25304 31738 14609 16486 10604 8459 12307 43754 24732 16778 19051 30215 19622 29728 16907 17529 12802 18832 37097 20828 21769 16868 10505 14073 17782 11299 14875 11034 19917 25376 22063
14549 24762 16586 12198 25201 17746 25577 27126 14665 7601 13308 13791 7185 14306 15983 8321 13678 16354 15655 16136 23163 15317 16855 7837 35732 10838 41722 23970 14930 8912 6747 14342 16740 19047 16644 9570 22369 39445 12722 26184 27690 25380 22314 17229 24724 14275 13793 33584 10206 20083 17680 11972 15607 25441 13113 13073 15943 16158 29145 24886
2318 7901 4732 7598 46572 3439 4985 7860 2907 13363 9562 6999 3711 9692 2450 5672 5312 1360 8661 5418 6210 4591 3999 5525 6186 7377 2901 1599 5766 2278 6431 9240 13489 4468 11559 5177 18187 28647 6407 23092 5707 6408 6820 2034 6786 7860 11196 2961 7797 5369 4545 3956 4928 3066 5178 4407 10204 5400 12916 28393
8238 22000 13631 6620 14812 15063 14720 18484 11450 2916 9230 8700 18041 13382 10934 8150 11708 5245 3188 22161 11612 16034 18007 19827 32667 8670 25474 22388 7733 15595 16137 10645 8319 18362 8048 4190 13137 41005 12655 4558 9915 27270 17665 17822 27757 12624 19366 15512 6931 15576 15315 9884 14556 17655 14151 8244 10025 13639 13364 33692
15142 605 18412 10990 28328 23022 24101 31235 15765 7740 15171 14071 17463 13614 14712 12735 15267 8908 9666 30045 23098 8996 21012 16267 651 7380 30540 10091 15127 16016 15942 12980 13500 18070 880 19987 17827 21009 23442 24347 27376 25071 28335 15873 31207 14365 18493 27830 11144 12281 15104 11523 17027 25578 14768 14265 16386 14310 21310 19527
12684 78 8450 13153 17532 14839 10773 10446 18862 17768 14827 18134 15965 20634 19133 19986 19765 36493 27918 11831 13776 9684 21538 11062 42405 16070 24129 17773 14003 15914 16011 21655 23470 18926 2665 15401 12015 9440 14320 25441 13451 9125 9974 7716 27234 18339 12413 13054 10814 20936 22957 16677 14385 25334 9441 15766 20423 20558 29147 16502
11930 6262 20362 12843 18428 17387 14527 17843 9631 11015 12331 11348 30871 13530 13924 14494 9994 12492 8876 34589 25886 10158 15114 18737 28295 25208 18110 22869 35615 19335 34633 12445 11391 12422 2336 19464 12873 21588 22831 19234 30370 14259 24354 15035 24728 12303 12138 26887 17952 18242 10377 10950 12859 17209 14185 12900 12570 13670 18461 25784
2761 -1327 39 -278 -13744 1410 -250 466 1457 190 -1076 1569 -4124 -600 719 -809 374 -1458 -3772 -803 3578 2040 -751 -43 -917 -378 -1777 5609 -1594 -7256 7514 -249 -942 7397 -1542 -2625 -37762 -19291 3867 -9470 -2336 -205 8095 12914 213 8788 3783 12382 2395 -931 -1569 186 1056 247 986 651 -680 793 -3613 -10533
13773 12836 15115 12841 24000 25966 20201 21067 18241 10918 19187 17243 17479 11862 13393 12798 16005 29170 15554 31067 13332 18963 26402 13089 36973 12291 23009 20086 23497 17546 28722 15673 13799 10795 3237 16215 18801 21127 23504 22608 21219 10314 28172 10940 31471 16867 9554 15593 8903 26245 15236 12996 24292 18107 6837 22581 19876 21144 30352 35221
1294 1830 10400 8013 4905 3378 15124 25522 4923 4512 5066 2994 17636 13273 3205 4560 8543 6848 3143 33866 15810 5038 6688 6945 7167 7720 12573 13477 25574 15796 20861 8069 6625 3815 3350 6489 15784 7293 17683 9260 14326 8253 25786 6772 21541 4436 7013 16943 9783 16468 2452 8934 9610 14402 4257 11393 4679 12928 12884 7075
2324 4373 9728 5781 7491 4342 9254 14029 5172 1966 3672 7712 7624 17424 7283 3398 11370 7562 6258 22948 8480 12009 5467 4912 12877 8419 20298 14515 29169 5498 22668 8879 4286 8161 1127 4673 25883 8501 15073 7954 16512 6256 20248 5454 13648 8747 5270 19219 3003 10405 10717 8612 3965 14425 3254 5730 6621 12858 31291 9502
16770 12616 29729 20654 17881 21164 28443 29913 15449 15371 16397 12808 8823 14639 17309 19234 15202 7723 17952 35344 17000 14322 17475 14839 1360 27783 14695 9710 26380 20751 20461 15202 16206 12924 10764 22293 9856 16415 24998 10923 36561 11654 28847 19642 11362 15074 16968 12253 25144 18039 13088 12177 16161 16841 11371 15213 15314 15579 20676 13128
19750 17626 14096 26449 20480 23011 14356 11972 20836 20064 20991 17553 16607 19091 21035 27874 20196 37316 26121 5947 12521 19407 20409 24292 16946 19137 10098 10510 7898 18450 11954 19784 23993 24724 10592 20969 6150 9322 8433 20877 8222 15406 9314 23888 10030 19340 27459 9616 22381 9961 19870 18364 21250 11487 29950 20276 20825 20081 17047 19401
1733 3206 4505 3142 7231 719 6646 6967 6728 1647 5875 6019 2528 15590 2236 2220 6821 7830 5794 13548 2619 9814 7218 2907 22469 1856 17874 4781 17665 4245 20945 5981 3768 3913 1514 5077 23502 5918 9153 6057 4077 3368 10389 4196 8082 8841 3350 11097 2481 9733 12992 7333 3541 8986 3518 3254 3964 13489 34851 4569
2429 32940 2877 3609 1563 2385 3562 1952 17446 7341 6420 14699 2858 15626 17456 5313 11839 8769 14955 1914 1722 14803 5107 2418 9215 7103 2815 1791 1496 2175 3000 17769 14762 3115 12275 2327 1577 2565 2022 7203 952 4478 2275 3181 3098 13906 2368 1360 1628 3743 13011 14795 4450 2551 2058 12522 14752 12371 11230 5656
21945 4193 4707 6768 8419 16372 1795 11328 14582 4573 19286 12147 1062 11588 1173 4395 6015 3963 14373 2869 7338 9595 10485 21627 8959 1347 10533 14453 4088 4833 3809 3628 4362 23271 2802 4028 1725 5659 3002 3420 2002 1551 2009 18011 3206 17829 20521 12533 2199 2119 20026 13378 2682 10038 7364 9353 4816 3005 3081 4328
1447 6981 1477 1409 9855 374 5640 4361 5900 663 1657 1266 1308 15638 1815 3509 1832 1334 447 1604 10360 12929 20048 1010 3111 3960 8019 22271 1260 4738 3363 13316 8828 4601 8686 825 921 11519 9220 16970 2718 13349 2542 306 1285 19489 5865 9890 10110 19183 9778 16300 6199 4157 1108 22127 6399 3806 8640 8304
1125 5464 2981 2884 406 2454 8739 8738 1628 2534 1327 2764 3950 16334 1594 2015 5342 4425 5095 13601 938 15046 4121 1301 8102 254 17599 12861 14990 3914 9873 3565 2182 2527 2861 3078 20643 1483 20138 3205 6036 5924 28628 1853 13376 3876 2355 7362 2652 9959 3333 3962 2515 8611 1177 3168 3427 6385 15497 5094
4906 25161 7130 6689 15174 9991 9765 9882 10871 2774 6687 12021 2552 18687 11226 5684 11333 9179 10008 9053 5893 15354 8552 3164 26010 4570 21833 10324 12957 3819 19489 14627 6909 10592 4462 5438 14461 20020 12962 10806 12957 6545 14100 5613 11866 13040 4626 11086 4460 13605 15641 14517 10071 10156 3324 7737 9434 9040 31577 12573
4574 7239 2471 5945 8445 7027 7176 8534 6353 4839 2458 1984 11498 15008 6010 6683 6939 3994 7292 17592 16736 5861 7071 9239 17830 16636 18136 18149 25968 10981 22400 7975 4327 4944 9746 6889 20283 11854 14875 4057 14176 4499 18790 6565 19552 7155 5638 16688 7171 18492 4766 7839 4760 14962 2808 10905 7573 6067 12806 5642
18592 17586 27262 28342 9766 22308 18072 16793 21273 23518 23286 18582 19900 18913 20260 29042 21694 17772 15249 10143 12867 21203 15490 27239 13194 18006 9577 17512 9465 23257 10987 20361 24864 27718 12584 23689 6510 11091 10579 16175 8861 15204 8646 26547 10948 18437 25779 14291 26588 17218 22136 16290 20874 16709 25409 21570 21952 21420 17150 16007
9728 30676 6267 10828 7568 9105 7201 7088 19582 9680 8582 14334 8687 17661 21474 8987 17907 7250 8524 6250 6166 17047 11898 10273 8483 6093 4708 4502 3288 6998 8228 17528 16964 8345 24108 8338 3324 6413 7315 22208 5301 9367 9229 7124 8221 14787 9440 4322 8453 13923 11316 17396 9404 6514 8387 17547 20953 11629 18685 11589
6883 6419 17420 15811 6290 16025 23966 21708 10158 12055 12237 6688 22738 16874 5041 9103 9055 3674 6424 14955 5801 16100 14498 14238 10381 2758 13601 18885 19008 13852 9179 12330 6480 12283 19098 12674 12333 3982 22884 6250 10152 14004 26691 8341 17898 9530 9186 11005 12553 27254 8141 15041 18534 13214 10176 13931 8490 12520 9845 5068
14533 25774 15874 10260 21370 12946 18804 21718 14271 9786 13604 12965 12129 12918 14341 7629 13597 23269 13848 14063 17613 12834 17504 11976 33940 11175 32184 21662 17610 12800 17965 12348 12641 16573 19599 11586 21564 24656 14179 12830 24827 19969 18142 14194 19558 12749 12741 27072 7343 21588 15646 10882 13920 23979 7657 12482 14355 15778 20706 15066
6935 1056 5020 5046 39188 4720 2990 15505 5254 1693 3970 4591 764 4058 1823 3377 4836 1328 669 5672 8096 2374 12565 4127 3570 4799 3493 10073 10139 3895 6715 2718 7377 8089 1064 5990 2688 18217 6549 7162 3081 2408 3110 10406 4825 7248 3861 10081 2787 3803 4116 6079 4002 11557 3891 5474 2019 2910 5659 7825
14652 13240 22412 16415 26218 17613 27244 20742 12890 17780 14655 12056 5192 12817 10344 16195 13134 12016 16050 21929 22494 11609 14777 12037 17042 21384 16912 17556 28205 14676 24549 12518 15061 14459 7343 13834 12079 17287 19815 14101 36866 12110 23578 16611 13921 11983 12596 23841 14941 17888 10392 9466 14529 17027 14674 12919 9165 13863 17021 24546
10045 4822 9859 10981 5204 9029 7143 7450 10724 12327 10240 11176 21262 12603 13189 11383 11668 42068 17799 6885 7770 12100 11724 13692 22605 13880 19891 15258 7925 5650 9579 11716 11088 12367 5891 12635 6426 4384 10731 6882 12111 6464 11994 12663 13753 10872 12986 9781 7113 10379 13766 10324 7050 16486 10638 9790 11642 13545 18233 10447
842 1981 2509 2123 15574 1199 972 4451 2160 569 2228 1388 839 2480 1058 1069 1324 1646 2311 1339 1764 784 757 1346 1453 2867 1591 1586 2460 2471 4314 3398 1992 1527 2567 630 21374 34306 2420 5366 1252 1315 3169 2405 1367 1245 1116 2413 2237 571 4006 1002 1006 1046 1014 1002 713 1221 490 15145
13670 23545 21314 18501 10974 19525 23142 16505 11045 17327 12390 11399 29347 12413 16353 20528 12831 22050 15839 14645 14348 12895 14311 23598 14978 14554 14040 14119 10583 20599 14187 12245 17809 15837 40670 24930 6044 11343 12084 18766 9939 21480 16823 17133 14910 11817 16133 10686 20811 16930 13578 11530 15427 15580 21859 12754 14785 12892 15941 20214
2189 -201 1049 3979 -19 -33 -22 2069 -169 487 -202 6444 1345 826 -89 -26 -18 -118 -178 133 59 -81 -216 403 25 11633 442 29234 76 -467 346 -327 -214 50 -35 6090 -741 -8 221 -81 87 3814 -24 -66 560 -80 46 918 68 1730 -28 -152 58 20416 -47 -76 -47 19804 1100 -175
6969 2755 6265 7246 7199 5647 5760 14254 5007 2652 5125 8309 16056 14475 2528 835 8606 3344 885 15495 3783 10770 3452 11240 1538 21051 11647 6938 7223 816 11087 2992 783 10059 3448 7083 4224 3252 6381 3227 8261 12624 9165 14895 10525 2663 11698 5996 656 17931 9592 5638 4192 22018 10464 2467 1286 14799 16865 3027
2985 19623 5688 6560 2795 4558 4450 3854 17664 7560 9761 13744 2746 12984 16420 8335 14686 13457 20961 2446 3922 15171 10412 3185 18076 10870 4351 3058 4203 4545 5359 16505 16820 4257 6901 6120 3779 3420 4093 8542 2984 5952 4783 5524 5406 15034 4377 4386 6615 5882 15624 14092 8153 6579 3397 10702 16268 14286 15226 7706
5328 2366 9799 2757 13217 822 313 3837 3554 1252 1580 5859 769 575 3804 95 4979 823 1050 1096 2297 1137 1907 741 669 12392 1136 569 591 527 9511 2223 2184 815 22727 1169 -1122 6606 1478 579 10805 26016 230 760 889 5089 1258 3740 2982 14589 1772 4594 1172 662 -177 1538 9029 642 3632 610
12709 313 10686 9145 1251 3023 692 2989 1814 17215 2173 11469 13816 1486 789 996 2128 488 27 2034 2738 6864 1618 10760 516 -705 1686 3291 827 -505 1003 -14 526 7180 3158 6293 -2498 955 2839 -1464 696 2014 3454 10847 1839 3961 11753 3877 4443 503 4937 1185 4835 3307 22975 665 546 14953 -2756 -1086
412 1159 532 794 29694 822 952 513 523 338 565 468 1489 1899 518 529 428 450 578 2630 1462 -314 952 1465 921 721 1060 1247 2817 2115 1171 918 887 656 -148 1012 13529 11619 1764 5072 3100 1360 2110 1010 1455 626 732 2220 917 697 782 113 1187 620 930 905 474 785 8640 23314
90 -657 -272 601 -24541 -301 -437 -369 -37 253 -441 -358 -42 -314 -329 -27 -216 -485 -1327 -257 -500 -318 43 223 -293 -610 -592 597 241 7 -1203 -855 526 -376 -109 208 -7579 -21160 178 -18515 -135 -85 259 -297 2373 -163 -174 -817 -408 -239 -821 -270 -146 -347 170 3 -200 -309 -2411 -14310
17894 11911 12455 18998 2776 14580 10102 11033 16193 23506 19952 15746 14015 13600 17487 23102 15021 25213 21001 8228 10914 16491 21426 16592 19093 21187 8447 8006 8287 13928 8838 15635 16089 18741 14729 21332 5367 5424 12599 15805 9804 19815 11804 24416 13159 15154 20466 10725 18086 9623 15846 13727 17576 18693 23408 18922 15867 17396 11888 11450
14561 18704 8776 18245 4092 14822 6593 5706 15364 22274 16744 15501 9329 14802 20699 15568 15920 7371 10468 6966 6912 15330 16089 7526 7374 12129 5275 8172 3529 13366 5848 14907 13596 7359 23509 14324 3387 2380 9458 7314 6810 14178 5276 6931 7483 13147 8134 5688 11185 10955 9300 14987 13425 5825 8116 13902 17229 12065 4037 7921
6284 10992 7181 3020 7466 6449 4821 5726 12380 6741 4712 14383 7078 16517 8530 3275 11330 22674 10857 8436 4626 7758 5097 4748 25632 5543 14885 6853 7552 3113 8097 13832 6457 5929 5237 5251 8585 8987 8772 7875 4029 5159 7933 4427 8213 12697 4516 8132 4426 7474 15211 13390 7380 13989 3583 9941 11916 12420 25315 9585
4881 1208 22580 1229 7250 3278 4015 5890 62 608 400 9422 2690 5787 1077 724 1256 274 -35 4576 18968 941 867 4599 1110 654 9318 15279 701 1484 4813 656 9140 4952 4110 2149 5748 3370 15663 1491 1170 9616 12577 1190 6706 5152 6801 7598 639 14572 4724 5757 2728 115 267 2952 959 4930 2616 257
444 5347 4980 2833 1480 1922 4948 3710 1864 2520 1036 5338 4331 24590 2884 1463 9643 2850 1500 5404 5417 12150 2264 1740 8093 14090 10052 3314 7032 1579 7971 3141 1354 2180 822 3062 7950 11309 3765 2990 10481 3385 4185 3870 5617 5060 1988 9171 642 10587 8072 9196 2024 14929 1794 2349 1875 20638 15278 4761
3369 4220 21112 801 13312 3660 3589 6125 33 470 59 13906 3988 7699 2268 429 1946 459 -36 5316 10174 1199 353 4232 2158 177 6440 10600 -559 1313 3751 1392 14449 5658 12741 1915 7802 5172 13047 3499 -328 6978 6621 235 6975 6788 5408 3841 -85 18688 4672 7203 2079 -142 -195 5210 1512 4793 2434 676
7004 22156 16080 14402 4511 9723 6777 5424 15684 18128 12927 12559 11961 14415 16959 15501 13856 7995 13577 4428 2516 12180 12315 7437 10998 10781 3454 4735 3650 16278 3384 16505 16060 6628 18389 10853 4213 5248 5625 17010 3385 15170 7736 7716 8538 15288 7066 2074 13845 10602 10445 12725 10489 6753 10891 13142 18038 13571 9653 13557
974 1503 483 216 635 724 510 1559 6931 147 7761 320 823 1246 3221 6234 860 3064 4478 8524 6465 243 5686 1184 3549 568 11044 1254 1721 10567 3688 11972 4475 1256 1651 392 5462 4200 1275 3075 754 409 3634 1295 20831 4850 1652 23144 7684 13917 2461 6616 3514 895 1144 14637 3826 622 1811 4936
12219 14349 17351 11482 21217 13991 6999 9849 10946 16852 9613 12502 20473 17007 10554 8358 11300 1262 11761 15417 11053 8314 11479 15071 161 15403 19885 6071 14272 19585 12416 10760 10243 14007 6705 19589 19140 15845 13021 10988 19086 17578 18227 8116 21860 14426 12353 9249 6924 17315 16810 13105 12377 18317 7732 4608 13916 19440 16164 15069
2125 24806 6524 9987 2732 8006 6564 2116 11360 15175 10723 12110 7483 13791 13045 14869 12983 3778 8465 6039 6302 16833 4918 7109 6324 5813 5605 3863 1507 6383 4187 14206 14906 4042 15446 7601 2837 2322 7331 5456 2065 13194 5323 3419 10111 9256 5981 2530 6302 12751 7216 14423 10745 3324 9347 11194 15920 9264 4745 6973
11127 20280 6913 15219 4238 10806 8690 5347 15278 18254 15974 15615 9348 13233 17946 11066 16436 9688 13396 3585 5476 14485 13562 13839 7596 11588 5363 7278 2861 10841 3694 17958 14783 9756 18115 9660 2117 2925 5100 7924 3555 9432 5955 15389 4529 10706 12678 3412 10299 12279 15898 13691 12334 4583 11036 13494 14325 11026 5011 9248
15815 10982 9484 14194 4073 14425 9525 9644 16777 18460 18849 19297 12747 14634 18916 18449 22381 12917 22994 6427 9235 16162 11188 10819 10344 13486 12858 12547 5941 12075 7356 22181 15274 12994 14514 10416 6881 5466 9095 10387 6423 11315 6935 12404 7479 16354 13728 9003 14587 7597 20268 14001 17949 13399 15647 20135 16046 17287 6964 6884
12719 13964 9122 8717 1289 9614 9716 3985 12485 20987 13510 12438 7534 12289 10453 14109 16330 6695 9365 4830 4967 14249 8337 8038 6340 5161 3670 3472 1490 7469 3799 16843 13320 7654 15896 7190 1005 2012 4326 7646 2553 6586 5194 10139 6241 10812 5907 3729 9934 6349 8842 17066 13593 5519 11120 14228 16575 9801 3413 5497
5349 2113 3381 2667 3348 1971 3201 13006 2899 1094 3187 5479 6582 14933 3367 1284 12400 1403 2275 11923 4819 5136 1405 2562 3876 7720 14040 9432 8966 1553 6946 2418 1747 2568 775 3025 5695 3387 2255 1534 5373 2086 3431 4748 6807 5403 2029 19084 539 15191 4738 6136 1809 12419 1714 1725 2473 10680 18670 1238
12570 26182 9331 14976 3996 10262 10211 7028 18377 16161 14906 15656 8093 14327 13657 15694 13380 10837 18791 4548 9212 14209 13931 9830 13304 9885 6430 7188 5113 10017 5228 17728 17830 6881 16495 17410 5229 4351 8356 13383 6520 17754 7375 11253 8028 12861 7172 5495 13367 8391 14750 14547 12735 9161 9863 12501 17822 15084 10849 6834
2107 6657 4976 2271 8775 7304 9683 13573 8333 728 6460 6903 7645 15417 9594 3346 11885 12198 8419 18114 4984 12135 6633 5462 11208 9595 13434 11814 13307 8114 19610 12985 7119 4976 2513 5544 12185 11276 14510 8754 13151 8894 15934 5397 12093 12952 5078 12357 3958 13864 10612 10742 6812 7912 3788 10480 9624 11605 25937 8713
13818 8198 5613 11826 3552 8248 3463 3690 9866 12808 6415 13613 3993 11251 10080 10760 16536 8053 7090 2531 5867 13263 5953 7655 6600 1166 4882 2862 2400 3573 2879 10861 7112 17911 7613 13337 825 3236 5844 8052 3032 6530 3354 9861 5945 8484 11935 5761 6381 4934 13991 13210 9872 5964 24241 9927 4560 12322 1759 4173
7973 8437 11277 13976 1270 10417 9194 6263 15336 18934 18576 15177 7595 14390 11939 18381 16810 7079 9165 6896 4295 13133 11372 9832 10295 10457 6280 8269 3869 11008 3100 16711 11954 17378 10799 10541 2201 3076 6901 6373 3642 10111 4440 11459 6972 12257 11092 4720 11227 10366 13879 14939 14474 8441 13624 16510 16046 7089 3332 4652
15249 1629 22192 10329 12848 20279 26603 13844 11607 14255 12015 11845 6311 12776 12675 18405 10757 8890 14162 23159 14345 8194 12461 10398 10129 15997 12462 6733 8994 14250 14108 9965 9920 12821 2681 16550 6997 19660 16260 11815 18355 9586 15394 13847 7728 11829 8943 9412 17158 9230 7448 9821 15077 16378 10091 11419 12637 11579 12041 11933
