"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62"
6.266880105 5.697748833 9.616367943 5.715528156 5.700550176 5.299637664 6.114237874 5.933229167 6.633305964 6.152669851 6.166299084 12.33639463 12.92443774 6.033107514 6.250608948 5.525538003 12.36925908 5.894860987 6.765133884 5.98129766 7.504054628 13.53177479 13.68306399 7.741113284 6.583872772 13.27834747 6.506449718 6.354554363 7.126647229 6.371163681 6.286061838 6.397774033 7.124289293 6.889048727 5.975677599 6.256975213 6.265813923 6.620752515 5.90299711 13.49602586 7.491742158 6.256420628 6.540327358 5.969802899 8.627311659 10.08179484 13.49570431 6.390392387 5.925333441 6.965919454 9.525895158 6.924236151 6.433660073 7.263643898 5.977612448 7.684089564 5.988060351 6.401688318 11.72328824 13.52882984 8.813446458 14.37466767
6.761263856 10.57101713 6.657892868 11.99097915 10.73093621 9.917175439 5.823529129 10.18776674 7.505218964 6.229981575 8.521378898 6.51317341 14.23010319 11.12906365 9.067406278 6.079369227 5.440048281 6.768864142 11.02178854 5.894066828 12.69443309 13.44048418 12.8250517 12.22887232 11.57330611 13.62425803 10.0976723 9.685832827 10.89616688 6.593042152 7.042520905 11.90131296 7.914858389 8.228121061 10.50750578 8.385279083 11.43943055 6.523175012 7.02536727 10.75914718 11.35864045 5.624624978 8.117365417 7.47317657 12.29222213 7.749602089 7.78728575 7.988126787 11.44067154 13.50181163 11.11990517 12.07361396 11.56243708 8.152071862 5.776472798 5.963356011 6.276419199 9.94872553 13.7737369 13.49767019 13.09377259 5.834271534
7.413129726 4.298746703 8.831995373 4.401078194 4.451293028 3.885261458 5.119716238 9.186839665 4.979697924 5.984117895 4.725659943 4.453889627 4.200488424 5.271322892 5.087960162 4.468775771 6.745170481 4.473529436 4.829514912 3.995783881 6.255171428 6.668621674 4.438497201 4.126031137 4.315041411 4.151054527 8.015862266 4.671539607 4.455221705 10.95844812 12.19161965 11.0281201 8.307146544 4.525765615 9.835712362 10.39149955 11.50176127 6.618311632 4.612694658 4.287473081 10.22926741 6.705040581 10.47213739 4.42975803 4.120169391 11.37172068 4.112138242 10.81668735 8.312604055 5.290976492 6.853650921 9.388158396 4.892667504 11.53588492 11.16284448 7.89736996 8.517698947 10.66761018 4.61099274 5.64761953 4.656041306 4.414555885
11.26935879 13.2590953 8.609240085 10.30057656 10.57559478 10.80366369 12.71350167 11.96870055 12.3041844 11.51294795 12.35370813 12.14204762 11.90786871 13.44516814 12.97276731 12.28180887 11.33331567 11.91064557 12.57966462 11.63686803 6.467085921 6.944831273 6.412738355 12.36483376 12.00421778 6.351887483 6.878093145 6.781147905 11.17234647 11.13269833 8.239938796 6.780898409 6.442468236 12.14153617 6.23629211 6.792401316 11.49846834 6.640295283 7.134816882 6.194809608 6.379008687 6.471359681 6.552351015 10.08621815 6.399125445 9.414568383 6.388517112 6.505158642 6.02299243 6.772993451 6.274370502 6.314239532 6.05019162 10.77470644 6.571769081 6.60322031 7.33527899 9.558077825 11.83355185 6.771216012 6.259823369 6.672657639
10.59243876 5.397527484 4.94357801 5.028500535 10.11362703 5.831928411 5.71752505 5.483546284 10.25501286 4.877925821 7.342593836 9.382278858 5.195488606 6.017316608 11.59566492 8.544944999 4.988651017 11.12933176 10.94642286 5.113952024 11.9348136 11.12200465 10.76949703 10.4876905 5.237006449 10.40592985 11.41976135 11.07099787 10.54581004 10.0570548 5.650035523 5.715508336 5.149147721 11.28708498 10.305103 11.5781107 5.495179028 11.17522137 11.00347146 5.171785284 5.639149766 11.7552075 6.32810849 5.194880314 11.06840301 9.318337198 10.61589471 11.38570418 9.004446999 11.82409616 8.632263291 11.09122202 10.15162602 7.627017233 7.450684721 8.851591428 5.314138858 11.32036132 7.379546603 10.29024852 5.43619998 8.952060238
12.91803852 5.535891309 12.6721628 10.69127079 11.28211936 11.46104531 12.51365522 12.43392369 12.23042812 11.28446795 10.72315382 9.970967821 5.28761172 8.413872532 5.590577616 11.24725836 10.54156026 6.444972809 10.40774327 10.82374544 12.11003395 11.87684243 5.917257677 5.53945937 8.284727435 5.732076219 11.82858031 11.90124077 12.41694882 12.15263347 12.78785106 12.56725117 11.98435053 5.497426964 12.16650848 12.42818607 11.72049862 12.27117295 11.50286094 7.285839656 12.72034278 11.01695679 12.57073359 5.763991961 11.25866292 12.12623229 5.036212625 12.54170144 11.604779 11.62311149 10.73484072 11.84989282 11.8360426 12.76936994 12.55802629 12.33351664 11.65826859 12.03421927 7.22895205 9.931415518 4.997307322 10.78042113
13.80780156 5.777683574 13.45014248 13.22900001 11.28684296 13.53080718 14.0483884 14.27653569 13.5166393 12.54747523 12.2238196 12.41854339 7.066776989 12.97663733 13.07672216 14.13703651 14.01353184 12.45073368 8.005389356 8.085579855 13.09610011 13.07416299 6.07841109 9.948578145 14.34857185 7.126401358 11.80317547 14.26987834 14.42158292 12.9557898 14.16427597 14.2809873 14.21337591 11.15925848 13.8975648 13.38475288 14.29630116 14.17463363 10.46625077 6.434079885 13.93143425 13.18767998 13.672064 6.30953806 13.3114448 14.3930579 6.62755557 14.28029555 12.55712945 12.38590054 13.93566799 13.43951666 14.16049878 14.35653816 13.61361991 9.818508055 13.45216573 13.8940217 13.25688286 14.31043354 10.75464097 9.697664258
10.64711766 10.25330915 5.092483834 11.09190929 11.11562663 12.26504583 11.41514429 11.86944884 5.743141026 5.246762502 6.605563625 7.604805963 5.702928078 8.536733683 5.795908009 12.8779341 4.88792495 12.65252434 9.482281778 10.28552961 5.179686786 7.200304022 4.801203714 5.523053067 8.579212898 4.946061059 10.12061065 7.38229584 8.693962408 4.819687755 4.962489737 5.012807878 5.888123215 6.640766983 7.229143134 4.986990705 7.553268766 9.436051259 4.638583397 7.604249626 5.176605529 9.724932245 5.394766632 4.642728415 11.43918828 4.987212567 4.953786814 4.864802053 6.254491279 11.17581494 7.308917609 7.455325487 10.05012975 6.870539767 4.954166295 4.868482115 5.225909684 6.539196954 11.01655345 7.683784842 9.842483091 5.199021539
7.824912145 11.72587924 9.045264045 14.20480233 11.971024 10.30839254 7.163611354 11.39492123 9.237046929 10.63612134 10.56212034 11.36412501 14.63694595 10.52199211 11.00929176 7.534204946 6.600652751 9.807466488 14.36099948 6.731996833 13.33789445 13.53259296 13.79578277 14.54322058 13.50583567 14.10661404 9.333450459 11.79130961 13.31171611 7.764155955 7.934933623 13.36385353 10.20947388 11.52894686 12.84463339 9.265821261 12.27519575 8.482287052 7.653274221 14.5035921 12.04776644 7.208407466 11.01244928 8.987851925 14.15173466 13.25977541 8.778247968 7.770319132 13.10146049 14.54098808 12.19230581 11.4765878 11.51321044 9.453611989 6.809143427 7.593555085 8.037023549 11.27874973 14.25932194 14.28355405 13.29669494 7.211247101
11.42812247 6.900792275 12.78152554 9.990773468 9.352108806 8.61474857 9.036851285 10.97181448 10.15021213 11.73663663 10.9649466 11.89213349 7.040700658 8.070736769 7.743619732 12.75542621 11.2106894 9.813258372 11.402824 7.21794572 13.23806242 11.84162982 7.24297311 6.976869524 7.931093242 7.895811405 14.00521275 13.40208434 13.84189129 13.24447046 13.27505386 13.81078246 13.67371614 10.56388803 13.41181184 13.33427127 13.93335829 13.82007892 9.428905406 7.514791483 11.90931436 11.27150166 13.76839714 7.404886578 7.290470896 13.92772156 6.998877095 13.66091159 12.78967852 7.264614005 12.91447024 12.89365115 13.41496632 13.71784585 13.2439409 11.41033459 12.0143128 13.7046869 11.51098025 13.8587919 7.378318071 11.70247342
8.198655686 11.63698251 9.881643115 14.43410876 12.33374556 10.69224819 7.091631383 12.03277564 10.619612 10.64868308 11.47615576 10.75106078 14.64387916 9.988781506 10.77601541 7.223121272 7.227071733 9.98588722 14.35500988 7.101603876 13.45260032 12.89362708 13.14566965 14.35255652 14.22585329 13.84778215 7.728948435 12.2948991 13.39940566 8.626051037 8.688660388 13.31553601 11.17986771 12.53580191 13.00916078 10.00135543 12.69297538 8.766203033 10.37088125 14.48777478 11.77413898 7.299908308 12.34452016 8.33193381 13.99716471 13.99250979 10.75761444 8.013541762 14.3098395 14.5238867 13.36687769 10.44665695 10.02543983 9.426238746 7.532243312 7.508882322 7.317987879 10.19581153 14.27455027 14.25695957 13.26722664 7.587531732
5.309170669 4.675315744 5.839177922 5.091016073 5.760919476 4.401035261 4.608470265 4.496562346 4.806164093 4.406981882 4.733013211 5.050585845 4.616313857 4.944712453 4.288188563 4.801136681 4.884251726 10.72400213 4.783520825 4.737687119 4.780096785 4.688395648 4.841812891 4.686846111 5.046532435 5.24010169 5.048070994 4.64779756 9.023875959 11.26380327 10.50562518 6.316601076 4.649385389 11.61639017 4.771885721 11.74214755 4.919162743 5.749242769 4.746128775 4.753704402 5.003514673 11.66924786 9.916534231 11.37648726 5.906395176 9.682593221 4.69549886 4.771557778 4.773809051 5.001140454 4.782687827 9.827240535 10.01626266 4.954175078 5.056893139 11.12921779 5.041492346 5.030711409 9.150431123 9.710861382 4.58307854 4.593148566
10.78362538 11.17671261 12.38614852 12.43994504 12.35460882 11.02507199 12.24156597 11.88694355 12.16650817 11.52820594 11.66368709 12.32289895 5.875945304 8.111716569 12.03342794 12.24359371 7.425199361 12.07108024 11.47758148 11.45017324 8.520377645 12.95226627 5.657614988 5.053146841 5.626626239 4.760321431 12.05172692 9.264368779 12.01987229 8.989102405 8.632418215 9.49143217 12.02181595 8.067486365 11.08364254 9.628711735 10.96310083 11.21507327 7.03024623 6.285757375 10.6204826 7.169777956 10.07952595 4.995486745 10.54698975 11.84835014 5.156253471 11.80376835 11.05798453 7.527533732 9.343830461 12.03324732 7.83629334 11.79804915 10.53221238 7.988987947 11.71578265 11.52458025 6.083364417 9.50832544 5.055007024 11.63653877
7.523031566 7.676751215 12.40836048 11.42139683 9.520296616 8.169719729 10.99670912 10.72179913 13.77142907 9.297305642 8.961864084 6.695391327 5.046846835 10.38559083 12.57660806 9.749459192 7.456557997 8.087532413 5.94535895 11.24781131 13.44714375 10.67698922 6.21303056 4.987763198 8.181191753 5.675951451 12.79054167 8.621454516 10.33427387 7.944875255 9.984258372 7.863832727 13.44145467 11.23291405 10.79336993 9.759054787 9.901833407 12.98092346 10.812692 5.433418506 9.927399649 12.71700764 9.080650398 13.30972648 13.41541859 10.41914802 5.303674036 10.13753323 7.618947781 10.62696744 7.097746618 9.585222931 5.13547394 7.969130152 11.66111976 7.735952021 6.523682124 11.11808134 7.659387853 8.556363863 5.570387703 11.33610374
7.990378878 6.9531153 6.784559937 7.342036121 6.739983421 7.092809552 7.754101406 7.449425046 7.322974343 7.228325835 7.317352099 7.352472025 7.415111397 7.785440544 7.084385211 6.987546092 7.485801772 7.397945351 7.778079276 7.631539735 13.73248199 11.74030069 13.28270165 7.434285931 7.478082547 13.0408866 11.2414385 8.98724025 7.674724492 7.474890546 7.607556119 10.35276241 9.623709718 7.283362807 12.20319643 9.505523321 7.744913763 13.45261779 8.568710496 13.24141057 12.6382487 9.717449909 9.752556032 7.483367322 11.53907303 7.43297694 13.43099739 12.60614286 12.93143544 12.0776679 12.88250858 12.21365562 8.554659956 7.697669517 13.29094383 8.468673836 11.57629207 7.146237855 7.408703342 13.63923383 12.67334473 11.56138605
4.67157814 4.094369228 4.326215704 4.418259708 4.222495295 4.084799909 4.641617892 4.19707395 4.500371289 4.205621318 4.491260536 4.459365561 4.357009847 4.37512708 4.380201852 4.361046686 4.364815667 4.489300564 4.745528045 4.46793107 6.391830268 7.831770663 11.31020835 4.417886137 4.612872711 10.52955534 6.809317913 6.466517779 4.72527111 4.297855135 4.432718759 8.377433234 7.607362429 4.519548354 10.18487622 7.849871874 4.28256574 6.902793064 6.763122892 9.669913925 9.735601574 6.002817609 8.193478157 4.568962575 10.38471295 4.501807772 10.40064207 9.379147739 10.54122147 9.977053687 9.663825419 9.790369552 6.012585389 4.623382049 5.726607484 4.972886304 9.012204063 4.505216146 4.431479021 10.46864767 10.46038665 9.770050506
7.40444433 9.878661321 11.6747258 10.02575393 6.067601113 7.875429397 10.79668205 10.39754466 12.49211057 10.82111425 5.183362392 5.627454747 7.496274685 7.804299401 7.211156744 7.384992734 10.00996583 5.043058286 8.943818008 4.921070112 12.14924021 9.64102721 7.993502177 5.236225637 10.84480687 7.938765816 8.633292034 12.52062899 11.91783478 13.35498126 10.9201311 12.27511567 9.484668872 11.75069749 11.940335 12.17548803 11.80926814 11.14922209 11.40108894 8.911618765 12.24173916 6.919716266 10.66646028 9.38903625 13.69314357 12.93097811 5.084434873 11.72550867 10.8771139 6.641389519 9.360634166 12.04539381 10.05958831 7.353453465 11.83590383 8.028971462 11.79665205 11.52440387 9.122640165 10.86708722 5.989054417 12.79333167
12.91487436 6.566573819 8.026048167 11.18841485 12.60658796 12.16506922 12.352076 13.80009744 11.89074993 10.4929708 9.257173328 10.85244129 7.046083969 9.220127699 12.62371103 12.74522252 13.47305706 8.159956906 7.368869105 7.362718919 9.419502148 13.19025732 7.137015802 8.40220727 14.10326047 7.183707919 8.953139297 8.333873325 13.60960799 7.418902737 10.90629963 8.205114162 13.68280564 10.28336892 13.14920909 7.357233087 12.39887522 13.65417351 7.104527326 8.607057097 12.00516652 10.59613824 9.596508294 6.88436515 10.11026332 13.89782997 6.65999656 11.19398258 9.305514328 9.370670717 12.91341784 12.72943704 13.15360343 14.17077939 9.818620578 7.806056162 9.230221344 9.9256072 13.10999065 13.586619 9.851662731 7.724988843
10.23637704 4.830926717 10.066894 8.339144091 12.57819171 11.47602464 11.19353531 12.78518956 10.36468489 7.103474712 11.66158384 10.49588645 5.972992927 6.812407087 9.79091778 10.07413339 10.56585696 9.7827852 10.71197204 10.45772324 11.22176208 12.28500512 5.966018128 5.79267343 11.21584301 5.869707131 7.734755959 13.43479495 13.42788243 11.17065153 12.46123732 12.84619519 12.39157965 8.232811159 12.70101382 10.24561232 13.05038868 12.11037032 10.60232936 9.023793663 10.79447643 10.92830347 11.09380298 5.096817897 10.03203148 13.81682572 5.630717579 12.73227157 9.609428888 11.93944274 10.89544251 13.88318065 12.59790732 12.97446718 11.45452454 9.219415412 12.60395304 13.23958673 10.89096516 11.63023774 7.854160629 13.2759914
5.920509846 6.783681854 7.167199805 6.571331719 10.92176232 6.175215212 6.928624501 9.406517758 11.509023 7.625812218 6.318555883 6.687030194 6.27534208 6.236428087 12.29183656 6.571101248 8.718933792 6.404666138 6.213590555 6.112268078 7.123411921 13.96141347 6.50251136 6.122497434 7.757086614 6.645548181 6.996418784 10.34490822 12.88629262 6.453140728 6.230864036 7.071126868 7.466608278 6.669130506 13.59350973 11.06302069 8.943155196 7.278264665 11.21765019 6.74275659 9.877491509 7.075046906 8.109555506 11.21265095 7.45056402 12.89879336 6.079446104 9.840522369 7.188617828 6.275030537 6.219694327 7.19999733 6.299063082 6.66754711 6.851594576 6.340246522 7.086685706 13.29283233 6.662766734 6.774277868 6.278988248 14.11412804
4.729972169 7.595140763 4.526981376 8.050845234 7.237069929 7.579199493 4.156885369 6.77688285 4.598998249 10.70564028 5.391796748 10.82014365 11.76023011 4.729143183 6.213775738 4.716723158 4.269914008 8.239351677 10.92790454 11.14129575 4.248257733 10.61432779 10.53823189 8.567916544 9.330657669 9.677172771 6.534695188 9.541289254 4.076842087 5.108007407 6.888742979 4.31367892 7.317983829 5.288034135 8.755284139 7.576530997 8.067033986 4.322655571 4.883948219 5.050280143 7.922655306 4.695841807 8.643623617 7.142567459 8.336617852 4.596688112 4.669161959 4.610893793 12.61058587 7.152673673 7.787762334 4.223453842 4.576242323 4.084817306 6.03201009 4.193848528 8.206848939 9.747448465 4.244229625 5.322393482 6.25285671 8.525929544
9.228424183 4.758557276 11.18171281 6.69800636 4.954028 9.850942686 5.866699574 9.256696096 11.55013628 10.71935427 6.34005698 5.483793547 10.66249134 5.225118622 6.281135037 6.926695309 10.24000243 5.102139028 4.735565494 7.430700745 11.95237751 10.49741106 10.89175981 9.88549293 7.653569125 10.53470072 9.562250528 9.769762304 9.987583494 11.76682843 10.66603463 10.91379854 10.21350916 4.358665841 11.29267667 11.11031205 10.35482611 8.58233354 11.85686939 8.685178361 10.81724955 10.90095547 10.99947456 9.795727516 8.969142728 11.23063778 4.896976881 10.88228617 10.40860077 4.890913376 9.398132584 9.498866912 10.28353763 8.745169786 12.1383801 10.63929167 11.72523991 9.997121223 5.045231323 10.17753277 7.357389825 6.209576034
13.57997089 5.209933594 13.56514935 12.26974105 12.78549455 12.28676536 13.14514538 13.4440956 12.87758498 12.02431444 12.04235979 12.17404787 6.626537969 10.49435219 13.40369634 13.97456779 13.13142763 12.040655 8.461008539 8.945359155 12.94106984 13.59724456 6.420878878 9.305266568 13.60198532 6.894670366 13.23241452 13.76601892 13.97660287 12.47913473 13.5585428 13.91791142 13.67386002 10.73397842 13.48310475 13.22162403 13.80056703 13.544049 10.60589187 7.600663405 13.41534146 12.77075325 13.14523214 6.894670366 11.39033299 13.80377963 6.873633834 13.9242602 12.24101197 12.84796433 13.29741351 13.27940438 13.68135061 13.72275553 13.37704415 12.63674741 12.80952396 13.24146603 12.18854105 13.84508091 9.264015121 11.90761761
7.78897547 7.300697046 12.11849904 9.102143128 5.982464039 9.390815557 8.148763584 9.951120908 11.90963131 8.953750036 9.879837846 6.616262187 6.378880378 8.551714312 10.38003657 5.309390146 12.10522462 5.550422128 8.361191187 10.2386854 8.823743161 9.024351805 6.042289423 4.487295933 6.562384657 5.82889581 8.213032076 10.16343851 9.391810314 10.28173814 12.2528405 10.98122836 10.22608753 10.33798495 7.855137065 12.19412422 10.34395925 10.35032743 12.71535777 7.143941613 11.94938707 11.57815002 11.70261213 9.649802294 10.35418104 6.09858843 4.921232417 11.28826249 10.30830527 5.333167583 8.459426451 5.98493365 7.602660642 10.67089315 11.29508555 11.36679545 11.24533735 9.956079485 6.270091701 11.36568636 4.441539503 10.90619723
5.106371483 7.649748514 9.133589438 6.559724532 4.433976925 4.469624786 9.13400495 10.39294743 11.00115144 4.485420192 5.12103921 5.492083522 4.676487245 5.253283038 4.515333923 4.887567459 11.69038793 5.101437835 5.179152406 4.934431514 6.549311719 8.175946355 4.706704735 5.092202214 6.813178315 5.155568702 7.118509924 9.674998376 9.978785655 7.897193369 8.527957326 7.436947341 9.660661436 5.068043015 8.615200402 10.87288072 9.399598345 6.089609932 9.745516089 9.904006791 9.903457908 5.786371579 7.247638228 5.492904763 9.05306673 8.689266643 4.844478171 10.63807299 9.481646634 5.295959369 4.750896448 4.887138393 5.679463067 5.89886354 8.647001705 10.22839432 7.152185634 10.61724176 5.102469816 5.200469173 4.74986663 11.44894989
5.177870038 8.435130904 10.4877788 10.32368616 4.552852683 8.533891965 6.510860052 11.53255929 7.651957813 6.816326942 6.230473037 8.018980378 5.026734974 7.74583843 7.06362471 9.801302206 10.62032471 5.151486976 8.786685987 5.92759133 9.319727336 8.811842075 7.839849349 4.434054161 6.723456981 7.453729494 11.43392694 10.80573013 6.289477603 11.55899744 11.70004835 10.35464741 9.283455892 7.365370406 8.970035414 9.982003118 10.27390611 6.714766318 11.20866024 8.207133968 11.42823751 9.202315504 13.46014857 5.209770924 10.14363158 5.896201011 6.536040771 10.41835739 12.0636543 5.332622228 6.35680722 8.612406523 8.146211063 10.09471407 9.263603335 12.81928934 11.11302215 7.707580491 8.309704562 6.613185846 6.414200017 11.32281528
6.404064433 5.541140596 11.55031281 6.109249021 5.385858985 10.46528097 6.951425888 9.670492693 12.82399116 5.600110006 5.207694919 6.476795803 10.4764291 11.7296764 5.594724037 9.123574458 10.93192998 5.38746714 5.170058434 5.464561883 10.13168966 9.068583276 10.2477913 10.53056615 7.112221578 9.540984942 5.665437846 6.537707865 9.202323194 8.392967449 7.41114967 5.838924419 11.12755145 10.95706909 9.048136476 6.644919034 5.487204186 10.40189676 9.828439699 10.60983125 9.318473194 7.341380995 5.405122975 7.725636373 10.97689889 5.78634869 11.76600144 5.753407581 7.634354977 8.870049843 10.47265889 8.846562146 10.77006383 7.863787346 5.46402936 5.139596491 5.518072571 5.789705493 10.39914496 7.839410406 10.65052671 7.598532241
