"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
27427.647 76342.054 145137.569 214914.145 643.603 1054.96 2004.959 100363.985 59150.74 225587.363 6768.941 193189.537 42691.868 67536.588 3206.877 17.152 462.726 224338.423 28615.499 21450.934 180233.555 224088.454 29694.286 187851.16 49614.654 246611.459 110956.18 13786.811 28793.978 41823.363 25493.712 179132.797 12844.62 195128.444 150139.011 23334.883 34529.387 172457.151 56165.369 28436.897 3314.821 202372.88 18105.056 151632.503 154072.024 33618.166 29079.902 1431.513 34462.371 21613.382 155.314 88555.042 235776.098 60981.441 64062.231 56921.861 129437.97 35429.036 173764.509 113959.511 268684.229 112125.685 51256.709 32696.52 55259.459 5468.45 30015.544 19.498 107482.92 261072.913 111518.094 210012.188 10.099 278.343 20452.158 120667.5 35262.867 13789.703 4257.418 69964.877 17478.327 28247.913 125658.949 382123.037 85096.452 34153.601 43410.115 87171.321 296299.907 27.558 1421.331 1066.982 2443.005 15.643 248985.911 232613.157 52637.76 177347.481 45370.353 83863.387
15415.367 82251.382 153325.542 203988.022 27727.864 6292.724 71693.628 152769.361 159522.074 205808.562 11495.773 177873.327 254820.839 43011.021 72774.119 77453.113 51085.546 185087.283 73373.649 60713.995 161819.604 217956.948 71167.906 161593.069 155478.778 159537.842 121887.854 20704.561 18305.686 55222.962 40727.614 165236.749 253611.013 226814.008 241165.596 70212.417 93918.287 289543.366 291288.959 17388.888 244495.908 223742.441 22272.738 312715.779 142234.937 65791.572 171709.805 22635.313 16191.822 29741.988 15798.777 193666.706 190739.486 254328.351 223279.077 58253.503 204350.054 164323.999 138742.567 229279.689 226560.888 126395.54 96609.165 24501.313 118631.651 83435.526 26587.343 7668.31 172773.617 187065.273 130260.748 239307.973 12343.391 12657.236 28950.577 123837.552 37616.93 32039.588 21333.116 86230.429 196442.149 159344.073 156812.58 251537.165 140188.915 97606.792 231079.694 235100.376 275272.52 32191.84 22623.886 49835.765 51497.869 38372.475 198893.515 209169.711 64392.077 243062.171 74590.972 134617.719
1927.093 103906.499 141523.87 209763.449 12716.446 644.199 57185.677 177215.151 172010.542 193098.09 3778.118 196983.306 225471.868 58604.289 85321.688 70452.624 27907.516 167263.408 45798.791 36139.152 167963.73 170873.303 57523.428 169881.117 181217.693 146937.784 141509.201 11548.091 5225.559 50585.18 37653.724 152095.417 253639.516 198046.047 187679.68 52610.605 134636.37 201809.364 291001.531 27480.834 238455.179 208605.129 38174.179 194544.458 165777.415 45258.516 142020.222 2085.475 5595.61 3538.346 7357.768 172604.285 195576.881 187771.153 213946.08 32711.69 191054.77 173121.99 169614.479 256516.53 221793.537 149296.576 77717.591 22405.402 183115.871 66893.614 3923.717 37890.836 162150.083 193933.744 155422.711 195393.293 2339.286 16920.091 9877.879 116296.09 20375.518 34571.245 4504.929 83154.666 147894.316 191456.128 151428.871 356704.813 165782.302 126745.609 193926.37 222470.289 195798.937 79465.529 24151.266 32153.93 25774.236 41269.236 172216.267 194803.649 73574.179 209727.207 62340.69 233613.078
10297.975 85614.074 148166.276 206431.818 23228.354 9246.187 58385.387 175720.115 215024.706 183575.272 18730.98 203245.416 246926.367 52668.76 94527.984 60337.04 48004.034 165240.454 50213.919 39362.34 175237.747 186888.628 75279.071 161855.778 187446.602 173269.367 139216.736 21111.419 13034.141 50371.861 49096.946 146970.728 246315.12 219784.849 262255.654 54801.26 129823.391 224360.324 322561.288 37220.281 231512.361 251182.323 27486.178 303396.979 161472.901 54216.647 139758.658 22724.041 18283.52 24233.907 30286.06 178886.816 166767.39 221809.709 195111.262 49710.414 192911.781 168423.003 140723.168 199218.898 186138.363 129281.635 66511.039 31361.576 187762.644 59411.121 11014.927 37856.003 155536.424 188356.47 150521.054 201286.262 14761.658 19076.64 41539.612 144341.461 34520.572 35077.393 26738.462 72787.86 199666.229 187398.994 152661.094 266087.938 165531.64 105753.586 204834.169 215263.375 217289.946 64529.289 38364.243 44009.162 43802.973 49086.605 185540.725 210592.983 55503.323 225339.645 56683.396 198500.945
1232.516 86272.498 137929.28 171980.902 3583.397 1255.544 16656.573 138162.658 167312.972 178420.661 1943.222 152518.65 205142.264 26458.494 78119.393 36042.288 30150.202 150128.945 18480.332 21019.943 167781.707 200955.291 72762.828 145601.547 123349.483 115342.114 109402.333 2771.504 2029.795 32644.724 11014.27 139138.68 209452.958 183510.209 212291.598 45604.769 121423.05 226747.96 245348.804 32069.163 222630.66 237817.227 10270.931 327610.219 159249.979 45781.092 165568.401 4798.113 1665.926 24749.398 3184.224 184736.342 150013.26 177337.011 183227.346 32406.456 182529.815 152864.581 168832.107 194837.755 180008.972 145914.118 63134.211 2564.701 166251.184 53190.818 3383.418 2554.438 178959.485 158420.793 137490.171 237835.672 1366.582 2016.329 11028.176 97320.106 8903.286 3646.092 5843.44 66500.443 157002.651 106511.892 154028.932 269933.195 138099.32 125556.277 171193.876 195611.448 219937.446 41542.378 5989.872 28048.835 33673.703 12458.15 185046.621 146885.262 30309.736 188176.739 45488.932 118568.183
19598.345 64162.46 135468.36 238352.324 12791.985 30408.248 3102.085 84095.298 45825.047 244626.376 27888.109 209654.162 47582.434 48349.182 4912.047 3263.817 5400.407 224879.464 33170.214 29298.985 167601.499 178793.301 76258.099 228322.15 55791.382 233778.752 107636.074 35026.066 28121.21 39473.963 24503.338 175488.944 5404.119 183310.288 155322.928 22183.265 26037.802 73033.521 29898.156 48565.388 4042.301 254902.571 13248.595 29257.671 125801.808 38474.47 21600.734 1524.509 31915.287 23767.359 8166.205 62483.748 163561.118 72884.864 39782.547 45720.446 160974.592 31913.061 155664.275 139134.84 278735.444 114091.598 66398.138 24971.553 46387.135 44495.5 26837.314 2280.146 78028.805 231760.022 92336.357 187114.662 2412.602 2675.462 50233.694 118605.914 29825.246 38166.511 13849.662 46485.777 13325.524 27769.05 113121.283 364429.11 102211.225 33988.451 27930.744 67714.029 219535.489 0.114 31132.566 3802.828 4988.48 2041.927 196873.042 239408.046 47187.351 162426.691 48623.14 117459.529
16535.09 93217.31 141295.165 181300.493 33745.614 2692.486 83607.654 152321.221 163918.824 199128.688 27205.486 211549.059 241310.728 77418.943 88304.151 68001.932 57700.947 182123.724 57222.433 51483.195 160991.021 194578.175 99401.222 179181.06 171651.661 154137.921 132515.963 30157.251 21075.813 53983.67 55583.96 154704.36 248338.2 228568.781 233861.59 52993.056 117990.077 249622.456 282094.422 42132.534 201422.125 246536.666 39331.038 264551.278 166488.573 69637.661 172000.903 16779.474 30173.038 15882.56 36888.549 186970.072 159559.017 214186.752 205962.746 44810.477 195329.042 158363.882 159383.437 238127.314 206542.788 145207.824 74145.741 30700.829 169602.654 81823.338 20287.951 40910.945 164408.085 197301.718 145575.422 203683.586 22867.231 14802.936 39234.335 130614.906 28129.488 35197.962 35524.486 79999.588 173558.336 141744.736 165097.286 320867.745 157909.572 117011.077 213162.4 225925.296 221584.793 69512.32 42130.752 48825.019 50231.274 52395.598 186848.16 196278.099 74259.623 243856.466 61360.765 141045.965
2864.061 78622.008 148282.204 10090.535 5913.871 4369.465 12771.87 119734.755 99878.432 109591.869 1548.435 127708.319 128853.554 62759.109 32284.301 35595.364 56423.854 3569.804 58134.598 21269.785 181948.517 187370.755 62736.659 201775.812 8047.801 208673.822 118250.182 4514.737 3695.136 3952.138 7722.026 135634.501 128284.213 238754.674 249881.769 8077.765 109101.344 213862.533 38861.317 45891.259 317144.026 213263.435 19755.265 197299.557 32222.975 5283.873 207623.536 1525.004 4337.383 26943.81 16871.953 125614.003 217425.576 162769.553 116966.898 48504.19 70985.208 157821.421 126206.582 125420.649 88623.939 5207.589 58035.229 4184.914 177773.22 57545.583 1233.664 2412.137 159766.453 191693.346 111037.429 273402.7 1366.641 1979.042 1946.724 125223.708 8660.728 4397.67 30791.015 70258.158 194753.454 143315.408 159500.762 39115.234 122422.812 111925.837 130914.791 117398.185 199727.212 50619.042 44580.059 51318.545 54387.421 47548.175 94862.655 242291.497 5031.663 131438.887 50820.322 130942.966
1372.994 80230.84 113341.868 198510.949 1570.956 558.154 10719.023 157985.089 167823.341 156731.669 2788.188 157777.3 211871.791 33528.254 67113.383 28493.481 13260.708 141779.785 27472.175 24457.991 142115.964 183349.319 50275.682 130135.082 119098.136 124445.939 117451.216 1461.733 1449.269 34932.292 12765.355 127220.535 225474.045 186727.732 200120.474 47500.764 114404.118 200388.875 249955.788 350.34 198211.375 240779.22 9029.564 255853.399 157381.046 48302.359 131251.493 30396.602 8621.711 12303.711 7069.177 155618.797 146063.729 192367.12 166862.13 38884.212 180006.693 142881.049 145444.492 189617.817 177570.559 134838.24 65314.31 14943.918 112390.316 49764.498 718.45 10745.71 131162.944 133991.442 131776.513 189811.692 163.618 1687.363 11725.409 84508.348 19089.229 8264.508 2159.154 56419.435 142077.136 126486.55 151890.861 310538.023 146183.723 113953.679 193335.443 182103.69 215821.244 50251.475 16357.182 35435.025 33815.181 28024.621 163644.649 164912.321 28581.261 172304.954 28877.78 131601.209
16576.198 105365.722 138495.584 209319.75 31713.065 8582.967 66297.934 168039.625 176523.758 172225.612 16025.891 171840.801 217888.107 73821.678 94833.085 60834.175 57016.369 171647.212 58119.911 48946.066 162086.78 195125.308 91483.331 148358.192 151905.725 138580.844 136843.84 29458.64 24084.262 51374.158 50041.084 146784.701 240826.797 216544.431 239012.498 53429.906 137609.314 256979.975 272037.933 23604.052 207970.545 239109.738 23988.679 299293.762 199149.275 61478.08 137646.366 43430.537 21423.2 36190.215 24033.503 189986.941 188408.703 210275.834 196415.495 47458.638 199694.455 174514.91 174597.44 213640.249 196602.508 149275.278 89212.29 29074.875 135538.278 83997.276 22552.799 16698.031 166491.72 186556.598 147229.163 217653.22 16948.464 31874.312 28361.45 133867.482 33939.852 24359.289 30402.093 76415.117 169877.415 139852.592 168302.84 272181.52 148961.734 138542.655 205728.952 219122.17 236007.655 70693.072 26307.955 54011.715 44898.605 40240.595 182802.634 168589.293 62673.66 197212.594 62287.115 104754.27
15107.849 87728.451 134472.286 219773.955 29102.153 9082.119 57150.173 122274.905 139420.812 148212.718 22782.885 133300.141 201696.2 37175.653 83804.857 34008.412 41519.54 167943.65 27813.746 25780.615 158400.467 198963.216 72007.256 165614.508 126001.314 124403.032 118441.72 28570.31 16962.81 22859.913 27908.515 136294.97 225604.873 197129.734 194696.214 34373.066 111679.375 177379.569 281533.172 32284.933 174803.293 248937.157 23269.135 195862.758 188157.505 55492.443 139129.497 36197.953 22070.157 23785.722 31532.684 153630.239 149901.253 229063.848 202554.522 28557.637 202249.853 131071.383 148136.153 184445.381 201661.127 142316.839 85305.701 34928.145 153098.259 40239.438 15637.606 29751.586 142745.429 148980.74 123575.528 243486.289 18946.542 5494.416 37469.052 108677.492 19073.367 24193.491 19515.655 51429.984 154521.802 109632.408 149349.237 305259.414 141349.308 118263.331 203036.555 177797.74 218626.732 29316.078 29522.376 19806.377 26361.854 31407.378 173752.974 175187.995 34431.429 183151.447 36278.438 145511.375
4249.376 83495.308 128373.18 185570.787 17851.674 8335.65 40289.22 175585.255 178626.748 165748.757 15733.6 174463.745 230522.586 61913.731 85675.981 42261.189 47021.562 172028.957 36943.823 38971.97 150847.441 185599.368 76210.478 142686.926 151848.682 141663.346 130189.033 20692.873 18723.59 38597.842 42138.187 143970.207 191837.679 204128.779 228716.855 48831.833 142212.447 211666.526 265324.711 18731.311 209458.293 237183.099 10537.079 279077.676 184664.496 51704.231 121000.148 35470.023 9177.668 21371.931 14439.421 172582.794 162957.66 194602.832 171613.094 39471.106 174463.275 164464.129 175991.856 173980.688 172113.177 156785.849 63321.181 22128.252 127303.604 54945.519 6244.602 17557.423 154686.218 171393.349 137977.525 164702.483 12497.615 13804.851 25595.807 104680.729 30423.968 25595.675 22777.704 65772.936 156980.602 126572.443 182333.926 252008.181 152543.295 137291.115 208667.877 207155.448 214644.541 64330.132 32314.487 39317.564 35950.144 33420.643 135110.386 180657.917 64377.824 212327.248 52285.262 139788.568
21365.949 120298.937 122210.262 207856.229 39117.169 17045.665 71714.003 154259.138 179231.816 173053.34 27771 162132.778 229613.235 85826.122 108040.484 62500.649 44461.5 163494.771 59475.341 47178.894 158437.34 217086.592 87069.675 132634.163 130912.573 138840.816 130237.197 31005.582 23633.159 75051.458 51056.709 142226.447 213595.65 196569.987 225705.299 81290.743 121716.96 237908.487 247409.708 39693.995 210759.758 246486.386 41052.13 277511 161999.494 82291.217 150387.142 26089.386 33562.292 44206.791 33492.459 179414.38 184683.348 225413.207 179348.45 70079.543 202987.111 156146.725 159757.591 203343.085 192188.375 140514.004 104674.37 37295.202 136243.784 95045.176 34857.328 37285.632 166155.679 159119.347 146031.94 222149.957 31794.104 35611.643 48922.195 144171.466 44743.605 40268.173 38064.792 99861.249 160301.914 133215.278 175371.505 221280.662 149833.575 125797.209 209929.789 198384.892 240195.68 85680.665 38990.248 66729.982 69343.241 52328.469 192479.583 174152.085 77448.875 205797.495 73884.986 121687.571
30072.65 117340.539 140632.964 171692.564 44009.323 28370.046 56080.102 177212.48 174584.714 193914.204 27095.616 193520.911 219764.022 67138.886 110234.578 65129.87 60660.126 167367.549 59801.213 52777.835 160981.437 160316.285 91867.231 157608.128 161437.094 167366.51 141876.67 33154.102 31974.69 66226.386 50982.381 145037.637 259037.451 208935.339 257865.76 67488.439 140069.035 217104.985 273263.282 56792.165 229999.269 249329.209 46056.999 277966.821 175125.35 67989.602 151268.362 30053.664 37870.2 47680.148 47472.279 183230.204 159326.425 205849.511 138156.457 56691.705 187116.102 173013.909 150507.024 197476.076 170394.82 147000.33 104945.803 32780.728 168903.943 86079.09 29861.115 49914.341 157089.873 153335.334 137286.333 205326.372 32175.79 47544.301 58919.743 119814.944 37086.236 48460.37 39615.824 81396.832 155209.144 167232.544 169335.435 237697.934 156931.082 128173.548 165668.953 209399.796 174431.53 78773.539 47117.34 49811.487 52540.234 55564.079 158416.388 196777.339 93963.684 212350.861 75513.466 189055.311
10512.13 100632.561 140688.682 170464.615 31455.443 16215.804 82630.614 145209.754 152401.121 189832.907 25223.489 155836.511 210804.491 77000.966 95842.192 65985.816 56976.027 152029.545 66608.348 47726.197 145162.53 186305.56 92588.4 151011.294 143808.483 135438.508 123761.67 28222.503 13938.053 56486.4 57163.48 125100.155 210244.393 209205.481 193599.389 62193.051 123641.485 242135.172 239873.592 48884.337 207694.217 247232.66 25958.98 251813.354 157341.856 66955.879 138551.362 36750.729 25012.516 23174.081 32409.956 141096.298 136138.79 215585.268 179256.438 54241.787 177618.066 145478.538 151261.799 183674.461 182533.89 147731.542 77033.993 37045.306 141093.929 85327.322 23657.822 56091.163 141860.055 169867.349 138911.214 185634.046 15082.873 13086.58 41746.029 137338.676 34169.75 39676.111 25329.039 84154.999 159962.861 142776.365 174274.162 228212.341 160877.001 128963.118 176548.887 210384.666 209881.455 66937.514 45806.853 53334.635 47395.681 49748.392 153017.09 184922.82 81718.306 190204.534 68344.048 113062.462
17502.556 120866.145 134965.854 174872.83 40049.574 10858.598 69699.995 159188.987 172004.657 142806.384 16449.707 180549.37 239886.285 67785.423 103048.091 68360.275 57022.274 145979.226 62097.697 55749.624 138621.834 150200.74 112999.009 147655.535 118734.013 152781.693 109685.319 34869.293 20976.509 60487.619 54482.704 154824.406 195623.799 188598.344 232528.258 66272.939 104934.628 192091.25 270292.582 42378.223 203579.152 223335.974 21428.614 231471.263 176895.378 72266.409 131133.548 40356.214 25461.25 41304.813 38935.502 158385.995 157978.504 189011.666 153856.046 56875.615 191875.449 153689.492 140503.759 163391.919 159733.174 138114.049 82002.635 29249.987 164863.543 71382.785 16179.607 30945.636 140150.631 157224.459 131225.459 213222.621 25178.726 30700.19 53109.034 117786.495 37188.285 33439.38 37692.382 81490.944 146596.15 118466.068 164749.643 282446.48 129997.26 132289.526 184250.468 187544.758 224794.935 73592.847 43618.797 52214.005 54052.596 47813.31 182703.474 184253.654 67422.882 187402.751 68903.155 127060.932
34731.617 103996.273 78716.068 128637.029 50710.507 32677.364 94111.78 137533.56 144825.079 103352.924 39529.521 160790.046 204933.987 66029.36 93787.898 52128.478 59719.519 136702.539 63481.122 58754.609 104004.284 97866.09 82480.237 102349.077 133826.539 134676.193 96217.106 44811.078 32758.721 53834.614 64606.599 131520.878 286890.167 131728.932 209271.337 59106.386 102640.435 159960.439 347064.701 66719.086 210240.275 190927.194 46643.068 239638.545 157914.816 59849.399 113179.015 29109.029 46387.883 42311.411 43874.649 94311.601 139271.293 114840.723 89299.744 48663.56 135041.486 144544.55 137910.427 175375.103 104017.42 121655.065 66207.447 38239.466 150544.649 78370.359 35573.788 41981.483 107497.768 142488.03 96863.301 85360.841 40808.998 41108.668 50376.233 113633.226 33545.935 47675.82 45130.642 78043.728 95309.142 142561.71 149152.25 455316.933 114501.169 106043.707 141016.395 171320.97 106128.002 70386.514 55381.289 49804.679 55295.441 50811.892 122985.222 106972.927 76600.285 179090.096 68676.198 164039.599
