"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62"
2417.9583 1906.2131 802.30476 1587.7917 2576.7488 2137.4179 2093.5012 1673.2262 5329.6643 2763.3226 5570.3083 3723.8786 2711.7464 2676.3714 3371.3012 3904.8405 4205.4179 1834.0917 3095.9988 2910.6381 1931.6167 1821.2298 5571.2786 1243.7488 6517.9214 1528.3976 1728.3679 4816.3583 3481.2512 4316.2964 4053.894 2099.7893 3900.6429 4788.1048 1925.3524 3030.4512 2712.9714 3483.5976 2164.8369 4021.4845 1772.2583 2665.5131 3681.7107 5455.8857 3753.8167 6581.256 6136.1 2050.5583 1327.6643 2555.6202 1865.2988 7190.9964 3491.619 3043.6893 938.95952 2101.5298 1941.9905 1876.1274 5076.6643 824.8381 1767.2881 2919.9
3139.4 5745.3958 3251.1083 3496.1458 3056.725 2716.3792 3048.0792 4623.0792 1547.2167 5865.6583 8512.0292 3353.4667 3462.9042 4670.8958 4847.6625 2767.2958 1872 4361.5042 2177.3125 4113.7125 5822.575 8844.9917 3060.5708 758.52917 6189.925 2448.7583 2961.7333 5862.6875 8076.1167 7631.15 4819.0083 2796.75 3104.8083 4712.1542 2389.9917 2043.3708 5104.2625 2124.0833 4331.9667 3437.2042 1588.3917 4444.9583 7727.6125 7722.4333 10694.517 6469.8083 8252.9083 6173.1 3513.7333 6192.3875 4524.5292 4295.8208 2595.5375 5520.9667 3531.5792 2825.1583 2817.8042 1591.5958 4989.6875 4483.5042 2431.4042 3681.35
2473.2613 1919.4462 781.995 1226.2975 1391.59 1497.1588 1324.5413 1871.76 4694.58 1828.0662 4844.5225 2760.96 1939.0725 2462.9725 2619.6062 1470.145 1598.1037 1362.3875 2845.1013 1957.5963 2949.2062 2078.15 3213.7012 745.535 3477.2725 1528.4088 882.87875 3756.5625 3513.2113 2461.075 3890.42 2170.4375 2861.235 3533.0862 2823.5 3639.825 1545.445 3914.9063 2752.5962 3441.9025 1474.1262 2180.675 4888.7275 4298.315 4003.8562 6988.945 6756.0225 2143.0725 1749.1638 5407.1675 3225.5862 8875.92 3740.6637 3162.4537 2499.9825 2603.8588 2185.6563 1435.05 6692.5987 1973.8638 2593.85 3288.5
1306.9038 2036.2838 1618.65 1597.2812 2162.5537 1586.2438 1452.915 3154.8287 2193.6938 3078.7437 4143.3837 2863.18 1567.6962 2266.1 2329.3513 2091.58 1534.755 2974.7375 2461.6612 3553.4887 2181.6263 1802.48 2580.6863 1246.6538 2748.2 818.43625 736.87375 2328.3 1487.4137 2015.6562 3816.6275 1518.9175 1762.46 3442.7437 2238.2275 2764.9938 1365.2862 1939.4625 1790.9838 1640.21 1144.0962 2226.145 3489.365 4680.4075 3372.5712 4277.1987 4069.59 2272.5138 960.12625 3898.8013 923.4 2813.41 2738.0187 3021.4025 1808.725 1989.2988 1898.2925 848.9675 3717.11 1391.8262 1163.0088 2148.9275
1285.6025 2253.3625 1066.8387 1144.6912 1540.25 962.01 2003.4838 1624.4112 1077.535 3741.37 7256.515 3036.5888 2602.1038 2339.8512 1918.6375 1705.1425 1366.4275 810.26375 863.07 1511.0812 2160.3662 3548.0762 3579.3662 716.77375 3189.6725 2111.7038 3053.805 4156.9025 7498.0487 6516.7038 4531.93 2073.3775 2882.1787 2509.0112 1700.2225 1795.625 2410.9225 2569.2563 2288.4675 3898.9237 846.75125 1019.7525 3170.3825 3653.1625 5071.6837 2821.5962 3938.1575 2366.81 1644.8025 3718.7088 2622.0725 2933.33 1440.5425 1425.25 1879.2088 1517.4625 1456.71 1235.0512 3561.9775 2468.22 1583.59 2331.1225
1900.3613 2490.8737 1006.2112 1139.6275 2705.675 1214.7675 2217.34 1150.885 1433.41 4443.52 7761.745 3695.51 2780.755 2393.4575 2737.7088 3567.9275 2008.3675 672.95625 1591.6775 1969.8812 2567.9162 3175.96 3919.055 837.87 3861.8562 2984.0025 2884.7188 5241.4475 9255.1638 7140.725 4865.5138 2529.5487 2803.1775 2513.4312 1564.8262 1416.7738 4948.56 2593.31 2944.065 3779.0675 1044.3225 1372.08 3407.7462 3950.31 5406.7762 3470.405 4974.4063 2444.8287 1823.785 3559.775 3851.5075 3462.9562 2716.055 1455.4225 2005.3412 1902.4188 2051.3825 1651.6037 3590.9975 2214.7875 1996.9637 1993.0112
3504.2138 3759.585 1436.785 2662.0975 1271.7187 904.7225 3247.1388 1309.1838 4611.555 2707.755 6512.1137 6745.5112 1501.7825 2184.6412 3121.4687 3904.4412 4427.2888 1986.42 2331.8188 1580.9988 4051.4463 2897.2038 2570.7737 666.18125 2850.8563 2123.0238 2462.71 4045.1362 5071.75 4702.6787 3191.2488 2422.5538 3209.8813 2343.1937 2825.6437 1485.0312 3262.9075 1469.8312 1975.3462 4078.8538 1344.1313 2317.0512 5822.3962 8706.22 6202.2862 6012.3 3151.0237 2238.89 2738.6212 4673.005 3926.7725 6774.865 3054.1612 1433.8137 2140.16 1319.4162 2400.5862 2728.3325 5292.1362 2291.665 2816.8463 3532.64
2428.0525 4268.9187 658.87875 2636.1562 4439.8913 3970.4225 3275.5663 3015.6388 9533.935 5904.6025 6518.91 4152.6462 4141.8625 3253.185 5193.0575 4877.5438 3755.1212 4710.4088 4360.75 5303.4438 4084.8675 3519.0137 12112.095 2126.8 7337.0613 2777.7887 2727.2737 4489.4662 4162.4525 5775.1662 4477.0738 4508.9312 5590.9775 5853.3075 2619.1463 5121.1038 3577.6638 4567.065 3790.3488 3986.6462 3181.015 5046.6112 6087.9038 9993.6888 4944.29 8254.4513 9734.1538 4139.6612 2311.44 3745.3237 4547.205 10781.306 7008.135 4249.485 3340.21 3727.3088 2481.8925 1587.9538 4991.01 3013.675 3279.5288 3658.9575
5150.0137 4166.1912 1924.7913 3134.7475 2030.6738 906.59625 3186.0575 1206.1875 4302.4537 1806.1387 10051.35 6646.4338 2104.18 2698.2388 3024.9675 3845.1375 5326.9887 1626.0725 3104.5638 1520.68 3027.8475 3079.83 1402.3688 607.09125 4213.0125 2933.1662 2861.2 5136.6525 6341.9387 7703.0875 4033.6512 2730.7488 3249.5962 2697.5688 2374.8963 1897.82 3712.2562 2568.2138 1720.7588 5709.8462 1673.0325 2116.5412 5796.3837 9131.4263 5458.3925 8120.465 5191.4337 2323.9912 2837.3225 4060.945 4155.9488 6473.4875 4304.8675 1514.38 1673.5062 1412.155 2075.6088 2231.07 4514.9387 2744.1837 2897.6262 3263.8262
3855.84 4286.69 2080.6612 4244.07 2249.8188 1313.0588 1905.6438 1640.315 10721.298 3337.0962 1828.725 5772.7112 2680.4788 2001.15 3013.6038 4059.92 1168.3987 1367.63 1928.4212 1185.38 6200.6775 3918.6837 1337.9912 606.78875 3309.3575 3795.6738 2771.105 6243.2462 9146.9538 2622.0188 6940.8387 1424.855 1454.0438 5251.4013 3848.03 1682.6788 3298.3475 2139.98 2484.21 2694.95 3628.905 2292.415 3187.5575 2194.0612 5923.9275 3694.6288 5199.3487 3918.9912 1547.6487 1938.6838 2961.5325 4618.1037 5379.28 4041.1975 1900.075 1683.8163 3912.4412 2202.5988 3117.7375 3144.625 1767.5075 1036.3675
1806.475 2699.2844 1155.9438 1186.8938 2150.1219 1950.3906 1557.7375 2641.15 2199.5406 2910.1281 3104.8094 2065.1312 3317.6125 2619.0156 2617.1188 982.10938 2266.85 2500.3281 2134.5688 2387.0844 2644.1844 2391.0719 2630.9062 1603.7219 3709.1938 1056.5594 1037.1375 2547.0594 1640.9781 2183.9281 2689.9812 1478.675 1880.7094 3390.9062 1212.975 2135.3094 2094.3406 2052.1219 1139.0438 1791.15 1219.3969 2495.1656 1911.9 3370.5469 1994.7469 4202.4625 3514.975 1657.3531 601.55 2735.0062 1889.2562 4620.1375 2958.4188 2153.7562 1338.6094 1305.6969 1843.0906 1186.0438 3144.9406 903.14375 929.74688 1541.1188
3192.4131 2796.0833 1444.0964 2342.3821 3350.5024 1788.1464 3116.1952 1752.5536 6264.4929 1769.3333 9309.4012 3548.3964 4384.3655 3524.4393 6432.0738 6187.4679 5521.6202 1030.1786 4610.9571 1812.9714 3263.1167 2041.3274 5261.3393 590.35238 9026.3762 2461.8917 2444.1381 8041.2952 5440.0524 6794.7048 6356.9643 3309.4119 5881.081 5626.5905 3247.456 5217.5 4268.0714 6775.8036 2527.8821 6483.6048 3229.7226 2633.5762 4436.5321 6788.575 4830.3512 11454.71 6789.4012 2073.5512 1752.4083 5584.45 5670.2976 12061.6 6046.3131 4263.9 3509.094 2187.0452 3177.3286 2564.9345 9123.4595 2003.531 2580.5595 3364.625
872.01429 1015.9143 853.44286 792.21429 1563.9893 1254.5155 925.72024 1531.5286 1278.0262 1837.2762 2472.2333 1533.7988 1312.0869 1065.0833 1626.2929 715.57262 1082.6524 1355.2738 1556.6512 1539.4952 965.75357 949.27619 1441.9143 919.46429 2402.9298 743.0631 569.7369 1772.594 997.34524 1437.9167 1818.4595 972.99524 1252.4607 2319.1464 804.64762 1594.756 1548.4452 1450.1536 846.40952 1189.7798 868.81905 1571.6107 1202.5726 2172.2417 1223.9226 2714.6345 2365.9 956.66667 621.60476 1377.0857 902.76667 2516.7024 1717.2738 1380.1119 1075.8214 901.61071 1108.1143 772.20952 1915.194 649.77024 699.08571 934.97738
1135.8238 1459.1025 734.52875 1133.2375 1903.5825 1639.1475 1644.2763 2560.4425 3597.075 2578.5825 4906.445 3030.3212 2294.8888 1670.9275 2683.2588 1873.1875 2262.1925 1233.6362 2160.1963 2108.4112 1815.53 1294.0625 2324.0875 568.015 2943.06 1374.8238 1055.2862 2913.725 2514.4012 3173.8725 3226.655 1924.8638 3319.1325 3504.1862 1730.5325 3139.62 1522.125 3892.9375 1948.6425 2726.34 1574.1025 2883.85 3687.3787 4783.5187 4043.165 6801.9387 5809.5412 2712.7338 1293.4012 3509.815 1582.6412 6943.2488 2585.6538 2961.5212 3174.8338 3017.2 3163.755 1205.9475 4192.3725 1983.4488 1884.115 3162.6438
2365.2425 2865.0388 763.3075 969.82375 1568.1113 819.18875 1902.5725 1293.7763 719.1475 2949.155 2687.1738 2410.8575 1978.4025 2221.0737 1829.98 4691.3487 1413.115 589.59875 594.06375 989.5 3306.3425 2887.5162 2378.6512 566.8675 3056.975 2015.93 2431.3938 4126.5312 5734.5612 5205.3137 4336.7062 1393.2925 2976.26 2919.825 1801.9587 1255.2438 3055.8437 2045.0137 2547.3487 3651.995 980.91875 966.055 3281.7975 2549.1225 5983.4588 2321.0562 3799.4375 1308.5412 1975.8613 3843.1275 2838.525 3135.0325 2186.6275 1499.6087 984.3775 1450.425 1501.2162 2035.7137 6196.5013 2078.5775 1575.7463 2912.83
1567.2363 1156.9563 704.1175 835.38625 1368.8175 1454.7625 2218.7425 3926.4175 3315.9988 2830.0488 1834.1825 2369.6288 1322.0025 1343.9725 3971.8412 777.33 1591.455 2126.6362 3637.5475 2369.385 2487.8037 1669.0375 3264.075 561.33625 2137.425 1644.9912 666.59 2104.5775 3182.1812 1557.605 2600.595 1701.6475 1894.705 3241.54 2032.9575 2134.4988 1267.4963 1759.69 2726.3075 1490.74 1556.1875 2171.1987 6215.1312 4988.2337 2915.4662 4907.0862 4098.03 3633.0762 1274.575 2385.4 3715.7725 6089.8975 2565.065 3483.9925 2280.18 2553.1237 2256.8925 824.305 1917.3475 2058.875 3717.3425 3381.2213
1643.5575 1351.965 591.80875 1392.7162 2648.2675 1227.4187 2194.0725 1013.6188 4410.2625 2092.195 6470.8625 2782.4613 2243.1163 1968.2287 3146.7562 3494.7025 2849.1175 1150.1225 3175.82 1531.345 1402.8175 1300.36 4601.6762 538.69 4989.4425 1588.8138 1440.68 4498.6762 2857.9788 4260.6275 2775.8488 1756.5738 3464.5238 2834.3562 1745.7225 3098.4312 2660.8438 4448.2275 1408.2212 3520.1675 1346.3125 1299.7088 3214.0075 6446.6963 2618.8062 6563.6188 8193.9875 1190.3163 849.095 2496.17 3990.585 7018.5325 2956.5238 1976.9088 1155.8613 1626.7412 1743.5737 1470.9713 5432.175 1055.8862 1995.5488 1975.7037
1582.035 3218.3212 807.39375 3034.5712 1073.41 916.7125 1298.0925 786.10125 3309.9425 2423.3662 1135.6275 2905.3687 1173.6325 1912.9438 2443.9775 1716.6538 870.00375 1397.4188 1367.58 971.91625 2938.2788 3128.27 1157.45 524.0875 2014.9962 1367.6125 1146.4575 2059.7325 3425.4612 1866.77 3636.58 812.37625 781.055 1346.9337 1879.3225 526.39625 1573.7525 720.53125 2547.3275 1932.92 1485.52 2069.185 3036.1575 1604.9338 4026.8775 1994.4462 2092.2475 2852.4325 1472.8362 2133.675 1357.1625 1814.3375 2365.4537 2675.0937 1180.19 1533.6225 1964.0837 1325.2125 1317.71 2595.435 861.10625 1911.4012
2854.9875 3855.5338 2138.8725 4699.395 1207.4162 576.78375 2604.635 1077.6875 6966.7813 1488.0175 2039.5575 5638.2213 3065.0138 2698.3637 3092.67 8418.0475 1740.2262 807.14 2124.6012 511.85875 3335.4088 2639.21 1069.245 502.19125 3436.805 3590.0875 2962.8488 6723.9675 7713.3038 3387.3863 5392.205 843.62625 1653.2287 3727.8238 2278 2143.3575 2897.5588 2138.5875 1945.9038 3366.1288 2753.625 1314.6662 2850.95 3987.2312 5379.8825 3666.9275 3630.6612 2861.675 1588.7088 4472.4412 4387.9862 6491.285 4711.905 3628.4825 1575.6825 1818.0688 4127.2787 3051.5288 5229.73 2770.4612 1651.995 2886.5775
2513.335 3097.4538 1734.115 3312.4812 1201.7687 745.34 1743.8225 1956.6438 3493.0212 1670.8625 484.6975 2167.53 1898.8738 2129.7087 1965.465 1875.9375 832.81125 1241.8537 1565.1562 908.2275 1152.4612 3132.3375 803.5675 473.665 2354.6875 1840.1275 1904.2725 3895.1725 4246.7012 3372.7488 3674.7338 589.58 750.81125 2916.3838 1659 1058.3562 2544.1362 1027.29 1942.5775 1601.035 1464.5225 1749.36 2115.1375 1874.3612 2946.4338 1996.3838 2888.33 2720.4238 1012.32 1925.5125 2104.5188 2700.7525 1991.8162 2835.3675 1229.3662 1307.7588 2214.14 973.625 2086.785 2260.7362 1367.3462 1747.9625
930.07125 1667.5425 905.62 854.42875 1733.8238 994.6125 1068.4188 987.24375 478.95875 2562.0838 2381.2488 1431.345 1758.8725 1312.3275 993.73875 552.00875 1453.6625 1742.7675 867.7275 1398.5812 1808.1975 2822.9975 1802.6588 1285.6387 1897.485 1058.4975 1111.7225 2526.5875 2513.995 2491.5338 2028.66 1144.3975 1127.325 2187.28 736.67 802.01 2418.115 979.4525 1015.11 1063.8238 655.935 1354.0962 667.64 986.26625 1116.63 1404.3712 1582.86 1464.1975 827.71625 1576.485 1265.7612 1617.015 1281.0162 569.32 889.70875 461.22125 1004.5112 781.6775 1820.9188 514.63875 731.34375 786.16375
3166.58 2779.3038 1378.12 1880.54 621.65 540.46875 1901.3812 749.75 2721.45 998.76875 5213.7875 4142.28 842.92125 1673.9525 1782.7125 2936.06 3119.1512 1409.38 935.8 730.46 2719.9425 2299.9662 1430.48 460.31875 2500.815 1716.11 1802.7262 2912.8675 5319.1938 4799.7612 3518.4137 1661.2188 2359.9738 1658.42 2132.2538 1265.5163 2009.0012 1604.0588 1381.64 3790.585 995.7 1459.83 4164.0963 5684.5888 3917.55 4449.0187 2216.5425 1548.32 2050.5237 3106.4588 2963.33 4989.6612 2707.2788 741.62375 1435.22 701.135 1243.3875 1907.5412 4538.2575 2030.5062 1768.6612 2404.915
930.30375 1064.2675 797.1925 1329.3225 1381.4825 1236.0762 1749.7912 1259.8238 3580.59 2256.7062 5492.2688 2775.6813 1458.19 1421.7212 3158.8275 4327.8812 2074.6237 797.04 1437.3013 1379.7425 1397.305 1059.9275 2962.7325 439.67625 3377.2363 1075.0762 1233.9725 3553.1625 2139.6212 2705.1787 2580.6775 1656.3125 4568.8 2970.5662 1271.845 2144.125 1230.3538 3603.4712 1177.5475 2435.16 1432.1562 1644.495 2589.8162 4361.1788 2681.4187 4555.5312 5038.4225 1220.0613 972.24 2725.8488 2857.98 6190.5762 2857.015 2368.1938 1635.4838 1752.6825 1786.6825 1263.22 2897.3463 1122.9712 1332.6038 2080.17
