"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55"
4.046902 4.306987 4.029174 3.9914 4.206159 4.108958 4.039939 4.031861 3.999374 4.054352 4.31997 4.067949 9.442138 9.939182 4.009809 3.940905 4.163519 4.182451 4.284675 4.073834 4.417606 4.218683 4.139199 4.157027 4.185143 4.320763 4.136128 4.155582 4.219329 3.948948 4.044326 3.953911 4.00376 9.267328 4.128537 4.048332 3.98413 4.702687 4.277372 10.818037 4.01201 11.2205 4.175561 4.172969 9.411647 4.083012 4.119116 4.145436 4.166417 4.228935 4.278741 4.028336 4.051253 4.142783 4.351219
6.645791 6.532274 6.092849 6.16079 5.826058 7.659355 6.184089 5.983406 6.213757 6.058823 6.677513 10.134013 5.934359 6.139719 6.355275 6.477395 6.153252 6.41904 13.078546 8.218171 6.126032 8.664746 9.78836 6.397777 8.599973 6.908718 9.737235 6.43746 6.335638 6.366185 6.881572 5.996895 6.479959 8.681598 10.325271 8.061809 6.224446 6.242716 6.558156 6.25919 12.390681 6.086857 8.413604 6.277039 11.331827 6.474633 6.423485 13.085089 6.28071 7.045381 8.25443 7.814026 6.483576 8.761126 6.045186
10.597737 7.812532 10.542396 7.708542 6.343444 9.252853 11.6953 8.299324 6.420127 6.007476 10.325019 12.430386 10.03846 8.973232 8.824225 12.32142 9.343837 6.717662 9.589308 10.081908 9.702749 9.12615 9.182799 6.694997 6.582797 9.724213 10.224474 10.860705 10.370084 6.837248 10.56153 6.886111 10.72008 6.918394 10.48455 11.189311 11.186042 10.674709 10.993721 10.894075 7.709221 8.338408 7.337641 11.937884 8.842824 11.170025 8.965786 11.926394 11.235012 12.358505 11.442078 8.781979 6.564279 11.01853 7.593596
10.805554 8.639826 4.807935 10.399522 4.603054 8.864195 7.703232 11.062299 4.977598 8.808234 8.227411 10.339141 5.315975 6.374753 5.534859 9.035115 8.759933 9.128201 8.606979 11.79215 8.725956 9.64585 8.278628 9.576137 9.65919 8.392023 7.952021 9.012843 5.079358 9.878297 8.728842 5.335077 10.342507 10.723652 10.12509 10.045294 7.876224 10.071736 8.998799 8.468531 10.91735 9.465731 7.646069 8.140001 11.160347 9.596495 5.896407 9.00703 10.408559 9.532383 8.611231 8.263331 10.596458 11.580913 7.279947
6.418825 6.721837 6.444913 10.907691 10.474861 6.345431 6.175486 6.307128 10.505877 6.401334 6.774711 9.952313 6.440121 10.470343 10.576472 10.209014 6.44156 10.307697 6.479234 6.24507 6.660888 6.530462 8.696937 9.587794 6.649641 6.593947 10.612877 10.585408 6.545652 5.952592 6.192972 6.321467 9.87698 9.802025 10.137107 7.988828 9.950499 8.336881 6.213993 6.349268 6.468441 6.381396 8.70226 6.391033 6.564017 6.349896 6.665047 8.191294 6.463615 8.751944 6.582143 6.202127 10.604929 6.159441 11.259914
9.615521 7.697146 8.404786 11.901203 13.21237 10.958634 9.412243 9.287431 8.866705 10.01658 11.55062 8.160395 11.829932 11.692522 6.736007 7.29304 11.040398 12.626654 6.681685 10.463908 9.753915 11.552139 11.228446 6.748587 8.616641 6.446267 7.205169 6.897102 9.190292 10.914196 8.590911 11.927363 7.833132 10.551224 10.192313 7.89994 11.084371 10.205784 7.531892 8.42137 6.508313 8.536807 9.673806 10.36184 6.812425 7.72283 11.403025 9.168037 7.399598 7.932689 8.699384 10.316195 10.917732 10.678247 7.202396
7.342515 4.907035 7.29086 8.563922 4.657756 7.155342 4.662487 10.042756 7.278474 7.880022 5.023577 5.550445 4.88539 6.12927 5.049893 4.845123 5.968829 4.772955 5.901438 4.908753 4.799321 8.171835 5.351661 5.200721 7.684978 4.475479 7.397307 7.338376 5.844111 9.668248 5.675015 8.360733 8.576175 10.456364 8.397631 10.782625 6.566173 9.003758 7.507152 9.496242 8.466103 9.00795 9.24046 6.102262 7.927953 10.210561 5.318712 9.687908 8.175695 5.495372 5.266557 6.920787 8.141252 8.524256 8.08867
9.435698 7.664921 4.830421 6.920754 4.597374 6.393742 4.33729 8.334896 4.497485 5.875246 6.126062 7.757875 6.366931 5.646212 5.015662 6.004848 11.070887 5.40997 5.201811 8.370438 6.327291 7.210331 5.29881 7.812371 5.913731 7.281326 5.776132 6.550033 4.868671 7.544382 6.9393 4.428174 7.637075 9.708797 8.497584 8.005089 5.476647 5.686763 4.960278 8.143254 9.19711 5.790799 6.583184 4.589458 10.749108 4.758095 5.719936 9.407178 11.41949 8.035918 5.688657 6.876399 8.249538 4.61452 5.291567
10.752344 7.338764 10.976279 6.424064 6.596865 7.609945 8.429226 8.019585 9.667906 8.290095 7.517032 9.018509 8.736339 10.918927 8.323594 6.342097 8.759474 6.525007 10.416818 11.953408 12.234758 10.761432 9.415622 9.377218 9.303759 11.886575 6.713422 8.836765 6.859257 11.156491 7.425161 8.930715 11.916522 6.88491 8.945484 9.66941 8.792317 10.197904 8.033691 5.736856 5.834804 6.863629 7.772166 8.303054 6.92525 7.350244 7.693169 6.848497 6.302586 7.518209 7.37664 11.872614 10.88502 8.748912 6.729042
10.034957 11.164608 11.560541 9.381557 6.338246 10.972235 10.66231 10.115308 9.180328 7.128308 11.62216 11.397307 11.125539 8.601718 11.234359 11.301026 8.8148 6.92773 11.798447 8.833667 9.546031 11.007242 9.397127 9.245442 10.854183 8.973403 11.211393 11.832362 10.708567 6.630478 7.071674 9.076897 12.053886 6.510554 11.15002 9.64994 12.139306 10.569274 11.77365 8.819642 6.993364 6.678954 6.944562 12.152196 11.407668 11.228169 9.520002 8.992163 10.391585 10.825487 11.264035 7.485159 6.828333 9.121417 7.452475
10.547231 9.331862 6.332895 10.328989 5.464007 10.329354 8.214141 8.67812 5.920194 7.260531 11.304396 11.466786 9.967889 9.953805 10.193128 8.458906 9.293014 9.132568 8.453451 9.629217 7.842591 8.583681 6.705934 10.469348 11.613803 11.182936 9.741094 9.590565 10.085216 7.527134 9.418541 10.565312 10.159038 6.245158 8.017824 5.589924 9.840815 8.198542 6.838457 5.890119 6.214437 6.292202 6.328334 7.819858 10.088581 7.166371 9.930851 9.892947 11.119275 9.875188 8.27614 6.146671 12.312823 8.568711 8.65224
8.010445 5.254531 8.182908 5.368145 4.442349 6.673409 9.453727 5.227788 4.975049 4.515815 7.773926 10.244232 5.763828 5.782144 5.912475 10.305149 6.725686 4.340635 5.746276 7.375992 6.08034 5.927597 6.193896 4.740951 4.937952 6.949284 7.608939 8.694486 7.301486 4.670155 7.356071 5.082339 8.144935 5.032392 7.942657 9.230037 8.390974 8.389573 8.652371 8.549724 5.173433 5.231441 5.044039 9.520657 5.138914 8.708509 6.416208 9.047321 7.83064 10.276387 8.910299 5.887005 4.489448 8.353711 5.540131
4.434378 4.460531 4.244508 8.620453 8.248979 4.387346 4.566543 4.295001 8.149984 4.392531 4.549455 8.209607 4.36404 8.407 8.068473 8.267504 4.182849 7.728451 4.451509 4.364354 4.569738 4.43896 6.324568 7.535888 4.405431 4.536372 8.588679 8.756854 4.442817 4.294659 4.440142 4.374826 7.538828 7.494642 8.040165 6.111889 8.379924 6.338967 4.579313 4.501364 4.373494 4.506413 6.618777 4.53493 4.442196 4.53045 4.486328 6.456613 4.340144 7.512499 4.348429 4.322821 7.93815 4.179111 9.275252
7.264544 4.466283 5.7464 8.016396 4.213665 6.157327 4.535778 9.485068 6.944185 7.416559 4.953755 4.984612 4.91917 5.790219 4.675742 4.374557 5.204662 4.450484 5.277638 4.603517 4.689152 7.623871 5.197 4.817674 6.656186 4.331412 6.666211 6.930677 5.540831 8.954171 5.253495 7.847775 8.038846 9.820409 7.791787 10.579968 5.409146 8.869278 6.926953 9.002457 7.823605 8.310505 8.809516 5.81203 8.049658 9.464669 4.859468 9.21433 7.460427 4.938955 4.860249 6.508758 7.851179 7.740123 7.260897
10.416384 10.861445 10.519097 9.971058 6.355539 9.800334 11.933787 11.710239 10.132122 10.20433 9.700063 9.967836 10.953156 11.989785 11.028778 11.501939 7.487948 8.160396 9.956662 11.333855 10.890147 10.26073 10.69087 7.680201 10.41456 11.24371 10.971405 10.696264 10.470928 6.02745 8.806248 10.658 11.140432 10.549191 11.278994 10.210359 10.995617 11.368202 11.009059 8.941036 5.618591 5.235392 8.395525 11.408099 11.10993 11.357005 11.429617 11.517016 10.341226 11.903136 10.204575 4.997796 11.744062 10.957058 10.071949
7.158322 7.99934 7.405588 5.453608 5.257186 6.020183 5.84521 6.744112 10.146577 5.23144 6.695869 9.966834 8.024486 8.807855 5.97831 5.500885 7.78258 5.878883 6.130378 8.779577 6.00413 7.445037 10.040377 7.633828 8.162222 9.074639 5.599436 9.055789 5.000967 9.955821 7.226813 5.187896 10.016776 8.4971 4.781447 5.695889 7.832097 5.062857 8.691206 5.008431 5.482966 5.787687 6.291237 5.291038 4.614914 6.0162 7.310712 4.972378 5.35037 6.173317 5.559434 10.931331 9.629489 6.102613 5.912941
10.976981 10.360476 11.555595 8.894505 7.315294 9.007825 9.156159 6.549061 10.57769 10.350128 10.695313 8.760684 11.241907 8.127978 11.495324 10.468034 8.717635 6.538519 12.035049 11.133937 10.128564 10.763639 9.672351 6.31102 10.590377 9.531835 11.545831 9.847898 7.038384 6.254301 6.495712 10.667435 10.072711 9.163735 9.070418 8.16155 11.826817 9.227354 9.236796 8.071091 8.230299 6.086494 9.299521 11.016623 11.735648 10.646755 8.264905 10.722387 8.689361 11.296282 11.311755 9.077534 5.899801 10.806053 9.855926
6.196739 6.583603 9.292349 6.152334 6.302158 6.610817 6.248758 6.454086 6.487316 6.87897 6.569662 6.470345 6.198765 6.604483 7.540454 8.115405 6.745589 6.108294 10.969883 11.665513 12.284739 6.753677 6.408542 6.328395 8.646265 6.568066 6.529422 9.671608 6.455987 6.227175 6.471698 6.460579 6.447052 6.245546 10.180772 7.313453 6.863644 6.610681 7.150723 6.701916 6.632482 6.382029 6.391385 7.670811 6.536723 10.516236 6.476854 6.325505 6.408559 6.931094 11.868384 6.19781 6.264593 10.808792 6.40268
8.53212 7.997983 7.448626 8.407281 9.479972 8.907821 8.763223 9.041647 9.49582 9.509476 9.515211 9.271268 9.223696 9.499358 8.817373 8.723012 13.352504 12.936051 6.891057 10.397879 8.631873 8.700207 9.871701 13.392812 9.375179 8.939947 7.956527 8.146316 7.555006 7.619701 9.196362 12.578057 8.679651 9.276733 12.446194 7.133189 8.474257 8.292948 8.896928 7.780617 9.597579 7.68989 7.797394 7.853279 8.130873 7.9319 8.380731 7.390604 8.811308 8.278766 13.432635 7.753316 11.748796 8.957309 9.095415
6.585933 5.650785 4.917386 4.600122 4.868093 4.753124 5.437141 5.10181 4.952641 4.602361 6.329648 5.356824 4.687898 5.035907 7.981897 7.604198 4.715137 5.131359 7.733243 5.63049 5.909275 10.266202 6.764783 5.331029 6.675994 5.833132 5.190117 9.716022 5.948187 4.824518 5.002199 4.665426 6.514599 5.045784 9.444489 9.438521 8.491068 8.464064 7.163548 7.848612 7.808904 4.950536 6.200849 9.025061 7.880552 5.819289 4.561174 7.530897 4.886863 7.209936 8.720234 4.29587 4.84888 7.548474 5.192042
7.363005 7.686315 11.092356 7.455239 7.606498 8.760878 7.919584 7.235279 7.752632 7.844399 7.843006 10.332318 7.140136 11.242509 7.456911 10.395269 7.363002 7.937793 10.753552 12.870483 9.179203 7.730521 10.661433 7.245563 11.265106 7.694438 11.274095 9.49282 8.641069 7.639014 7.074855 7.658742 9.125558 11.233229 9.192999 9.228267 10.278616 10.281928 10.66023 9.676695 7.898752 9.599569 11.57317 10.356592 9.449604 10.049246 7.822922 11.609356 9.307449 11.734408 10.441855 9.858784 7.55495 11.918507 7.212192
6.513608 7.574439 11.180548 6.620002 7.077241 6.464785 6.878355 6.183502 7.297105 6.915679 7.0455 6.464277 7.87173 9.230025 6.485712 6.521922 6.979069 6.298652 12.06912 11.795685 9.943084 7.836648 11.043442 10.434748 9.822117 7.706286 7.008245 7.190054 7.075536 7.424771 6.337087 6.662369 6.495645 11.555165 9.117875 9.368292 7.140914 6.630514 6.612943 7.02127 8.898545 7.320606 8.131905 6.54006 8.697792 8.714837 6.533858 6.753033 6.548249 6.629243 8.577731 6.603848 7.744918 9.413491 6.480075
7.205594 6.862956 8.884306 9.28388 7.978965 8.568532 8.03528 8.295477 9.261141 9.355452 9.163533 11.860693 9.677563 10.552068 6.912789 10.245879 8.833382 9.42183 11.245924 11.51132 9.420682 9.754725 12.263344 10.934039 7.826787 7.875665 10.980895 9.373303 9.55924 12.653303 9.448166 8.778165 10.4534 12.101756 12.147177 12.784075 9.322989 9.748152 9.578118 12.444791 11.952826 11.862451 9.526494 10.456944 12.326957 10.699415 8.231973 11.471889 9.546665 11.887251 10.043557 8.723436 8.049459 11.788952 8.762377
7.622418 5.52698 5.025394 6.323977 4.741968 9.784731 7.227198 9.651293 6.33245 7.405908 7.138958 6.671054 6.140125 6.166373 6.23449 9.249501 6.932401 5.259688 5.103674 5.138655 5.614694 8.950469 4.850845 6.081367 9.715696 9.287614 8.328759 7.60422 6.933971 5.464385 6.270109 7.716917 9.647137 5.427203 5.874528 10.110709 7.203495 6.395588 7.554757 4.645097 7.147975 8.530659 5.078377 7.732713 5.493273 7.982462 9.306984 6.437769 8.42625 9.048412 7.19744 4.57805 7.71508 8.585507 8.605139
6.747293 7.131732 3.969179 5.650275 4.203217 4.998862 4.149985 5.340603 4.237401 4.44582 5.061566 6.243053 4.274333 3.945108 4.543968 5.068358 10.095061 4.317826 4.005696 6.456093 4.556166 5.646578 4.346456 7.568576 5.12961 6.475824 4.511288 5.523492 4.374162 6.142679 5.031556 4.260809 6.104384 8.723446 6.639828 6.88996 4.401127 4.743523 4.270843 6.257388 8.297854 4.624826 5.157579 3.941735 9.507753 4.246564 4.487962 6.681967 9.720246 6.85746 4.62766 5.481764 6.722451 4.226809 4.452776
6.502604 9.094012 6.400425 6.416905 6.304727 6.273037 9.306104 6.651535 9.471854 6.345621 6.641327 9.865164 6.230195 6.245289 6.271635 7.918521 6.355733 6.351395 6.267433 8.70492 6.418109 6.850804 9.215843 6.474577 11.05457 6.426285 9.767191 9.574073 6.381661 6.516568 6.497558 6.356068 6.210836 11.301258 6.274151 6.529331 6.392767 6.373054 8.951378 6.733063 9.074726 10.76482 6.759132 6.372588 9.098674 6.569937 8.72268 8.148737 10.03559 9.117448 6.500804 8.630952 9.344637 6.436338 6.163414
12.020433 11.218809 13.152431 9.65373 11.919814 10.112962 12.402527 12.325679 11.434438 10.568997 9.702908 11.912363 7.255682 9.585547 11.611972 11.239508 11.192454 13.01026 12.247245 10.825973 10.868184 7.109702 8.829863 6.845433 8.658918 7.535908 11.970113 11.668649 11.588775 12.166007 12.382105 10.755224 10.125558 12.456237 11.769583 11.861059 10.160081 11.941027 12.28495 11.965088 12.140964 9.998154 11.279212 10.785767 11.579458 10.875021 8.070638 11.375321 10.95212 10.762395 12.010956 7.977255 11.616192 12.053267 10.664378
10.075409 9.128226 10.661929 10.219192 6.356014 5.293456 9.955921 4.837331 7.862267 7.580681 10.148899 6.336519 8.066037 9.750558 9.959439 9.90381 6.570091 7.019127 10.605154 10.15005 10.011945 8.801511 9.593761 6.913492 9.505699 8.647643 10.497703 9.566071 8.68148 8.861107 10.514005 6.590513 7.392523 9.557103 10.021541 8.406441 9.185992 7.946037 6.967936 8.46632 10.251458 6.811928 10.185888 9.359231 9.534658 7.043164 9.228801 8.416808 9.886894 9.746168 10.624515 10.571304 8.213823 8.935953 5.412486
10.028369 10.696831 8.424775 9.840449 10.103001 10.211609 9.014386 11.789786 8.513506 9.39908 8.031829 11.714481 10.666505 11.162851 10.375785 10.694314 7.219713 11.747911 10.406668 10.612896 11.790452 11.048898 7.619621 9.743994 8.341834 7.804598 8.861517 9.251411 8.74955 9.953832 10.236709 7.984438 11.281102 7.72694 11.123997 9.536526 10.387723 7.402276 11.36579 10.79682 8.097299 11.166418 8.246686 9.022574 11.167347 7.28153 7.115332 7.488855 7.057414 11.268775 7.058259 7.173222 7.895308 10.632612 7.57856
11.932672 11.241225 13.360743 8.670949 7.878969 10.056374 11.101597 8.706468 9.68002 7.637267 10.949087 13.194096 11.247475 11.026932 9.432823 11.562119 9.297335 10.931099 13.741531 13.076421 11.3546 12.033296 11.903115 10.841672 11.288986 11.151941 12.00105 11.884248 11.866212 10.778261 13.202585 8.794183 11.820368 13.167491 9.067096 12.541513 10.991377 11.468233 11.359967 12.82682 13.361382 13.317849 12.322813 11.13209 13.418651 9.623562 9.13819 12.341996 9.087378 12.089852 11.912729 12.504011 10.657597 10.917851 10.336927
10.443544 9.197383 11.441715 12.200909 6.398831 10.994467 11.700216 10.639181 10.122925 11.193663 11.218893 11.399183 11.312554 8.349099 10.362961 11.538857 9.78607 9.472846 11.694607 9.533228 11.735774 11.800585 9.363679 11.109001 10.627919 10.98624 11.054797 9.893844 11.072581 6.160762 10.330976 9.50465 11.661163 7.386444 10.061172 8.305801 11.490245 9.410764 11.110913 9.41547 6.12652 6.808754 10.211076 11.649056 9.529682 10.131026 10.987678 9.327636 11.501845 10.725957 11.030029 8.450472 12.35356 10.083863 10.989994
11.035872 10.28088 12.838955 10.046366 11.403053 9.567038 12.133419 13.223224 12.120151 10.468907 8.534137 11.067929 7.168989 8.467312 11.436092 10.702501 11.398081 12.763396 11.043733 10.717499 9.773897 7.520532 8.619887 7.090877 8.54341 7.853468 11.854328 11.497478 11.035872 11.807999 12.186107 10.077029 9.919916 11.72267 10.529723 11.485832 9.569479 11.33652 12.225754 11.88391 12.931063 9.211257 10.86762 10.460505 10.939436 9.408294 7.660856 10.442647 9.769673 10.530948 10.911705 8.197505 10.904808 11.064646 10.262942
10.545601 12.088215 8.061662 7.766135 8.287944 8.11643 12.107289 7.486455 7.760019 8.101931 7.86761 9.282839 7.815815 10.606189 8.170972 8.779325 7.980163 8.097225 12.347648 11.359251 10.159762 10.823257 12.27996 9.108635 10.504063 9.238314 11.305058 10.480453 8.349618 7.803838 10.862097 7.789263 9.402885 9.965222 9.066748 10.749667 8.050512 11.410161 8.632242 8.475225 12.370218 8.040081 11.057971 11.178552 9.897797 8.881291 8.082705 8.879425 7.951753 8.589067 10.164334 9.537161 7.735124 11.425424 7.818243
8.227242 8.00335 9.867425 8.699374 9.635673 7.646699 8.353223 10.385924 10.518226 9.582461 10.406915 10.895318 9.754376 8.655834 6.940288 11.130723 7.096338 9.316992 8.833483 10.292557 9.623324 8.363863 9.024826 10.582554 7.059923 7.151411 10.418341 10.512243 10.346183 11.384201 9.036946 8.254401 8.183387 10.144104 7.933973 12.644598 6.373712 8.754921 11.618953 12.116225 11.930421 11.93424 11.225801 8.880956 10.187656 11.33482 10.167957 8.401992 9.145328 10.587847 9.600744 10.756623 8.132178 10.623255 6.959507
