"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76"
8965.84 8913.16 9776.84 8767.75 385.576 5493.05 10796.9 10308 8626.4 5.823 9545.03 10799 7496.49 4002.54 6202.89 9108.41 11300.4 10343.8 8796.22 8201.18 9944.61 10109.1 10422.9 8671.07 9130.16 190.174 118.495 957.928 853.755 8745.24 7538.38 10593.2 10011.1 4795.72 8060.47 10010.6 2500.65 5479.32 658.368 6470.71 724.176 10483.7 4502.28 2165.1 9653.72 4903.11 8753.8 7443.64 8666.97 12854.1 10274.7 10691.6 9183.32 11337.3 9710.37 9728.04 9956.18 10082.4 7936.48 10142.4 9667.58 8199.35 8688.45 7379.69 6511.25 8077.7 9623.16 7621.18 8591.01 6118.51 7036.96 8639.77 8098.82 7899.15 9474.8 8587.46
10055.6 12282 13430.2 13813.9 13939.6 21361.7 11829.4 6986 9791.32 8043.27 13776.1 13133.9 16472.1 21337.7 14071.6 12136.4 10902.3 11471.1 16731.8 9767.09 8713.44 12354.4 10720.3 11854.4 11357.8 11314.4 16848.6 11811.7 21633.9 12560.6 10836.8 11190.5 9315.81 12450 11641.4 8736.72 13691.6 16249.2 13910.6 15723.9 17867.9 11174.7 15705.2 18459.8 18515.5 17393 11605.8 17861.1 12880.1 11857 8519.38 11240.5 9839.54 11116.3 11451 10992.6 11279.8 11083.7 11220.2 12747.6 12093.8 11233.2 7095.06 11727.8 12079.3 13510 11211.1 10590.8 8265.26 12612.9 13285.3 12336.7 10518.4 11684.4 10850.1 9224.7
8188.6 3864.7 9899.71 636.3 129.318 653.776 745.801 3617.86 4934.39 63.943 5528.04 2711.97 133.174 142.532 241.416 600.514 626.049 664.57 673.429 11048.2 559.385 378.708 3644.72 676.108 550.472 135.277 110.227 124.186 204.367 8080.29 760.625 2478.43 365.523 142.947 3587.19 2695.01 173.327 709.272 218.15 285.585 4059.08 5659.07 2689.25 610.624 257.614 624.341 123.944 874.782 125.082 1578.08 2267.28 9695.88 3258.5 211.806 863.596 206.649 3361.3 7127.3 259.728 12424 5118.52 114.745 2993.78 297.49 119.111 108.117 8192.38 58.011 92.554 136.309 166.836 94.353 109.303 364.835 73.261 4125.53
3476.38 3156.5 5677.19 481.482 749.655 225.99 1552.54 8963.79 3237.63 54.892 6104.21 4743.33 233.686 201.96 364.413 1971.4 5365.83 3424.57 1148.66 3308.61 10326.6 786.433 1891.5 5584.09 8640.99 4466.65 477.515 1050.94 233.608 699.244 956.25 8573.93 3808.79 969.362 2408.31 11141.3 426.034 154.43 195.692 680.142 228.736 4586.23 230.49 218.764 419.85 204.969 297.61 1332.8 653.037 2863.16 4921.57 1601.97 2746.15 5464.12 5110.72 6459.48 6421.46 5088.76 2768.43 8090.13 3405.27 3958.47 6784.54 807.151 507.583 1428.07 3891.97 4425.41 6770.94 517.883 211.513 3592.5 3798.97 6020.44 4151.02 4548.77
9542.55 11579.8 10695.8 13227.6 12480 18699.5 10265.9 7052.17 8650.84 5702.59 12563.5 10752.8 14523.2 20284.3 12414.4 10314.2 10263.4 11085.3 14785.8 7885.69 9011.45 11572.2 11022.6 12235.4 10539.7 9450.68 14662.9 10378.6 15342.8 10874.1 9889.35 11816.1 8458.39 10316.2 10847.1 8223.39 11529.8 11792.6 9763.25 14607.1 16597.9 12640.2 12842.3 17072.2 16314.1 15813.4 12322.2 14862.4 10870.6 10551.7 9028.02 10451.9 8517.71 10132.4 10984.9 10944.3 9454.22 11110.2 10440.8 11054.1 9440.56 8739.08 5665.75 9890.68 9579.9 11750.9 9040.27 9524.44 6988.76 11899.7 10763.2 11744.1 7451.74 10532.2 10300.4 7606.74
2578.25 666.939 2659.26 599.977 212.596 170.948 2454.14 4083.71 2141.76 17.89 4088.31 2154.38 747.029 273.013 363.428 6257.98 11711.8 8522.63 204.039 4193.9 832.991 353.367 563.927 1778.56 1754.07 382.485 154.802 212.072 246.39 2032.64 1272.95 950.985 2136.37 473.388 747.844 3017.79 318.372 402.248 299.365 625.786 214.955 2989.84 273.022 215.707 486.555 284.215 218.616 233.484 778.435 3870.48 847.704 624.426 8454.15 685.406 6027.82 128.848 374.833 2622.97 2660.27 2786.56 2093.57 5468.78 6883.35 560.832 1203.04 2478.33 9529.15 4664.36 8795.04 1381.13 666.443 7828.14 4114.77 170.937 6908.11 6125.64
3913.78 1226.92 3279.11 1490.35 170.23 147.17 4231.87 4272.07 2848.92 2.077 3363.87 1879.3 1541.88 195.903 465.429 8263.7 9842.14 8084.46 249.378 4037.01 632.081 1028.11 1265.23 1343.63 1199.67 317.296 107.178 242.374 178.176 4754.24 1541.63 1018.8 2659.03 1038.26 1265.2 2597.68 309.465 357.853 123.252 792.755 136.613 2491.52 208.871 138.852 935.128 168.932 541.135 220.892 1209.87 5199.47 868.438 715.599 7367.18 472.912 6735.83 88.582 339.455 2490.87 2889.67 2282.01 2062.2 5822.38 6401.92 1394.52 2890.71 3453.88 8711.49 4192.03 8172.64 2596.56 1090.45 7729.97 4966.26 152.59 6594.14 6412.71
5417.02 8055.31 9756.11 4646.67 6148.83 1899.39 5682.39 6460.49 7688.29 2.677 8136.12 8149.26 1520.65 954.041 3614.58 5984.07 7269.67 7101.26 3631.26 7418.66 6929.72 6786.14 7072.74 8215.09 5780.08 7652.79 4673.65 6611.86 294.977 3327.27 3726.33 5789.88 7131.55 3885.35 6185.16 7334.31 2623.6 1589.92 364.047 4101.87 424.454 9012.79 1591.14 277.882 3524.9 2043.66 2260.21 6542.32 5399 5097.33 5171.83 6726.71 7829.01 8383.35 7708.65 8549.43 6456.52 5793.71 7429.45 6012.74 7619.86 8837.87 7686.54 4644.96 3918.66 6128.24 9055.33 8668.3 8193.25 4410.71 2525.38 7984.68 7171.02 8038.85 9096.5 7869.99
8144.34 10205.1 10404.5 4877.76 7047.22 5043.16 6484.07 10411.4 9334.58 96.5383386475271 9923.42 10834.1 4229.55 3665.48 7556.71 5764.32 8249.47 7484.98 7672.23 10419.6 9635.92 5815.69 7650.24 8368.33 6933.15 8588.76 6984.85 9130.46 837.616 4873.35 8975.22 8480.49 10181.8 8233.09 5052.02 9897.89 5320.24 4550.13 1203.6 8113.57 2825.44 10516.9 5914.76 1475.41 7043.01 4267.65 1710.22 8357.88 7424.86 5500.66 9250.53 9350.81 8458.49 9515.77 7134.58 10513.9 9524.41 10877.3 9170.79 7969.6 8351.76 9469.74 9972.59 7439.98 6096.95 8115.68 9035.4 9417.89 8057.74 6873.03 4616.51 9034.27 8915.39 9029.73 9310.18 9123.69
8935.88 10497.6 12621.6 6906.12 7319.79 7560.88 7626.61 9932.66 9781.44 174.257 7638.61 12017.1 6166.1 5198.28 8120.17 7340.96 7552.33 7448.86 8008.31 10485.5 8518.35 9691.01 9205.71 8203.27 8173.07 8579.72 8364.62 8795.47 1139.12 4983.71 9051.98 9714.2 9642.38 9738.61 6714.23 10139.5 8610.42 7023.65 2076.75 9874.89 4726.82 10239.6 6585.34 1775.62 9199.47 5775.94 3618.78 8033.32 10970.7 4743 8919.78 10076.2 10633.6 7838.16 8681.33 6851.4 10605.4 11005.3 10857.8 8846.77 11214.4 11969.8 10828.9 11491.8 10381.9 11120.7 10935.4 10551.3 9703.06 9451.87 7963.71 10013 9349.67 8623.35 11751.1 10661.2
4604.92 4154.65 8890.74 1669.44 242.875 2528.21 5412.77 3238.04 3778.83 4.07 5480.7 5623.17 2493.43 723.514 396.965 2730.45 7861.3 5315.3 4088.48 2166.13 6025.3 4185.6 7218.01 3750.55 4555.9 244.037 85.435 552.883 294.495 3162.64 3095.75 5586.51 5121.59 582.77 3321.06 5289.33 772.369 3177.6 201.459 534.212 2671.57 3986.58 3302.55 748.27 7320.9 5932.14 3952.09 5632.21 443.304 5685.53 4577.43 7004.4 3866.12 8696.06 2018.24 7521.64 8021.76 6341.35 2847.23 6494.47 4229.09 76.779 2248.94 939.591 2678.87 2091.21 2304.89 41.103 2995.5 596.546 1570.48 308.146 71.408 5242.23 1770.93 2528.72
6861.86 7056.37 7543.22 5608.58 4737.67 3323.82 4718.18 6873.79 7842.6 73.7012255870941 7411.15 5180.77 2907 1370.46 4402.02 6538.36 7974.48 7463.22 2700.88 7665.46 4197.72 6935.05 7929.78 5283.52 4485.61 8205.68 5243.88 6016.72 364.154 3088.3 2209.03 4099.8 4812.53 4368.23 6003.03 6284.92 3663.79 2805.24 614.668 4168.76 773.935 7305.85 3270.38 526.135 1768.38 2384.66 1222.81 5356.61 5111.28 4799.67 4639.42 7493.59 8297.43 3258.2 8158.13 4944.75 6590.51 7996.15 8613.23 5077.71 8558.05 8397.4 9868.36 4508.87 5003.9 7290.39 10232.5 6721.01 8802.6 6386.22 4374.52 7910.62 7130.19 6315.26 6936 7633.21
4491.26 6231.53 9387.07 2773.66 3647.98 2605.28 3289.55 5858.89 6060.84 124.071 7606.66 9947.25 1311.13 914.168 4179.15 3566 5565.52 4590.74 3494.69 6399.19 5606.81 4371.75 4826.54 6898.65 6412.78 5973.13 4376.25 4725.69 390.145 1944.83 3139.75 7233.47 5978.55 3060.48 4324.76 7241.52 2664.57 2082.81 457.714 3495.86 540.65 7136.54 3604.28 367.159 2764.13 1751.59 675.47 4341.64 6109.67 3056.91 6242.03 5941.08 7034.84 7266.4 6605.8 6650.27 7800.06 7293.46 7424.63 6225.69 7308.29 10261 7156.71 5246.01 4015.11 7337.99 8013.09 7280.44 7091.41 5090.28 2630.88 6757.21 6779.92 7072.34 7234.11 6749.62
7876.39 9956.88 12555.6 5916.82 6798.26 7014.12 7151.85 9070.17 8342.25 155.097 6810.14 11331.7 5582.44 4675.26 7541.09 6987.41 6895.06 6828.37 7207.7 9839.7 7580.18 8873.53 7826.48 7612.6 7235.28 7860.19 7501.75 7789.73 1077.6 4346.97 8421.54 8481.31 8560.67 8972.98 6236.21 9552.52 7867.16 6424.15 1791.24 9226.38 3944.56 9857.13 6044.15 1402.31 8417.84 5044.8 3059.2 7549.96 10212.7 4116.96 7725.75 9125.86 9954.16 7398.91 7814.49 6737.01 9697.38 10077.1 9970.25 8283.35 9548.16 11113.7 9458.51 10208.1 10086.3 10636.6 9567.15 9653.07 8606.3 8535.67 7014.96 9274.41 8733.15 8040.77 11391.8 10151.2
4561.09 3267.42 4706.38 1731.41 1512.13 466.871 1985.6 6881.72 2956.42 49.7426281312509 6018.07 3780.34 482.351 415.447 988.654 2755.87 3956.37 3268.38 2193.92 3305.69 9961.17 1740.32 3330.72 3316.8 6973.42 4045.9 1332.15 2562.46 262.574 1252.93 1375.12 10922.5 2831.63 2297.06 5095.71 9284.94 1165.83 459.831 249.471 1648.25 409.984 3244.07 730.455 285.66 686.951 310.68 687.694 2853.37 2136.25 4360.49 5455.36 2338.8 3012.26 1635.49 7088.62 4178.13 3043.05 5797.28 5616.85 5996.06 4210.86 4148.81 5665.46 2455.12 2096.78 2085.62 5287.53 5856.67 7145.2 1755.63 771.581 4034.57 4860.92 6652.49 3013.01 5442.59
6716.37 7659.11 7309.42 5438.95 5747.53 3877.88 5092.67 8271.22 7222.82 39.23 7159.77 7269.64 2903.94 1326.12 5355.08 5938.85 6632.07 5722.92 4478.62 9793.27 5895.86 6010.59 6530.67 7632.23 6005.04 9100.9 5526.26 7403.35 436.917 3450.12 3489.74 5107.79 8033.02 5460.07 6327.37 7686.01 3935.08 3470.17 581.715 4867.28 827.385 6616.24 3780.37 637.266 4196.83 3942.68 1480.74 5942.79 6650.48 4601.9 6675.43 8513.74 6855.25 5848.33 7908.54 5702.27 7504.33 8755.31 9463.45 5578.16 7155.06 8831.42 9530.13 6073.46 5010.09 10334.7 8471.66 9118.37 7317.32 6795.8 3765.71 8333.79 8385.53 4597.85 9104.43 7876.08
8910.9 9545.45 11209.3 6886.01 6876.79 6946.77 7114.15 9701.47 10083.9 150.521 7607.31 11507.9 5903.63 5159.13 7549.58 6768.34 7474.63 7201 7789.32 9898.35 8501.55 8949.48 9307.11 7884.57 8296.89 8446.44 8075.4 8623.15 1056.45 4829.49 8504.84 9771.24 9319.45 9028.76 6509.25 9185.31 8136.73 6758.3 2125.09 9226.42 4796.29 9500.15 6217.53 1794.95 8711.49 5739.03 3515.67 7668.31 10420.7 4641.74 9091.76 9730.81 9759.1 7495.63 8742.09 6162.49 10455.5 10792.4 10316.1 8536.82 11063 11345.9 10475.7 11150 9608.12 10013.5 10878.3 10044.3 9346.44 9173.22 7872.84 9487.12 8923.22 8341.48 10590.9 10100
6416.57 7911.63 8539.14 5381.67 4962.96 3803.11 5132.07 7035.73 6487.6 74.3899804076016 6870.33 4994.71 3355.87 1474.52 4821.3 7291.27 7104.7 7129.81 2745.98 7873.87 3759.13 7764.53 7119.41 5094.82 4082.7 7620.05 5141.2 5925.71 380.949 3198.23 2372.28 3799.81 4673.94 4911.89 5883.01 6774.83 3931.93 3448.31 627.21 4508.59 763.628 7435.64 3916.85 521.343 1921.81 2159.81 1284.35 5528.05 5541.85 4418.33 4112.45 7301.52 8665.66 3113.58 7338.02 5202.77 6143.92 7598.1 8750.83 4908.23 7832.41 8864.14 9315.31 4768.94 5713.63 8634.42 9033.99 6417.56 8438.13 6318.89 4201.55 7654.94 6585.88 6046.96 7581.56 8074.7
6564.31 7594.12 8035.91 5531.42 5005.21 3728.7 4974.35 6975.59 7194.41 73.6653817282062 7216.93 5170.19 3558.6 1517.01 4744.38 7213.81 7398.26 7190.78 2896.54 7846.69 3836.13 7911.77 7592.8 5009.14 4344.47 7686.08 5473.9 6047.74 402.776 3295.13 2435.57 3989.21 5072.1 4767.54 6010.34 6814.37 4021.42 3273.1 676.743 4377.34 862.177 7121.63 3825.63 524.422 2005.3 2459.29 1283.39 5281.35 5456.05 4685.06 4342.9 7330.9 8391.67 3132.42 7576.55 4821.71 6521.22 7666.72 8487.9 5072.78 8296 8898.77 9764.66 4937.13 5568.1 8185.76 9232.83 6439.45 8627.25 6640.56 4492.87 7745.77 6986.21 6254.35 7136.09 7768.17
7765.46 9714.39 7002.12 7154.02 10152.4 4637.7 7675.6 8593.74 6389.74 50.851 9578.55 8948.7 5409.9 4129.95 6876.19 9398.91 8906.97 9274.68 6645.28 9974.82 7670.84 8768.33 8097.75 8333.13 7230.83 10129.8 7902.11 9118.58 716.584 8002.26 6950.61 9318.63 9193.62 7715.91 7067.21 8837.7 6209.28 4896.91 1411.19 8412.14 3781.48 10462.1 3427.98 1183.25 5894.12 5062.11 5962.71 10479.8 7416.33 8361.57 8316.78 7938.1 9472.49 8046.34 7706.96 8585.11 8300.4 8662.15 7831.01 7904.1 8965.35 9691.42 9272.78 7205.54 6681.26 8202.66 9186.32 9289.84 9090.47 6506.71 5761.89 9265.77 8338.98 5409.13 10698.4 9969.39
3616.27 3370.77 4573.7 1383.54 102.089 1489.24 4347.77 4172.32 3974.33 47.9872740684756 6611.69 3933.01 4624.18 539.282 1892.42 4958.4 8826.32 7275.14 1297.09 6365.8 2290.56 4132.77 5134.2 2166.46 2964.38 78.303 114.041 190.154 230.478 6313.94 4032.72 5556.85 3813.77 1422 2614.15 4028.46 1041.07 2727.36 282.23 1475.76 305.895 5219.61 1928.94 561.597 1991.41 1274.1 1290.55 1603.59 3496.83 5736.26 2476.85 5147.23 7540.68 1718.47 6745.51 3454.03 2583.57 4938.99 4262.73 4723.35 5522.88 3842.96 7280.33 3298.24 735.762 3686.53 7725.67 107.949 6569.76 1623.3 3041.78 3389.66 69.428 6393.65 3617.86 5892.09
5913.3 7377.91 7487.85 4751.43 5511.29 3879.76 4872.25 7585.66 5983.98 57.902 6461.16 6708.03 2715.08 1169.77 5082.22 5822.33 5772.34 5192.57 4114.83 9224.17 5134.67 5876.3 5550.28 7050.95 5148.99 8258.92 5244.92 6492.38 433.195 3118.16 3389.31 4343.12 7127.41 5111.04 5787.65 7705.94 3760.57 3300.31 532.553 4832.83 740.159 6502.34 3675.13 586.676 4145.68 3459.16 1394.02 5581.32 6082.5 4040.87 5752.09 7763.12 6640.14 5471.02 6903 5656.96 6683.91 7930.51 8855.96 5128.44 6130.99 8303.8 8588.96 5433.87 4891.75 10463.1 7209.24 8375.98 6652.71 6229.01 3292.67 7754.7 7514.17 4240.28 9057.68 7398.92
8078.91 8454.59 9339.45 7450.58 6632.03 6638.72 7680.41 7450.06 8923.55 49.146 8429.52 10163.1 6177.41 3444.18 7697.7 7995.72 7790.19 7648.31 6069.41 9440.06 5255.16 9139.18 8115.69 6681.34 5528.27 8389.32 7416.99 8157.23 877.573 7059.68 8229.2 6669.58 9621.6 8261.44 7645.87 8193.8 6763.27 6424.31 1531.83 6805.26 2618.36 8958.69 6630.92 1444.39 8767.73 7626.04 2321.73 7854.89 8065.89 6498.76 9025.33 10458.9 9334.14 7750.78 7691.29 8143.85 9095.74 8702.54 9428.32 7643.75 8158.68 9405.26 8409.21 9429.38 8589.62 10655.3 6923.52 7396.72 8959.95 10239.2 6894.67 9781.98 7743.17 8366.8 10196.3 8885.71
6016.47 4365.23 4955.75 3700.28 1280.23 765.915 5801.12 5955.53 6410.94 26.521 7329.66 6930.12 1093.68 296.775 1144.78 3888.85 4931.77 5012.29 3541.57 4426.9 7860.15 3915.96 4718.67 6302.38 6829.89 2966.48 1297.93 1754.29 135.644 4669.28 4973.34 7475.42 6083.5 2201.41 4861.41 6667.96 1084.94 569.651 133.863 1817.11 685.876 5269.02 909.309 249.622 3544.49 1068.08 3223 2683.87 2680.38 5807.4 7610.56 4438.58 4379.86 6313.87 3803.98 5690.27 5896.63 7260.06 4079.58 6266.53 5374.83 4198.21 5139.16 2595.77 2436.07 2884.41 4456.46 3500.66 4271.58 1381.55 1093.49 3579.63 3215.18 5002.94 4326.84 3729.03
5587.13 6607.25 6803.05 3056.88 4510.5 2798.75 6421.5 7699.34 6315.22 60.7089767874235 7776.25 6493.7 2968.42 1085.14 3560.3 5748.98 7180.97 7989.51 3628.36 7409.33 7058.06 6373.66 5062.36 6804.3 6790.82 5445.24 3734.15 4613.05 432.143 5417.65 4928.85 8229.99 6939.21 3783.02 5900.03 7591.13 2873.96 2627.82 505.301 3846.36 1106.87 6393.69 2712.55 741.094 3890.61 2224.76 3245.43 4585.59 3887.99 6534.89 6019.99 5971.23 6205.62 6941.41 6269.58 8661.04 6254.44 7210.74 4855.28 7958.84 5697.93 6711.92 6182.11 3840.71 4574.03 6762.16 7593.58 7875.48 6869.93 3783.86 3000.37 5812.96 6249.85 7651.49 8441.59 7400.21
