"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51"
-1.234658 0.16175899 -0.5489672 -1.9208153 0.194756429372192 4.6051702 -1.2679343 -0.7813706 -0.62731034 4.6051702 -0.198789893965019 0.18493396 0.202190915891173 -1.2671379 4.6051702 -0.09980792 -0.72368497 -1.5613369 -1.6706417 4.6051702 0.33107454 4.6051702 -2.686409 -2.7825434 -1.832668 -1.4159592 4.6051702 4.6051702 0.15157625 0.5699482 -1.0026572 -2.2772992 4.6051702 -1.6781317 0.8962062 0.376619049288271 -1.7714629 4.6051702 0.8641447 -0.47482088 -1.0748394 -0.14609969 0.98849726 -0.6635787 -0.30138922 -1.2607379 -1.7331512 -2.6750486 -2.669594 -1.0302978 2.929446
0.27413353 0.076498 -0.41820395 -1.0588992 -0.176315221462737 -0.19025412 1.45512979810914 -0.5280041 -2.5315328 1.0406959 -0.19576795138954 0.551206865026758 -0.11040571 0.8017492 4.6051702 -1.503841 -1.4810369 -0.572169 -0.157018209483608 -0.248762012268681 4.6051702 -2.2575533 4.6051702 4.6051702 -1.3573217 4.6051702 -2.3741586 1.9241201 -1.1371095 -1.8503269 -2.7638707 0.989808893427267 -1.764468 -1.1802932 -1.5260786 -2.3311837 -0.32686228 -2.646299 -0.5047106 -1.2163043 0.19481413 -4.985147 -0.5383647 -1.488887 0.30562314 -1.0026731 0.88326913 4.6051702 -1.6685523 4.6051702 4.6051702
-1.3263481 0.074921295 0.03210008 4.6051702 0.5199227152294 0.36729068 4.6051702 -0.099211775 -1.1498984 1.0244765 -1.8706732 -0.19468907 0.696575755844443 -1.2759987 4.6051702 -1.0707636 -2.0765455 -2.1384978 0.389534 0.76543313 0.34088576 -1.007736 -0.364296 4.6051702 4.6051702 0.7156554 1.3120042 -0.65873337 4.6051702 -1.7204068 -1.8769348 4.6051702 0.66357104345669 4.6051702 0.011582797 0.6439801 -2.2653155 -2.5632322 -1.1306899 -1.7596563 0.06114051 1.3462045 -0.27072635 -0.11359241 -1.782349 4.6051702 4.6051702 0.7527056 4.6051702 -1.5687593 0.12224214
-1.9722569 0.111459374 -0.3224528 0.31504512 0.19674498758686 -1.4564079 4.6051702 -0.03959921 -1.0689371 4.6051702 -0.0480183146062754 0.32530415 0.133138088187171 0.611818124488076 -1.5778575 3.5134888 0.217069456378108 -0.6343901 -1.9337524 -0.023124427 0.541199067600325 4.6051702 -1.649672 -2.0248578 -1.6483763 -0.71314424 4.6051702 -1.1204562 0.24861003 -0.181530380499803 -1.6405822 -1.645725 0.4557051 4.6051702 -2.1280415 4.6051702 -1.5721685 4.6051702 -2.4116237 0.7877822 -0.6967331 -1.7047327 4.6051702 -2.417541 -1.5889726 -2.1597924 -0.71925545 0.9740184 -0.89208657 -2.001013 4.6051702
4.6051702 -0.11067714 -0.33767015 -2.1333237 0.348334409052462 0.13169378 0.26950037 4.6051702 0.273335641168904 4.6051702 0.146661281617396 -0.21077827 0.113510406322112 -1.9547572 4.6051702 -1.8272341 -1.9018868 -1.0692058 -2.5653417 4.6051702 4.6051702 -0.5263772 4.6051702 -0.10581515 4.6051702 -1.9009515 4.6051702 -0.8702485 -0.3524165 -2.6372929 -1.9387447 4.6051702 0.6557098 -0.0831982 0.066044874 -0.88198185 1.6647027 3.0560517 -0.39506367 0.955908936126401 -0.66083586 -1.4993716 1.7213374 -2.496184 0.09231903 -1.363977 -0.8374264 0.91024065 -0.49788937 -0.7297525 -0.42687187
-2.0948594 0.15554352 0.004818706 -0.93254113 0.0413159769166518 -2.090089 4.6051702 -1.5471412 4.6051702 4.6051702 -0.143246757845186 -1.4733341 0.368988964757408 -0.6666667 1.9443815 -0.93450683 4.6051702 4.6051702 -1.515186 4.6051702 -2.1876495 -0.69954824 0.6702386 -0.3762528 -0.42876673 0.78797245 1.3757102 -0.08282638 0.24012424 0.349292173362886 -1.1015744 4.6051702 -1.6842017 -0.18727686 -1.164165 -2.7717123 -0.96601063 -1.2824742 -0.8863102 4.6051702 0.23622198 -0.51113766 -2.4062574 -1.5090762 -0.91984874 4.6051702 -1.611073 -0.06931044 -0.77516305 4.6051702 -0.63947487
0.6474661 0.04805906 0.26594058 -0.037692256 0.00319092828096849 0.0396855449206125 2.050338 -0.04577936 -0.80305994 -0.41428706 -0.523477863929139 4.6051702 -0.80720717 -0.9476083 4.6051702 4.6051702 -0.39398533 0.027064042 4.6051702 -0.9491989 -0.656387 -2.8024921 4.6051702 1.0685358 -0.09577284 0.6460144 -2.0097127 0.084426515 4.6051702 -0.348309315250773 0.16836324 4.6051702 0.004338064 -2.0770395 -0.45360962 -1.0018903 0.0946289966019605 -1.5891831 -1.6400653 -2.1915545 -0.7952158 1.9740982 4.6051702 4.6051702 4.6051702 -0.6798626 -2.0983248 -0.3592172 -1.9838371 1.3021531 4.6051702
-1.4618603 -0.25884247 -0.30098495 -0.4156454 0.261128549442963 -0.79315454 -1.897584 0.4196453 4.6051702 -2.7012982 -0.626220301774584 1.0224605 0.35159117172599 -1.6909426 -0.16139674 -0.018945336 3.8613517 -1.2439098 1.5078586 -1.7226039 4.6051702 -0.9924067 4.6051702 -1.047665 -1.1536921 0.691868823776555 -0.3842673 4.6051702 -0.605493 -0.395062437331121 -0.99319994 4.6051702 -0.0818234254796156 -1.5749475 -1.4792461 -3.2219076 0.88627356 -0.7681814 4.6051702 -0.8770729 -2.0407994 -1.4993716 -2.1716852 4.6051702 -1.7827249 4.6051702 4.6051702 -0.65315247 -0.101456597918307 0.07085599 -0.2996676
-2.5823376 -0.21539505 -0.1959347 -0.605256298566233 -0.160246667721671 4.6051702 0.897144302874565 -1.1251938 -0.18389115 -1.5866655 -0.443894499266337 4.6051702 -0.19151169250898 -0.5388367 -2.060933 0.697839189090969 -2.05057 -2.6774943 -1.2554204 -0.49149144 -2.2402036 4.6051702 -2.4104779 -1.8974597 -0.85991913 -2.0307238 0.101869635 -0.5894914 -1.3118418 -1.9251481 0.9180278 -0.4849577 -3.1620078 -0.5847549 0.7008722 0.4227153 -1.4726388 -1.0244118 4.6051702 -0.39251843 0.4538433 -2.5239115 4.6051702 4.6051702 -1.4164804 4.6051702 -1.5510145 -1.0760094 -3.1960118 -1.3937272 4.6051702
4.6051702 -0.2832884 -0.0391895 4.6051702 -0.418030179656888 -2.8020456 4.6051702 -1.4148523 1.3151156 -2.6111472 -0.684603754531012 -1.6124245 0.42521638 0.06384106 -0.227062697704106 -2.2272198 4.6051702 -2.0384145 -1.2520641 -0.877091 -0.9355873 -0.62946534 4.6051702 0.864256 -1.3707447 -2.427139 -1.8649737 -1.5040663 -0.17761399 -0.421786397207041 -1.0358293 -2.39866 -3.4529314 -1.101876 -0.5288131 -1.6855556 -2.7740338 -1.77083 4.6051702 -0.0460485487853966 -0.11831769 -1.008621 -1.4314705 -0.0393006424662803 -1.6299585 4.6051702 4.6051702 -1.9291779 -0.43978906 -0.36528644 -1.7616211
-0.990051 0.056197915 -0.14517252 4.6051702 0.0737685626671031 4.6051702 -1.0100665 -2.0988767 -0.5843455 4.6051702 -0.0635741254429308 4.6051702 -0.6606036 0.0341043265655696 -2.7637734 -0.502579474281738 -0.367050910648091 -0.6824676 -1.6608855 -2.7743177 4.6051702 -0.02990338 -1.2575366 0.12001242 0.483581011525794 4.6051702 -0.23900656 -1.3357238 4.6051702 -0.53461040124388 -1.466729 -1.1119955 -0.364548911309954 -0.21043265 -1.7817655 -0.96846914 4.6051702 -1.4325417 -1.413492 -1.9152164 -2.6182623 -0.8333492 -2.1484284 4.6051702 -0.35774735 0.552940873968649 -1.4558564 -1.3436102 -3.0411575 -0.9363023 -0.73010457
-0.171463989908056 4.6051702 -0.42218903 0.90428936 -0.45667394700565 0.1491035 0.6384477 4.6051702 -2.5371552 -1.4622341 -0.28485474296147 -0.6871296 -0.187238343589458 -0.101241550048359 4.6051702 4.6051702 -1.6318597 -2.8609726 -2.0229099 -3.2119641 -2.3070664 -1.3074892 -0.8946494 -1.0393283 4.6051702 0.86705685 -0.12949472296441 -1.6274791 -0.94556177 -0.322307564923367 -0.22086903 4.6051702 0.827955131832883 -0.9419901 0.8968869 -2.8024004 -1.1271567 -3.3358161 4.6051702 0.42234454 -1.4699264 -1.4130193 -1.7488283 -0.12689172 -0.8297123 -1.3713449 -0.203794591803757 -2.219573 4.6051702 -2.4179068 -1.1374669
-2.044022 -0.3123693 -0.10625688 -0.0504706539027523 -0.211743226152892 0.57403964 -2.5673838 -2.1051857 0.82719564 -1.0025356 -0.453831425215072 -1.4308795 -0.26310630834095 4.6051702 -2.129926 -2.780151 4.6051702 -1.5065093 -1.7808448 -0.7447057 -1.9310154 -0.37213448 4.6051702 4.6051702 -1.2429113 -2.763611 -2.058165 -2.2106254 -1.3810267 -1.1894406 -1.1512122 -1.4335791 -1.9680855 4.6051702 0.16603059 4.6051702 -2.7483914 -3.5450454 0.35750777439662 -0.8775796 2.7896643 -2.7662563 0.2842209 0.7813448 4.6051702 -0.49875286692348 -1.4260646 -0.77676654 -2.4100828 0.98817384 -1.0317773
4.6051702 -0.081774585 0.059652977 -0.27243614 0.0201604204307628 0.74790376 -0.35281146 4.6051702 2.6600158 -2.9480073 -1.4661491 -0.74777406 -0.0622560537683641 4.6051702 -2.2604225 -2.936716 0.39650127 -2.5942638 4.6051702 -0.24799182 0.37963074 0.0892436873511125 1.5553341 -0.018295813 -1.1662054 -0.5605145 4.6051702 -0.8079633 -1.2244192 0.18993874 1.4300207 -0.19475509 -0.7542939 4.6051702 -0.08456831 -0.25821698 -0.3920471 -1.5285627 -0.7993268 4.6051702 0.23622198 -6.746037 -0.07727826 1.2207422 -0.8786775 -0.070250645 -0.28162435 -0.73939526 4.2920384 0.15970959 0.43693018
0.7648411 0.19886972 -0.10193726 -0.54953945 0.51526083342647 -2.3207989 -0.92890924 0.8834931 -1.0183626 4.6051702 -0.235430373927055 -1.4415404 -0.45785114 2.0726361 4.6051702 0.34928986 0.3300217 -1.7212985 -0.4239788 -1.2884876 4.6051702 -1.1767418 -1.7207342 -1.6664762 1.9569772 4.6051702 4.6051702 1.7262617 -0.2696178 0.654686022445102 0.42910442 -0.54743564 2.236375 4.6051702 4.6051702 4.6051702 -1.4908082 -1.548333 4.6051702 -0.25792724 -1.9685929 -2.255076 -1.0992274 1.7615064 -0.6443524 1.5072172 -0.4455169 -0.07651924 4.6051702 0.74421716 4.6051702
-2.508835 0.34627905 0.22631954 0.823624 0.363199636293153 4.6051702 -2.5209951 4.6051702 1.0293661 3.6313334 0.225410721161995 0.34125888 0.336673924794661 4.6051702 -0.6862383 -0.6384225 -0.50877136 -0.6368244 4.6051702 1.4280477 0.610867916184331 0.6247874 4.6051702 4.6051702 -1.1598707 4.6051702 -1.188087 -1.9151611 -2.0010517 -1.6514761 -1.713845 -1.2648339 0.24887630577673 -1.0775108 -1.1062886 -1.4307816 -0.7085401 -0.50248444 -0.16717911 -0.48159724 -1.5659553 4.6051702 -1.3693388 -1.7057146 -0.9860758 -1.8680861 -3.0705924 4.6051702 0.15994988 -0.29802778 -0.30308208
-0.6831309 0.35488808 0.09301774 3.684109 0.675195495293837 -2.0658772 -1.0604433 4.6051702 -0.9754557 2.9301853 0.257333193834903 0.1682289 0.560083844608369 0.097576946 4.6051702 -2.137979 4.6051702 1.6085725 0.6524701 0.2598308 -0.038221456 -2.3556194 4.6051702 -2.5031602 1.3266795 1.17816846050931 -0.9995811 -0.057690524 4.6051702 -0.0178091038600459 -1.5895069 4.6051702 -1.6504192 -0.74202234 -0.29707262 0.3971769 -0.9639851 2.226936 -0.23494706 -1.902228 -2.4995458 1.0317268 4.6051702 0.67043144 -2.723416 0.105362 -0.06847344 4.6051702 3.181017 2.9333496 4.6051702
-1.1726784 -0.5961961 -0.2206354 0.09273787 0.185194727085434 1.1070871 -1.2945399 1.0821539 -2.7766125 1.6177932 -1.9469904 -0.7418912 -1.5559548 0.04573774 0.07531646 -1.7861075 -1.7365247 4.6051702 -0.9871564 -1.5671322 1.5655239 -2.2159548 -0.28737226 -2.6909761 -1.3675014 -2.0430255 4.6051702 4.6051702 4.6051702 0.47031096 -0.73328686 4.6051702 -0.66385484 -1.4724029 -3.0196397 -1.0258335 -1.23172 0.7747102 0.05722919 -0.8323684 4.6051702 -0.9152736 -0.6630897 0.8078237 4.6051702 -1.0081562 -0.29506722 4.6051702 4.6051702 1.0866841 -0.64991254
-2.7685883 -0.01445947 -0.40397015 0.6946169 -0.434798700571644 -0.23304623 -2.0217993 -1.6212492 -0.9458736 -1.2655239 -0.453690187151266 -1.0705084 -0.397827941043214 1.0294147 -2.1538792 4.6051702 0.435786039872321 -2.771946 4.6051702 4.6051702 0.33735996 -1.6406016 4.6051702 -1.3911934 -0.8156317 -2.3217783 -0.7705963 -1.9254727 -1.4786652 -0.87312351103263 -1.1043566 4.6051702 -1.7577912 -1.9876328 4.6051702 -1.8553379 -0.236058320529746 -1.0491202 -2.4208403 -2.302843 -0.26574212 -1.9048367 4.6051702 -1.0003003 -0.9408106 -2.9504378 -0.8610506 -1.0663058 0.8542671 4.6051702 -1.6680952
-2.3251264 -0.0811588 0.060115132 4.6051702 0.360334263370273 -1.6124614 -0.9733064 -1.8565631 -0.47963268 4.6051702 0.117395850142534 0.15854557 -2.032592 0.74405664 0.68841434 -0.6230042 0.43187708 1.9992981 2.6200173 4.6051702 -0.41111845 -3.638115 4.6051702 4.6051702 -1.9052869 2.0370235 -2.50769 -0.8120159 0.01922164 0.027865564 1.0839516 -1.5620891 4.6051702 4.6051702 1.8674691 0.34293552359006 -0.147499426465176 0.8590764 -2.0469806 4.6051702 -0.41928214 -2.5672123 0.883996819138737 0.25989226 4.6051702 -0.25999483 -2.2097192 -0.12838428 -0.97917944 -0.7098258 0.50833297
-1.6093515 0.06469137 -0.069606595 -0.7113262 -0.0799786979265697 4.6051702 0.5539532 -0.3322945 -0.348712393507266 4.6051702 -2.540531 -2.4741945 -0.35522196 -0.32066 4.6051702 4.6051702 -1.3574228 -2.724961 1.1351503 -1.2304481 -1.0723883 -1.0734037 0.941211783928955 -0.22162844 -0.7784661 -3.3685658 -0.64608806 4.6051702 0.036891438 -1.4157538 0.22667927 4.6051702 -2.0953472 0.1357310782056 1.9660021 -1.6372356 0.263303651641133 -1.4648145 1.3615767 -1.1907015 4.6051702 -1.2551876 -2.0608022 -0.193488897268192 -0.39265206 -1.4045134 -3.2200284 -0.21582562 -3.1147377 0.359465534119784 4.6051702
4.6051702 0.08988359 -0.087283134 -0.41174144 0.809483574798711 -0.42869133 4.6051702 0.66861105 -2.0989368 -0.33986095 -0.11612396 0.38891453 -0.086636305 0.527468501086019 4.6051702 -0.925872 -1.64221 -1.1563629 4.6051702 -0.9267775 0.896536450978045 -1.000553 -2.2648644 0.3826444 1.3290861 -3.2217755 4.6051702 -0.75091994 4.6051702 -1.4157538 4.6051702 4.6051702 -0.101403564 0.471163500094631 -1.0706006 -0.07421119 1.6925416 1.638431 4.6051702 -0.26766095 -0.89237547 0.5802636 0.22554581 -0.114955954 2.1585627 2.5443192 1.1913079 4.6051702 -0.9606669 4.6051702 4.6051702
0.85723245 0.06271168 -0.23968667 4.6051702 -0.492779448385624 0.21113423 4.6051702 4.6051702 -0.29234925 2.389964 -0.610335445473806 -1.6718479 -1.0347397 -1.7003323 1.6330827 -2.010395 -1.9393444 -3.1924782 -0.2342922 -1.0072452 -1.4226023 -1.3779765 -2.5974615 -1.4162452 -0.7967267 -1.2530191 -1.5622238 4.6051702 0.09080589 -0.417006127219247 -1.30938 0.6063697 -2.3970811 4.6051702 -1.4073079 -0.6668693 -3.3674304 4.6051702 -1.5950508 -2.1276078 -2.3551514 -1.428754 -2.8987339 -1.801158 -2.9906738 4.6051702 -1.6818972 -1.1744494 0.160685210794545 -0.8113207 -0.8043225
-1.9516937 0.3452248 -1.7657994 -0.34617192 -0.0131474952505803 4.6051702 -1.7898302 -2.0861378 -0.76949316 -0.07963761 -0.666436486905273 -1.5707518 -0.422295226904162 0.6342962 -1.6089481 4.6051702 -0.93871254 -2.8166523 -1.5577012 -2.260958 -2.4154077 -0.29226762 -1.6294694 -0.240151700944068 -0.9551624 -0.0853330593169712 -0.71668553 4.6051702 -2.6697648 -0.391103381848572 -0.26048014 4.6051702 -1.8467246 -1.8134245 -0.18573676 4.6051702 -0.649726066409257 2.0345135 -2.1954005 -1.1227021 -0.32878063407334 -1.6470077 4.6051702 -2.3991919 -0.7750898 -1.3916099 -1.5555351 4.6051702 4.6051702 -2.0214915 0.46894476
4.6051702 0.08964305 -0.0253081 -1.9830048 -0.167288824776385 -2.2586026 -0.95597804 -0.15582754 -1.05137818323232 -1.1903006 -2.5095093 -1.907896 -0.30182654 4.6051702 -2.4084756 -1.8125916 -1.3833983 4.6051702 -0.65613055 -0.5293978 0.69914186 4.6051702 -0.0450359733710046 0.0851537570534834 -2.3713765 1.0593816 -1.1982747 4.6051702 -2.1057222 -0.408563356518708 -1.9707924 -0.6263357 -2.703197 0.8529208 -1.8239658 -3.0096607 -3.2527022 -0.687486345296924 4.6051702 -2.0864272 4.6051702 -2.765038 0.14282756 0.7113549 -2.887039 -2.520075 -0.2240579 0.72344637 -1.3935206 -1.5781561 0.028618291
-0.37518224 0.015003376 -0.36467496 3.8672488 0.257872013026964 4.6051702 0.12894806 -2.0797067 0.42557025 -2.9449203 0.24630128735738 -0.49254692 0.314696243390965 4.6051702 4.6051702 1.335963 -1.7704688 1.0095981 2.0000653 -0.39486113 0.5544998 -1.1930542 -1.4164968 -1.5126761 0.46088254 0.10874931 -1.9882064 4.6051702 -1.330487 0.275971454616471 -1.4307971 4.6051702 0.182205917191972 -0.8626516 4.6051702 -0.74097717 0.254513522008949 -0.77885497 -2.0981054 -0.0115958673892366 -0.21355979 4.6051702 0.596137 -2.4451687 -3.070318 4.6051702 4.6051702 -0.5899558 1.01824770863891 -1.4371164 -0.7259184
-1.9299573 -0.017614245 0.33893827 -2.3437557 -0.111968148481604 -2.7110736 -1.8537785 4.6051702 -2.3693616 0.43425843 -2.8225093 -1.7095883 -1.5663122 -2.1394913 0.79384464 -0.38960832 -1.8942239 -1.7681241 -1.6898731 4.6051702 -2.541096 -1.2408308 -2.2149858 4.6051702 -0.12685518 -0.26953003 0.29509562 -0.8655668 -2.1776094 0.00287270723748136 -2.4879096 -0.13491715 -2.2025928 -0.11671838 -1.932516 4.6051702 -0.81645185 -1.321743 4.6051702 0.70844144 4.6051702 -0.24425912 4.6051702 -1.1113852 -3.166063 0.021558762 -3.0872397 -1.4930198 -0.6619505 -1.794964 0.6904599
3.0286014 -0.02330333 -0.020094045 4.6051702 0.241656032920237 -0.99494773 -0.21922046 0.268411739184371 4.6051702 1.2383367 -1.8470623 -1.1003153 -1.2996836 4.6051702 2.3529115 -2.8462589 0.238314009602303 -0.730684 0.7408884 -2.7005725 -2.2186973 -0.57542866 4.6051702 -0.52555215 -1.1630343 0.543693 0.053589024 -1.3664603 1.1941044 0.0997929181909666 -0.5917875 4.6051702 -0.88143367 2.9630685 4.6051702 -1.9163696 0.8417906 4.6051702 3.095967 -0.16599202 0.72579217 -0.5076306 4.6051702 -1.9457074 -0.959813 3.0617838 -0.9961749 4.6051702 0.4803604 -0.6618654 -0.9833183
1.085869 0.015606678 0.08365711 -0.55745417 -0.0585283781901108 -0.87652004 -1.0077839 4.6051702 -1.7503225 -0.406655241293594 -4.018324 -2.3553333 0.222995523749843 -0.86872935 -0.20203446 4.6051702 -2.1857448 -0.50400907 -1.631938 -0.12459393 -1.7781091 -1.2786242 4.6051702 4.6051702 -1.394322 0.407826849132325 -0.6985388 -0.49904972 -0.2709576 -0.068220586702059 4.6051702 -1.7964846 -1.1043956 4.6051702 0.486759226095848 4.6051702 0.80922234 -1.7240553 -0.80715024 -1.3959771 -1.5396811 -0.33513755 0.93391967 -0.23818226 4.6051702 2.9075637 -0.8283851 0.1039669 -1.0841001 4.6051702 -0.8750105
-1.9576582 -0.68571883 4.6051702 -1.7792261 -0.423955156192504 3.4487753 -2.8321679 -2.699242 -3.393126 -0.6149363 -2.5756493 1.7523724 -0.82967997 -0.17359707 -0.55744016 -1.4775604 -1.1936418 -1.9873565 -1.6993518 -1.4077821 4.6051702 4.6051702 0.6606213 0.220537419073612 -1.3134816 4.6051702 -1.2198358 -2.2888775 0.4669262 -0.184420349584189 -2.7541776 -1.3930413 -3.3614974 -0.4236084 -0.35682064 0.66017556 -1.1771746 4.6051702 4.6051702 -0.74964666 0.0373373305556895 -1.775625 -2.6616042 -0.011161981 -0.2758824 -2.710765 -0.82472456 -1.220259 3.036312 -0.214329970244896 -0.20453826
