"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72"
16258 14570 17008 16017 17258 24528 21840 18943 13129 18960 16974 21421 17200 14992 13949 16610 12987 19782 17360 11538 17004 19092 26573 17425 17105 16958 21808 15987 28689 17491 14642 16731 14475 20653 13378 19275 16074 15952 29371 20737 20122 31224 14170 20698 23075 32731 21749 18852 21811 22298 17855 21402 15194 14536 22977 33410 35344 35055 14776 16994 27481 13022 21609 28550 33163 23848 27480 21042 31953 15058 30016 33016
15446 6169 -662 11734 9260 1106 8433 11169 437 1671 -321 8832 16757 2992 14404 9567 4144 16550 18100 16217 6256 13627 -1 10989 13136 14115 7640 6694 12013 16580 13065 488 11858 6918 15856 16264 12220 13854 24864 20769 10706 11885 14219 10003 9170 10557 19354 13481 14776 11941 15618 14917 12206 14856 3339 9436 13129 20253 4795 7990 4817 16561 7518 2466 25213 6082 9855 10207 2968 17527 11185 24335
303 1358 254 -304 -86 1168 -233 -247 336 498 -376 107 -97 820 76 36 375 22 -180 205 -124 -102 425 -205 -229 66 34 1537 1481 17863 13296 1661 1073 6962 14555 7238 12339 3654 -65 68 250 107 -177 394 -125 -96 502 78 49 239 -39 453 163 -166 2090 359 553 180 17846 21404 2745 11686 10737 3168 14193 2460 123 12735 2103 19680 3293 24178
1024 5031 2012 2168 2877 2766 2034 1811 4944 6687 2968 8918 995 3836 1840 2850 3843 9087 7168 3133 1240 1018 2110 1815 10336 1865 1883 6366 3703 10634 31781 2494 5559 2569 13588 1636 1880 6191 630 4143 2913 3669 1417 2216 1903 1687 1098 880 418 1194 1520 2730 1498 1256 2648 2828 1635 1705 13015 37936 1912 4994 15665 1971 1369 5579 2334 2928 4283 4178 1450 4816
153 12791 -591 -882 -448 28104 -1129 365 14290 15987 18275 -340 -318 16154 151 -279 -565 -90 -307 90 -17 -440 27822 -129 -316 -376 -378 54 -452 -761 -954 -765 -397 -448 -1017 -576 3028 -329 103 -405 -2 197 -824 -326 -247 -213 -29 -98 -186 83 4940 1027 -293 2846 2151 -74 -530 -76 -124 -5 -440 -324 -353 -7 18 -112 -986 -597 804 -595 -864 189
15076 19448 27410 14920 14653 25771 11605 8184 19932 27919 25452 19281 11065 16323 17426 10815 16575 19482 12502 12701 188 13831 16743 11329 19430 6480 9805 17664 10695 26516 25634 21592 19351 14706 24678 20574 15496 23659 6339 10756 15439 7760 14640 10093 10171 12489 20411 16760 19690 11777 6332 7661 21537 22417 11170 12594 8770 9860 21021 19002 20667 23636 11457 15277 12320 15080 14081 10245 6687 11955 8395 6883
782 368 1268 882 949 910 826 1302 1337 82 737 1296 160 838 520 478 7 -144 45 -862 343 678 1177 734 502 29 176 13464 1233 7955 9933 2676 548 19615 9994 7791 976 4108 627 827 344 851 350 217 699 2235 330 621 173 703 623 185 575 271 513 1767 839 2724 1676 13774 17279 11036 15196 28647 2571 25625 2297 4561 380 2270 2914 1255
6750 2215 3325 3058 1130 3906 7761 4277 6114 -9 1531 4239 55 628 2773 124 12 2682 145 318 19 7518 7453 245 9085 322 4681 561 1733 718 1635 3946 1710 269 209 3879 2113 870 6418 92 207 170 1491 12616 281 584 30139 15215 30496 17714 319 346 421 222 200 104 355 249 276 2080 1182 115 -51 78 77 68 4 142 349 1030 146 201
21210 21059 24292 17558 18530 33638 20531 17000 22307 20357 18573 14924 17084 20761 19599 19110 22689 22481 12040 15575 868 7597 19551 19009 10929 16563 15848 16027 10462 26818 17484 11184 16876 9184 21787 21617 24514 18039 20818 9499 20485 11122 17100 21039 14173 16751 20648 14065 14440 11534 19953 13644 19394 18295 27517 20678 11757 17005 6440 18212 9228 18486 24089 15490 36483 21466 22688 18694 14611 23111 8371 14000
16514 15019 18034 17725 18478 23815 23369 22753 15348 20012 16253 22497 16115 16465 17202 17756 13658 17086 16390 12565 16516 20888 29191 19097 16714 15861 22113 18911 35612 18167 17086 15612 15944 19003 14035 19949 18099 17099 26442 27044 23935 23012 15906 20680 22490 32421 24114 17659 23412 22388 19182 19808 16845 15095 19831 23329 30475 28845 16811 18146 24915 14763 17932 20183 26322 20757 19109 18797 21197 15138 45932 36084
-26 -166 79 171 315 -104 -250 -110 118 344 14 22 20 26 -16 174 149 179 -20 232 156 137 28 26 1 75 154 1749 216 371 1586 727 303 10778 2236 1084 375 4226 108 169 1162 277 22 22 383 7110 157 104 164 628 72 154 43 464 -23 2102 991 8693 150 11857 5949 607 21946 14957 2262 38683 3420 3911 117 2203 284 264
7 1405 -33 6418 2139 -74 2377 3817 191 -10 278 80 59 1439 212 -17 1060 102 1060 15643 8 1498 298 200 12226 506 142 807 11527 782 1729 24744 3074 6879 989 1050 2964 18773 -4 223 2693 7989 3711 169 6917 27106 389 2882 2733 448 224 859 169 4407 371 6131 234 282 198 1536 2339 45 60 249 15390 818 533 220 15700 -59 303 335
-351 -432 -329 -300 -325 -364 -341 -649 -395 161 -335 -47 -86 -348 -350 22 -847 -153 -38 -508 -38 -176 -197 -127 -534 -270 -530 921 -336 -135 1149 634 -383 8059 1556 425 -189 4577 -212 -360 315 -48 -104 -453 225 6598 -188 -63 75 68 -246 -174 -475 -231 -103 2226 453 5780 -171 12410 6177 43 15963 13436 1900 40792 2663 2483 -195 1749 -534 -227
4660 4644 2488 3153 3185 1198 4528 1454 1798 5702 1248 11149 4229 841 2826 3097 5339 932 1045 6219 2700 2809 1212 6566 11473 6414 1678 20201 1055 9452 16492 10574 7493 8137 20688 5272 11139 3959 19693 1033 4481 2904 5431 3984 3844 3966 4431 21084 13488 12168 4670 5834 7643 4079 2598 639 1238 3927 7689 11468 15950 17961 2993 4086 3916 501 20633 11733 1260 3508 8851 2717
333 5345 301 241 93 215 159 455 445 522 1278 3684 116 94 29 38 282 136 -53 119 118 206 146 185 9270 183 150 8054 216 17022 19361 10043 15202 3104 6506 2096 12715 21147 741 200 1012 197 96 198 3 93 16 149 11 236 2525 257 257 151 5830 32 25 -104 593 8252 20459 13144 20 127 2132 160 13968 7229 621 9612 2667 322
11038 18550 8398 5763 7880 6691 9313 17826 14471 17685 18093 12006 12034 7974 7810 5024 13170 3790 12336 15673 14895 16299 10721 9081 19908 15023 8854 15573 6927 17446 16136 18118 20011 10380 18433 11400 20909 19907 22228 8316 16600 4240 13870 10450 5948 7275 3283 12009 9635 14086 15752 13709 13926 11569 18358 3452 3257 4455 2912 18937 12959 14461 2913 1731 7767 1080 22941 14684 11193 15485 16141 10353
16287 17926 22626 15770 16386 32046 13576 16303 18288 20332 16870 11664 14587 17503 16292 14149 14998 18221 9670 10471 570 8588 17779 11295 8496 7579 12077 12695 9628 21865 16711 14663 15706 8446 16788 23829 19338 18075 19541 9857 15363 6858 11636 17374 9902 13309 20371 10761 14924 15123 16896 10068 13239 16371 18996 16561 8121 12180 3290 16588 12524 17465 23593 15020 27633 24538 23622 8175 10269 16134 9935 11301
18443 21084 22167 21771 19363 26169 15327 17348 20388 17569 13372 15269 9946 15571 21908 11203 10470 10736 6474 15867 9913 26896 25996 13709 15687 21004 12142 11871 7860 14886 14927 13107 16503 8957 13303 12122 14207 11468 13624 7442 15337 6526 8049 20555 20320 10484 19318 10778 11089 18058 8090 10928 15502 12125 10667 13301 8958 12897 2332 20883 8126 12833 12965 9251 6729 9166 7226 13581 11014 8132 3928 4281
3326 5768 -216 37 974 280 1080 883 -561 260 -61 -152 3384 610 896 208 3977 6102 1099 965 -162 129 -233 -274 165 619 -419 12507 1909 13804 12347 584 2408 2177 4053 2239 1064 2556 -267 39 2879 30010 -36 -173 239 4100 1599 1513 1020 716 254 2588 1834 427 568 1762 1295 7463 379 3704 6710 585 20487 10562 10191 14603 -229 461 1084 2471 3461 12519
7546 9601 2918 9491 10367 2263 9863 5886 5919 3387 2128 7797 14517 3531 12831 9546 17799 5039 11235 12049 1387 1726 1877 9198 8572 8670 3060 10227 7848 15609 15261 12468 11793 12352 15961 17124 13059 9895 8149 8741 9176 12652 16129 5916 6410 12237 7156 7838 8085 5736 3298 5341 12719 11796 6284 11855 4405 19415 17753 10910 13818 15832 21734 6932 23494 9135 13635 17819 4709 18230 24106 14188
16077 7162 21278 11421 10273 21046 8265 11357 21674 22146 19740 5867 17328 7624 14960 6918 19836 15159 6595 13380 5543 7606 18187 10398 7612 6395 6681 4265 4991 17522 13055 10355 15986 10418 7901 11414 8140 11200 15140 2809 12425 7607 15174 6927 11042 9114 19321 7872 7655 5262 4163 9600 9404 7473 8465 10113 9774 14191 2776 8897 5732 7915 10343 6146 3193 6604 6094 4799 5746 5076 2952 2115
3245 1353 770 419 693 503 334 2440 1926 361 675 255 397 1110 1193 243 5019 6669 791 696 327 150 482 250 397 1142 549 5383 1082 10500 13294 995 3138 808 931 1839 2587 1145 -120 770 735 7346 156 1114 414 800 793 48 395 162 427 2344 2728 547 1163 274 1269 1217 107 4904 7733 1014 7331 5658 4818 7527 448 920 745 6403 2331 39040
14511 -16 -206 5207 5994 -220 -104 9682 -118 -93 -182 278 6654 -40 14812 811 -159 3119 3342 17185 1060 3283 -151 3497 2410 10585 7593 -274 -288 -7 -104 -182 -15 23 -104 -190 -180 -111 2302 -111 116 212 18727 7264 1374 6821 7212 6884 10693 3935 374 5113 2088 14418 4 3068 14813 13380 86 48 -86 -101 -43 -35 194 -58 -82 84 -63 -486 -439 245
23239 22321 24556 22891 23943 25405 23781 27237 23602 23694 24755 16265 23198 22597 21212 22534 25068 22936 20962 21770 164 21747 22177 25276 20927 13198 24798 22962 21194 23678 21916 25342 22897 18498 24419 21435 23431 24536 22889 21349 26646 17450 20585 16231 11645 20573 19982 18374 24046 19749 25076 22352 22691 23176 23353 17785 21815 13754 6212 23927 21880 19954 21037 23857 17473 17737 23004 11631 12281 18080 11570 6822
15774 16959 18285 14245 18323 25364 18106 16885 15693 19625 16241 17558 17520 15493 15027 17843 16608 21275 13835 15428 17866 10551 17883 17002 15190 19025 20134 15535 18960 18111 14434 14254 14595 9529 16207 19257 16767 14859 24477 17671 20166 18311 15303 21605 20434 14547 22296 17384 14555 18758 18028 18336 16631 16624 22681 19904 15388 11217 16963 14715 11446 14056 26920 16637 41768 25423 28813 20322 14726 17352 27611 32898
15216 15643 17059 14893 16597 25351 13087 16829 15246 17924 16311 14516 18132 16023 16741 16820 15370 19146 14653 13827 19267 9304 17534 15702 14125 18114 19996 15725 15192 19287 15005 10312 13913 10279 15421 17000 15893 14392 21240 18237 18759 18494 14924 20474 19669 18056 19391 14731 13213 18796 16921 17319 17086 15544 23891 20551 9123 19948 19251 16037 10433 15098 24180 15036 39623 25656 27634 20217 18156 16462 26443 34026
14744 16712 16731 17036 16806 23456 16959 18213 16113 20922 19733 25213 18877 17723 16858 17858 15040 20832 20221 12945 17086 18918 22274 17151 19906 18341 23498 18291 27470 20499 17868 18830 16672 25141 15917 21941 17661 16653 13566 23159 21466 28736 15850 21651 25335 28810 20811 19288 22230 25683 19598 18947 17611 16519 19955 31500 31216 24041 19046 19069 28010 16269 28110 33254 27451 27585 28026 23125 28973 17044 18613 31703
1489 6084 2281 2178 1094 1513 2866 2129 3862 1974 2561 7901 3602 1204 2859 1259 2689 2753 815 2233 5193 1026 740 2785 14011 2381 569 13338 2306 21135 12115 5902 13895 1908 11990 9866 10899 14090 7285 2210 9757 1128 4069 5845 2842 1062 2208 4443 4024 11194 15457 5810 5342 5450 6227 1105 1624 854 3861 4705 11291 15105 968 518 3857 924 5286 9837 4005 18579 2483 6443
212 1346 880 10076 13149 531 4652 133 6915 696 544 1806 399 1342 5151 470 4109 6975 145 187 16 179 279 7505 179 244 111 4770 1118 13366 6523 572 795 6377 20599 5402 2212 1964 -26 1856 179 901 458 366 6858 221 163 496 373 355 291 283 18459 1963 8190 3170 97 177 21229 7145 3228 5674 5460 3272 4043 285 1796 4536 638 7586 5953 9403
14538 615 5669 4850 1284 4148 21573 3934 13005 -163 791 8299 -71 912 6800 -8 -96 832 -56 70 -103 16487 17655 -142 4958 29 7953 504 2171 580 2183 819 1065 442 45 9042 5199 1255 57 -175 -55 -18 1453 10309 104 307 223 -115 291 8378 -25 31 32 53 106 -199 0 -43 36 1396 1914 -225 -104 -112 -173 -63 -56 104 569 3762 -159 34
14002 14512 15724 14490 16640 23235 22243 17199 13825 18867 16328 21200 17001 13925 13074 16360 12973 16559 17228 11291 9673 18215 20490 15518 16702 15794 20633 15078 21889 17048 15104 16909 14568 20051 12637 18742 15076 14946 25158 20106 19165 26326 13574 19666 22430 27118 20213 15857 20574 19643 17180 17416 15309 14028 20211 30319 26329 28690 15369 14240 21332 13876 22225 26111 28910 21639 26247 19462 27058 13441 25857 20297
25071 23095 21525 21279 23776 11926 15712 13118 21772 21632 20849 19699 27485 21720 17418 22417 25027 22807 22763 21305 33548 21028 9459 25322 19921 28168 24997 25152 26279 22090 19284 16835 21655 12864 23132 15086 16980 21470 25069 28306 30820 25794 25231 26823 19968 15910 18872 21328 20192 18045 21843 24027 24352 25277 19821 21519 18305 20795 29147 26012 15707 19082 22720 21675 18848 14509 26591 21299 15713 24292 32079 27745
14223 17650 21798 15790 15470 29496 18805 17175 17827 21874 17789 25622 18530 14919 17499 19987 15084 23352 14423 14836 20840 10036 21444 18546 16072 14954 12987 13905 13424 17332 14387 15140 11444 10319 16802 14026 15939 17207 27495 10723 20812 10944 18163 18928 16383 23712 21110 13661 19203 24451 15229 17962 19052 17351 22852 8483 10706 17305 22296 18943 12939 15761 19448 7419 19374 25420 16528 18200 7626 18214 8523 23272
6559 3824 3349 2442 1056 4530 2532 4542 3916 532 3538 6599 892 1774 3588 1106 902 6134 986 912 1263 8237 10411 1070 9692 2367 3692 2244 3481 2371 4269 6727 2644 975 1969 5114 3076 1616 27707 2029 2582 851 2967 13679 765 1365 9827 12263 15351 17926 1714 1313 1618 1233 1930 446 1817 1354 2268 3804 2204 851 790 929 982 490 448 1562 1830 2801 414 3116
5152 16420 7840 5802 4690 7461 5713 3230 11441 15331 2499 6116 5451 1950 7612 4009 5493 1689 3219 13311 4391 15272 7426 6179 10032 7253 5454 10726 2205 18826 13481 19451 13765 6027 12386 7110 5820 11794 19135 1046 7696 3967 5801 5813 6989 3997 6269 6037 3823 7745 7726 13500 6726 4693 7535 2349 3007 7043 3992 14234 11010 14103 4078 1603 3406 972 13990 10311 4329 4525 5465 2977
723 9456 19653 -190 95 7978 -270 1289 16572 21880 6008 612 282 14079 433 4811 7932 969 319 6259 356 -28 3894 139 2572 342 -276 970 682 -204 -131 -179 1983 113 -154 74 6667 -260 137 1316 265 1094 141 72 -82 134 69 47 210 694 9515 2514 33 4555 2464 47 782 -33 169 812 82 45 138 241 531 20 166 -35 1653 294 661 1522
8463 18588 11825 8847 9449 9106 9011 7850 9491 16254 6240 7218 9713 3590 8024 7524 15606 2345 5854 15573 13083 11354 9368 10048 15902 4344 7989 19485 5008 14407 13157 22822 15876 7688 13884 10842 11572 13841 15447 4337 13803 4910 13017 4300 5730 7638 4162 7460 8981 8995 15028 11375 9377 14199 10960 2419 3919 4888 6574 14087 14353 14470 4452 2574 4846 2015 9885 11879 4444 8993 12351 6612
13924 25285 15794 21231 22273 14846 13050 18936 21792 13129 21920 19431 15106 22760 21306 15203 26584 19346 18615 23965 26106 19140 19709 22320 17889 15369 24531 22409 14490 15286 20108 25056 19945 21146 25008 21725 20287 16638 13327 18352 13667 16498 19330 16063 19359 11569 13639 19630 7847 14974 15861 18172 24656 14669 11759 13705 12661 6115 12208 18951 17569 22695 20443 18644 9449 15191 16381 17390 18452 18990 9428 10905
153 -248 -34 -155 43 -184 -194 -322 -195 -15 -197 -145 -227 -186 -80 -131 -652 -84 -125 -128 -137 -202 153 -26 -115 -50 -381 93 -26 -267 176 -97 -31 1831 505 1123 -24 1945 -333 -332 449 88 -184 -235 -28 2444 -38 1 176 38 -56 -134 -243 -77 -72 1378 327 4788 -11 593 8049 1232 11264 11967 806 33633 3129 2161 2 -357 737 463
13537 3319 552 3529 4240 1417 3216 4776 786 838 236 4666 17459 1640 8739 3370 4405 14706 9377 12634 1575 6251 216 4465 3297 9173 2523 3570 6588 12950 4575 304 9662 2705 13176 8513 10526 8252 9885 14307 4095 6409 11783 5654 5715 8412 10032 5203 10354 3937 10763 9792 7226 10201 3183 2761 7851 11141 3201 3584 1424 14131 5345 1153 13504 2958 7939 10027 3057 18177 6422 8924
9712 9336 11727 10177 10411 16421 15907 13493 8893 11949 8079 15497 11377 9068 8694 10876 7736 12914 12498 6580 1971 12986 8296 8384 11552 9245 11815 9007 11349 11444 10228 10041 9451 15533 8770 13264 10601 9960 23488 11477 15662 21541 8530 14032 12444 19914 16922 12804 17250 15417 10695 12759 10774 7912 16111 11673 16879 23639 10428 11134 17720 8792 15305 13878 26876 15924 16914 9698 21360 9666 7428 19563
7118 14580 5245 6779 8732 2633 5586 10295 6382 3845 5139 7372 15435 12962 15728 3104 12882 8097 7561 12559 3711 16325 1782 4768 13714 13713 5293 7265 6074 18066 12242 6275 8724 11383 15229 8454 7373 9068 8540 14975 20656 6253 14299 8321 3004 3112 11040 6515 14179 2535 16414 10204 10731 14015 11389 3145 5667 14877 10986 11733 8453 12704 8505 2519 12255 2828 8866 9026 6276 10768 10965 11637
11126 13568 16756 11439 15030 24420 12125 4175 15546 18782 17041 20863 10630 11676 14110 13017 13007 16429 14131 10592 -74 11270 19434 10299 15970 8380 7327 13861 7103 17621 15041 15033 12453 17479 14230 15646 12086 13617 5199 10207 14345 9582 10675 10127 17294 16066 21334 14799 19406 13011 5905 8189 15601 13884 13624 14427 7956 12353 15692 14266 20836 14007 15696 20230 14969 18761 14764 14968 9615 11709 5408 9718
1584 6035 10435 -45 1583 10205 307 233 11375 10110 5598 639 5125 2653 1717 512 4639 119 2176 2175 814 643 2933 38 2193 2722 -4 2367 1752 17853 7839 1851 2621 2452 9349 2499 7039 8728 1228 2152 2998 1952 3384 1132 446 2045 1395 2192 2606 1270 1815 2230 715 5153 5507 1844 2016 3055 16363 6935 2576 7219 7174 3101 10908 3445 2158 2673 1843 12955 1659 21096
17139 21863 18189 18894 15341 16876 15252 17138 21607 16595 12754 19110 11793 20085 21445 20273 21779 21753 16458 16418 31453 20524 21233 16553 21381 20981 22469 20590 17171 17536 22013 22575 21599 24526 19501 10623 18228 16657 13120 13752 16646 13829 20940 23371 14780 12448 13750 18062 10973 15816 15619 15373 20162 16860 16698 12013 11502 12732 26868 20191 17617 20038 9813 13046 5780 11713 13175 22481 20695 20706 16355 15228
