"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60"
-0.0268 -0.0445 0.0291 0.0546 -0.0424 -0.0521 -0.0481 0.0276 -0.0662 0.0472 -0.0409 -0.3951533 0.0709 0.0686 0.1069269 -0.0321 0.0275 0.0469 0.0114 0.0236 0.0057 0.1215192 0.00706 -0.0598 -0.0594 0.0114 -0.0567 0.0379 -0.00579 -0.0159 0.0447 -0.0546 -0.0407 0.00303 0.0364 -0.0651 0.0811 0.1494155 -0.0576 -0.4002048 -0.0372 0.2451254 0.0761 0.1296287 -0.4308709 0.1759312 0.0193 -0.0821 0.1069915 -0.1221685 0.2008501 -0.0189 0.000556 -0.0778 0.0212 -0.0841 -0.071 -0.0266 0.0298 -0.0616
-0.0183 0.0466 0.00736 0.0157 0.0471 -0.0623 -0.0571 0.017 0.1222077 0.0387 0.0342 -0.0839 0.035 0.0294 -0.00539 0.0217 0.0398 0.1371866 -0.0539 -0.1322626 0.1527437 0.0195 -0.1131661 0.0632 0.034 0.09 -0.0798 -0.2343678 0.0237 0.0334 0.0486 0.1213897 -0.0496 -0.0123 0.1085799 0.1158634 -0.0407 -0.00888 0.0595 -0.2828401 0.1001913 0.1316589 0.0839 0.00764 0.0491 0.1794131 -0.0817 -0.0946 0.1208806 0.0372 0.0907 0.0116 -0.0141 -0.0633 0.0346 -0.0121 -0.0469 0.1010538 0.0377 0.0124
0.0735 -0.0282 -0.0686 0.1072668 -0.1513902 0.3560869 0.2036385 0.0273 -0.2143461 -0.1669988 0.1463188 0.3155935 -0.0573 -0.2469487 0.0965 0.1797517 -0.2007602 0.016 0.2998992 -0.0559 -0.1798751 0.1727626 0.0965 -0.00564 -0.0972 0.0976 -0.1084808 0.1255434 -0.0942 0.3089061 0.1054755 0.3315661 -0.0843 0.1566695 0.1052911 0.0491 0.2405511 0.1251822 -0.0636 -0.8795545 0.2116429 0.4280984 0.0363 0.2205532 -0.2582453 -0.045 0.0644 0.0565 -0.1646164 -0.0365 0.3456355 0.0281 -0.1704981 -0.1770752 0.0367 -0.0267 0.0402 -0.0563 -0.0676 -0.1024677
-0.0332 0.0389 0.0533 0.0326 0.0762 -0.1450579 -0.1980989 0.0579 0.1300659 -0.0151 0.1526346 -0.1574854 0.1596074 -0.0227 0.054 0.0276 -0.0311 0.1291448 -0.1679241 -0.2051034 0.0774 0.0573 -0.182448 0.0543 0.0641 0.0329 -0.00552 -0.2930169 0.0798 0.0876 0.0811 0.2158245 -0.0471 0.0348 0.1343466 0.0494 0.0274 0.0365 0.0757 -0.5647403 0.1616076 0.3292077 -0.1055464 -0.0562 0.2241078 0.3599302 -0.0841 -0.110024 0.1227569 0.0287 0.0812 -0.0388 -0.0329 -0.0128 0.0951 -0.0413 -0.1170311 0.1514889 0.00877 -0.0213
-0.0697 0.0454 0.0445 0.0744 0.0554 -0.0444 -0.1171165 0.0694 0.0451 0.00296 0.1213024 0.0211 0.0389 0.034 -0.0597 0.0148 0.0272 0.0902 0.0103 -0.0591 0.0147 0.0136 -0.1301335 0.0272 -0.00558 0.0652 -0.0406 -0.1566612 -0.00586 0.06 0.0779 0.0825 -0.0162 0.0824 0.0986 0.00484 0.02 0.1015726 0.0899 -0.296443 0.0975 0.1053346 -0.0194 -0.0612 0.0309 0.1107854 -0.1348798 -0.0847 0.2561062 -0.0613 -0.0197 -0.0431 0.0337 -0.0457 0.1846983 -0.0121 -0.034 0.0792 0.00752 0.0519
0.1231501 -0.0629 -0.1201673 0.0467 -0.0113 0.0948 -0.4457948 -0.0477 0.0815 0.1058329 0.1244032 0.00599 0.0149 -0.225168 0.1195074 0.1877263 -0.0317 -0.0512 0.0638 0.0689 -0.035 0.1247986 -0.0312 -0.0312 -0.0312 0.0149 0.0401 0.1011067 -0.0342 0.0907 0.00603 -0.0393 0.0374 -0.0953 -0.2210973 0.2227716 0.0907 0.0957 -0.1041279 -0.2932917 -0.1440508 0.0898 0.0259 0.067 -0.1087639 -0.2603012 0.2250968 0.1039774 -0.2826422 0.00972 0.3300551 -0.0735 -0.00988 -0.0911 -0.024 -0.086 -0.0116 0.0563 0.0431 0.0441
-0.1323607 0.0318 0.0595 0.1714638 0.0882 -0.0101 -0.2609473 0.1146959 0.0913 0.0609 0.1957742 -0.2444051 0.1998112 0.1106844 -0.0111 0.0537 0.068 0.1651025 -0.2535674 -0.0669 0.0889 0.0789 -0.1352128 -0.0185 0.0533 0.00934 0.1091194 -0.1420999 -0.0184 0.068 0.0492 -0.00607 -0.0415 0.0481 0.0329 0.027 -0.0827 -0.0485 0.177875 -0.3710482 -0.00918 0.2587138 -0.0146 -0.0405 0.0723 0.2285127 -0.0726 -0.106438 0.1239415 -0.0238 -0.2725119 0.1309671 0.2498647 -0.0182 -0.0743 0.1038571 -0.0934 0.0631 0.0154 0.00548
-0.0878 -0.0381 0.1970405 0.0406 0.1715911 0.0669 0.1501731 0.0232 -0.0302 -0.00888 0.1891422 -0.0399 -0.1555796 0.1005471 0.2019453 -0.1396472 -0.00403 0.0935 -0.0511 -0.1152236 0.0314 -0.0723 -0.0177 0.2580944 -0.0476 0.0789 -0.2393813 -0.0872 -0.0066 0.4360471 0.1253234 0.1577607 -0.1043688 -0.00866 0.2246378 0.1516057 -0.1138115 0.2390102 0.0249 -0.4725683 0.3075787 -0.1021826 -0.0165 0.0935 -0.0701 0.0019 0.0332 -0.1908211 0.0754 -0.106907 -0.0898 0.1117684 0.0124 -0.1097215 0.1451031 -0.1071858 0.0608 -0.00551 0.1742102 -0.0325
-0.0519 0.0036 -0.0468 0.0108 0.0528 0.0463 0.0634 -0.00551 0.0153 -0.1469369 0.0777 0.1820032 0.0407 -0.1028316 -0.0901 -0.0169 0.0122 0.0374 0.1211932 -0.0396 -0.0249 0.0563 -0.0555 -0.0233 0.0486 0.021 0.0183 -0.0515 -0.0122 -0.0189 0.0437 -0.0403 0.0749 0.1174651 -0.1375251 0.0977 0.0565 -0.0699 0.044 -0.2119473 0.0248 0.0911 0.1190063 0.1348384 -0.0513 0.1054517 -0.0726 -0.0256 0.00549 0.0476 0.0616 0.0665 -0.0646 -0.0451 -0.0179 -0.0904 0.1139391 -0.0685 -0.0552 -0.1537195
-0.1430888 -0.1311975 0.0418 0.4052156 -0.1301606 0.0733 0.1151924 -0.0935 -0.1944452 0.3491243 -0.0657 0.1453951 -0.0378 -0.0234 -0.0124 0.251868 -0.1359847 -0.1362814 0.0185 -0.1789593 -0.190103 0.2736616 -0.0653 -0.1076192 -0.0399 0.0593 -0.00911 0.2502239 -0.0661 -0.0865 -0.0298 -0.0151 0.0188 -0.072 -0.1453588 -0.0529 0.2234182 0.0803 -0.1826918 -0.3455325 0.1758163 0.1000551 0.00146 0.1334603 0.0161 -0.2121846 0.073 0.1855183 -0.1115865 -0.0666 0.2392037 -0.0839 -0.071 0.00623 -0.0929 -0.1004087 0.0608 -0.1212573 -0.1589588 -0.1136212
-0.1261364 0.0318 0.0643 0.0993 0.0127 -0.0182 -0.0241 0.1033864 0.0428 -0.1237333 0.1411636 -0.1167353 0.0299 0.1684955 0.0186 0.0501 0.0106 0.0711 -0.2160121 -0.2326129 0.1221077 0.048 -0.1004671 0.0358 0.0667 0.0036 0.0837 -0.1906367 -0.0117 0.0663 0.0911 0.0999 0.0363 0.0557 0.0984 0.0228 0.1209506 0.0635 0.0649 -0.3256403 0.0549 0.1679841 0.132401 -0.00153 0.0386 0.1687282 0.1246284 -0.2214384 0.1168069 -0.0752 0.11366 -0.00875 0.0795 0.00737 -0.0682 -0.0284 0.0324 0.0576 0.0344 -0.0432
-0.1208114 -0.0477 0.0169 0.1107856 0.134641 -0.0168 -0.133937 0.1355483 0.0846 -0.0874 0.0558 -0.0938 0.1133315 0.1448555 -0.0945 0.1200939 -0.00922 0.1051294 -0.2880192 -0.1374135 0.0904 0.0801 -0.1003289 0.0387 0.0144 0.00763 0.1671687 -0.1871877 0.0269 0.1012405 0.0514 0.00714 -0.026 0.0552 0.0496 -0.0376 0.0578 -0.00113 0.071 -0.2573281 0.0781 0.2037041 -0.0822 -0.0101 0.1490024 0.2719309 -0.0584 -0.2071679 0.1267486 0.00765 -0.0674 0.0624 0.1217572 0.0109 -0.0431 -0.0722 -0.0256 0.0521 -0.0284 -0.0389
0.0641 0.0515 -0.0784 -0.0226 -0.1228049 0.2084395 0.0794 -0.1296323 -0.088 -0.0495 0.1321624 0.1942352 -0.0853 -0.1000037 -0.1053651 0.0894 -0.076 -0.085 0.0775 0.1819186 -0.0978 0.1942268 -0.0067 -0.014 -0.0966 -0.00904 -0.0748 0.0647 0.0109 -0.2182453 -0.2210634 -0.1083831 -0.1784484 -0.0247 -0.1234347 -0.0758 0.4930875 0.3028797 -0.2128957 -0.5508457 0.1349859 0.1131436 -0.0327 -0.00376 -0.0511 -0.1908692 -0.186427 0.132117 0.0272 -0.118725 0.093 0.0358 0.0218 -0.00294 -0.1108494 -0.1244529 0.0897 -0.0455 -0.1431322 -0.0505
-0.0423 -0.0527 0.0144 0.0925 -0.0513 0.0189 -0.0486 0.0217 -0.0226 -0.0341 0.0521 0.0801 0.0076 0.1089943 -0.155192 0.0582 -0.0261 -0.000879 -0.0467 -0.1025141 0.015 0.1016764 -0.0837 -0.00404 0.0198 -0.00343 0.0308 -0.0668 0.0612 -0.00599 -0.000703 -0.0226 -0.019 0.0589 0.0654 0.0164 0.1370572 0.1031164 -0.0046 -0.4820723 -0.0735 0.0386 -0.0909 -0.0572 0.0198 0.1116017 -0.00947 -0.0858 0.0792 -0.0354 -0.0315 0.0212 0.0545 0.03 -0.0281 0.045 -0.0443 -0.00478 -0.0236 -0.0521
-0.0712 -0.00469 0.0403 0.0991 0.00728 -0.026 -0.0903 0.0835 0.0601 0.00361 0.1038361 -0.172403 0.0688 0.1218964 -0.0153 0.0288 -0.0166 0.0523 0.00895 -0.189812 -0.0179 0.0391 -0.0711 0.0229 0.0309 0.0337 0.064 -0.1760167 0.0253 0.0256 0.0633 0.0253 -0.00348 0.0305 0.0527 0.0862 -0.159593 -0.0531 0.3204264 -0.1273112 -0.0604 0.1059839 -0.0275 -0.0226 0.00413 -0.00444 -0.0493 -0.1947495 0.1309818 -0.0127 -0.0787 0.078 0.1004645 0.0355 -0.0712 0.0267 -0.0593 0.0325 -0.0372 -0.0217
0.0693 0.1099522 -0.0267 0.0323 -0.1441702 0.140592 0.0059 0.037 0.1101176 -0.0778 -0.0375 -0.2238925 -0.025 0.1415674 -0.0011 -0.0156 0.0285 -0.0402 -0.10908 -0.0767 -0.1422945 0.0147 -0.1178135 0.1991489 -0.0382 0.1501374 -0.0723 -0.0926 0.0499 -0.0391 0.1063742 0.0667 0.0724 -0.021 -0.0327 -0.026 0.1048489 -0.0653 0.1294942 -0.00849 -0.0381 -0.0408 -0.0824 -0.2195784 0.1785825 0.1746149 -0.0194 0.0485 0.1766527 -0.1566237 -0.00386 0.0199 0.1533514 0.0608 -0.2254195 -0.1179221 0.0393 0.0466 -0.0708 -0.0144
0.0299 0.00317 -0.0458 -0.011 -0.113712 0.0829 0.0683 -0.00354 0.0164 -0.0736 -0.0666 0.1279501 -0.0219 -0.0522 -0.0503 0.0949 0.0107 -0.0236 -0.00664 -0.00569 0.0606 0.0952 -0.0779 0.0423 -0.000191 0.0791 -0.0896 0.1244044 -0.0657 -0.000113 0.0739 0.1159862 -0.2458256 0.1202842 0.0776 0.0145 -0.1372082 0.1279399 0.1084872 0.0747 -0.1977587 -0.0161 0.2116479 -0.00411 0.172159 -0.0659 -0.0473 -0.1198688 0.2261214 -0.056 0.4316374 -0.0249 -0.0892 -0.0421 -0.1761889 -0.1442874 -0.252042 -0.1768275 -0.0899 -0.0999
0.1753691 -0.0186 -0.2022867 -0.1976921 -0.1660919 0.1024509 0.2860871 -0.1259588 0.0231 -0.1266006 -0.0132 0.1155694 -0.0449 -0.00597 0.0449 0.0833 -0.1750548 -0.0916 0.048 -0.0547 0.096 0.2719905 -0.0199 -0.1430422 -0.1308864 -0.00375 -0.1132811 0.1712876 -0.1132039 -0.1985736 -0.0706 -0.1459319 0.0181 -0.0467 -0.1519482 -0.0145 0.6599009 0.3442784 -0.193313 -0.0936 -0.0679 -0.0497 0.0634 0.0208 -0.1372198 -0.1999271 0.00481 -0.018 0.0861 -0.0332 0.2193335 -0.00819 -0.00675 -0.0033 -0.177906 -0.0706 0.1509158 -0.0513 -0.10348 -0.1495636
0.0415 0.2279393 -0.1910087 -0.019 -0.1012966 0.0803 0.2534919 -0.0488 -0.1030966 -0.3312951 -0.022 0.0458 -0.0222 -0.111365 0.1959208 -0.2567095 -0.1187683 0.0473 0.0396 0.0199 -0.1544734 0.2153137 0.0849 -0.2433349 -0.0339 0.038 -0.0349 0.0883 -0.0459 -0.2368901 0.1725045 -0.0966 0.1085441 -0.00895 0.0382 0.0781 0.2144693 -0.0478 -0.1676247 -0.0612 0.0308 -0.1440507 0.0656 -0.1931907 -0.019 -0.1162485 -0.077 -0.0552 0.2453503 -0.0185 0.2577714 -0.1159182 -0.0398 -0.0543 -0.0938 -0.0445 0.0177 0.1034416 -0.0859 -0.0763
-0.0287 0.0827 0.1217982 -0.1424584 -0.1018249 0.2395333 0.4122221 0.0558 -0.0894 -0.2648222 -0.0581 0.1025358 -0.2203393 -0.0718 0.2451244 0.1271664 -0.046 -0.1961542 -0.0356 0.3507992 -0.35051 0.2605762 -0.15443 0.0229 -0.0773 0.093 -0.2391559 0.1403931 -0.176135 -0.2436356 -0.3957661 0.6518554 0.00688 0.1300563 -0.00805 -0.111088 -0.01 0.323168 -0.0968 -0.2239204 -0.1331049 -0.5231268 0.9558078 0.406329 -0.1109758 -0.1549751 -0.0824 -0.4147431 0.2237288 0.0466 0.1478273 0.0701 -0.0063 0.011 0.00769 -0.1520399 -0.1019066 -0.061 0.1392832 -0.1741933
-0.145669 0.0147 0.0616 0.1723882 -0.0433 -0.0257 -0.1247565 0.0493 0.0626 -0.0195 0.1776824 -0.1056921 0.055 0.097 -0.000715 0.0603 0.0172 0.0606 -0.2078353 -0.0884 -0.0278 0.0533 -0.0617 -0.0218 0.0204 0.0626 0.1354877 -0.1629763 -0.0167 0.0301 0.0478 -0.0617 -0.1140386 0.1427271 0.0728 0.00851 -0.1048449 -0.0733 0.1580612 0.0815 -0.0819 0.1247287 -0.1450531 0.0565 0.1113361 0.0957 -0.0432 0.0297 0.0501 -0.0617 -0.1482121 0.00611 0.1520456 0.00251 -0.0571 0.1406204 -0.0842 0.0337 0.0286 -0.0836
-0.0842 0.00743 0.0324 0.0935 -0.0392 -0.0416 -0.1480104 0.028 0.1108092 0.0229 0.0881 -0.2929789 0.044 0.1626097 -0.0694 0.1443667 0.011 0.0129 -0.2366983 -0.4552491 0.3291588 0.107642 -0.137465 0.0353 0.0289 0.0586 0.1236036 -0.1873601 -0.05 0.0696 0.2133277 0.1019043 0.348504 0.0557 0.1332347 0.0761 -0.215522 -0.0343 0.2657627 0.1556589 -0.2225013 -0.0582 0.2610481 -0.1055505 -0.0545 -0.0853 -0.1570804 -0.4444493 -0.039 0.8335263 0.1466403 0.0195 0.1271555 -0.0148 -0.2327884 -0.0252 -0.100358 0.0665 0.1442987 0.0272
-0.1590727 -0.0833 0.1673406 0.093 -0.0155 0.0497 -0.1587567 0.0865 -0.0381 0.0284 0.0604 0.00198 0.0378 0.1120779 -0.0528 0.0329 -0.0141 0.00681 -0.1363577 -0.0706 0.0217 0.1461671 -0.0736 -0.0294 -0.0289 0.0276 0.051 0.0187 -0.0695 0.1672955 -0.0217 -0.03 -0.093 0.00516 0.0158 0.0764 -0.0689 0.0661 0.056 0.1647853 -0.3968615 0.0971 0.0203 -0.3074845 0.2506332 -0.1239638 0.0376 -0.092 0.0717 0.0205 -0.0649 0.0904 0.0876 0.0237 -0.0271 -0.1317187 0.1329719 -0.0264 0.0651 -0.0754
-0.2057241 -0.0682 0.1340698 0.1931491 0.00858 0.00517 0.0108 0.0661 0.00646 -0.0373 0.1053147 -0.1821066 0.0662 0.1136282 0.1057836 0.0971 0.00246 0.00922 -0.3290866 -0.1473973 -0.036 0.1029781 -0.1056788 -0.028 0.0235 0.0381 0.1845363 -0.0897 -0.0463 0.0706 0.0799 0.013 -0.1540121 0.0445 0.0835 -0.0178 -0.2471948 0.1256335 0.2634257 0.2640301 -0.0414 -0.0436 -0.1961417 0.0144 0.1059178 0.00674 0.0614 -0.1542533 0.1237405 -0.0164 0.0404 0.1020057 0.202401 0.0373 -0.1161518 -0.1508094 -0.1398226 0.0209 0.0731 -0.066
-0.0828 -0.0166 0.00602 0.1231984 -0.029 0.0141 -0.00802 0.0622 0.00706 -0.079 0.0505 -0.0703 0.0719 0.0746 -0.0841 0.1051144 0.0227 -0.0758 -0.354053 0.0162 0.0251 0.0743 -0.102723 0.0201 0.0069 -0.0232 0.0971 0.0809 -0.0709 0.0524 0.1176392 -0.0135 -0.0644 0.0313 0.0705 0.02 -0.112809 0.0199 0.1948748 0.2716062 -0.019 -0.0453 0.0308 -0.0462 0.0183 -0.0678 0.0169 -0.1394931 0.0714 0.0313 0.0677 0.00777 0.1045077 -0.00853 -0.0343 -0.0547 -0.0574 -0.0593 -0.00221 -0.0435
-0.0478 -0.1191228 0.3430286 -0.00955 -0.00468 -0.0495 -0.1315812 -0.1064179 0.1158322 0.1736223 0.0132 -0.1616709 0.0677 0.1113735 -0.0825 0.054 0.2923943 -0.1013326 -0.2290538 -0.00222 0.0437 0.1751924 -0.1004156 0.0662 -0.1009462 0.368439 -0.0958 0.2898956 -0.2679231 0.0275 0.1474745 -0.0696 -0.0968 -0.0314 0.1980764 -0.1356574 -0.1731086 0.0899 0.2875474 0.3736498 -0.2147616 -0.150603 0.165157 -0.2601431 -0.0381 -0.2335683 0.0338 -0.0986 0.2121377 -0.2469212 0.2131727 -0.0533 0.0918 0.0904 -0.1202523 -0.0216 -0.2576242 0.0868 -0.024 0.1473333
0.000803 -0.00238 0.0515 -0.0811 -0.0443 0.1227077 0.1829247 0.0377 -0.0104 0.0137 -0.2200503 0.0816 0.15146 -0.0952 -0.3028921 -0.1235272 0.0116 -0.0783 -0.0794 0.3209385 -0.1317728 0.1481177 -0.0891 0.0141 0.00659 0.3148667 -0.1743835 0.0343 -0.0223 -0.1505178 0.0564 -0.10348 -0.2615732 -0.1723409 0.000515 -0.0147 0.2258245 0.2092417 0.0196 -0.0123 -0.0266 0.101745 0.1632687 -0.5644335 0.2147575 -0.0259 -0.0421 -0.1314154 0.2105312 0.1057534 -0.1215285 -0.0765 0.2557708 0.1479289 -0.1041598 -0.0202 0.0129 -0.00314 -0.083 0.1621739
-0.00359 0.1939579 0.0504 0.0166 -0.1288727 -0.0705 0.045 0.00558 0.0281 0.0493 -0.0872 0.1358108 -0.0493 -0.1361947 0.0413 0.0684 0.0201 0.0795 -0.2732217 0.4919824 -0.0424 -0.0345 -0.0316 0.0841 0.1311305 -0.0806 -0.1061032 -0.1476571 0.1769964 0.0941 0.0541 0.0358 -0.1446714 -0.0219 -0.135469 -0.0218 0.0718 0.0163 -0.0142 -0.07 -0.1640502 -0.000914 -0.0193 -0.1805633 0.1505588 0.1405119 0.1784132 0.0643 0.1261857 -0.2092539 -0.55573 -0.0624 0.2190395 0.0246 -0.1422263 0.2744153 0.0382 0.0216 -0.0665 0.0753
0.025 0.1993611 -0.154257 -0.0913 0.1368172 -0.1016821 -0.0141 0.0645 0.0871 0.1242423 0.0141 0.0157 -0.0745 -0.0602 0.0538 -0.0415 -0.031 0.0858 -0.2193557 -0.0615 0.2596063 -0.0127 -0.019 0.0803 0.025 0.1097163 -0.2702907 -0.173683 0.1230437 0.0916 0.1224874 0.1196538 -0.0722 0.00406 0.1032338 0.0119 -0.1009744 0.00606 -0.0586 0.0252 0.0766 0.0269 -0.0228 -0.1147937 0.2529262 0.277849 -0.00427 -0.0997 0.032 0.0926 -0.0627 0.011 -0.0885 -0.0742 0.1481945 0.0355 -0.0484 0.00247 0.0547 0.0955
