"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100" "V101" "V102" "V103" "V104" "V105" "V106" "V107" "V108" "V109" "V110" "V111" "V112" "V113" "V114" "V115" "V116" "V117" "V118" "V119" "V120" "V121" "V122" "V123" "V124" "V125" "V126" "V127" "V128" "V129" "V130" "V131" "V132" "V133" "V134" "V135" "V136" "V137" "V138" "V139" "V140" "V141" "V142" "V143" "V144" "V145" "V146" "V147" "V148" "V149" "V150" "V151" "V152" "V153" "V154" "V155" "V156" "V157" "V158" "V159" "V160" "V161" "V162" "V163" "V164" "V165" "V166" "V167" "V168" "V169" "V170" "V171" "V172" "V173"
4208.3 152.1 1540.2 4787 5160.5 2856.8 388.6 231.9 2544.8 2036.6 4881.6 11910.4 827.2 6070.7 8116.5 13546.8 75.9 746.4 2403.7 582.5 17493.4 5318 1202.1 8983.3 121.3 2014.2 11653.7 19316.2 12118.7 1652.6 372.5 190.4 1765.9 13251.9 13821.7 2812.5 529.9 11055.5 114.6 1143.7 5924.3 10155.2 6798.5 7842.1 709.8 382.7 749.7 4749.6 66.9 12073.9 7181.3 2191.9 22271.1 556.8 7007.7 14571.2 262.6 499.9 1219.7 1437.3 4628.4 20790.9 2121.3 11054.5 323.9 7095 6415.5 133.7 6720.1 3753.6 92.8 9215 22457.3 8531.1 906.3 6942.5 4570.4 3426.9 490.5 2187.4 1603 3794.9 516.7 4239 3812.9 7119.3 3526.8 4203.5 229 5573 574.9 513.1 13027.1 128.8 210.6 4367.9 20078.2 1402.7 415.7 7852.9 768.3 344.1 724 12639.9 7814.3 10793.3 954 1487.4 2542.5 6019.4 392.8 6017.1 1422.7 1557 451.3 480.3 645 438.6 14739.8 16472.3 13725 5803.8 10245.3 3260.9 3437.5 10348.4 8241.5 851 1516.7 6789.6 294.4 11177.1 5608.4 475.1 12431.5 813.3 4895.8 11640 8888.5 6108.4 12041.2 5149.8 6688.9 1059.1 292 9472.2 670.1 9643.1 985.2 1601.9 6331.4 11916.5 6352.5 10230 9190.5 16916.6 7358.4 9226.3 8254.7 6556 84.9 13678.3 5847.7 5515.6 315.5 3891 4268.4 18056.7 487.5 10681.4 3506.4 8185.4 251.2
15866.2 2966.8 12559.2 5790.8 6961.8 12940.4 5013.1 6987.8 6953 6840.4 10406.2 10881.8 5390.9 8508.1 14817.9 820.4 8072.9 774.8 5030.9 9833.4 9052.3 10391.9 1577.9 4149.9 11739.1 5262.5 1102 949.6 12581.8 23093.9 5954.2 2178.7 8958.8 6115.1 3586.4 2157.5 5556.7 6315.8 1855.9 8474.8 4041.8 12687 8231.4 2247.2 836.2 8100.1 5667.9 186.6 3720.2 4623.5 800.6 110.3 6704.5 10129 634.2 136.8 2287.1 8720.6 9683.4 4371.4 6264.4 3315.4 6974.6 3499.8 2440.8 3994.2 5814.9 6938.5 7127.1 6637.7 4570.4 1266 5247.6 2235.4 6377.5 2684.4 2809.1 219.8 10071.5 12492.3 1759.8 15887.5 368.1 1656.2 9032.1 1560.1 6441.3 2872.1 14607.4 1950.6 7376.5 16188.3 1007.4 4847.9 9436.1 6299.2 6409.2 3129.1 7137 1452.2 4761.1 6287 7248.6 1538.1 8935.6 17339.9 6732.5 1075.3 2486.5 8063.3 5977.8 7022.9 9880.7 5138.4 5562.1 6847.1 7915.4 9684.2 257 489.9 5086.4 6013.8 18462.4 509 7671.3 6822.5 3661.9 13859.2 6685.7 3531.7 8894.6 9078.7 738.7 7611.9 8534 6992.8 229.3 2011.6 22689.9 6976.9 9648.4 10265.8 5166.1 16926.8 3121.5 187.7 2871.3 3554.8 12276.1 7069.9 8039.8 480.7 6075.1 774 8464.7 8705.9 1167.9 632 27210.1 13851.7 26801.3 252.2 24369.5 735.6 13376.3 7055 4619.6 2858.9 1738.7 16375.8 1153.7 4987.5 11370.5
3989.6 3849 1396.8 2082.2 2480.1 401.1 1581.3 1097 729.4 1150.5 1120.4 720.5 1282.5 942.1 16981.1 9166.4 1576 668.6 238 6291.9 2871.5 3801.5 1109.2 1648.7 1441.7 482.5 1329.1 770.7 7023.1 2846 476.8 449.6 414.9 1660.8 26839.4 2089.8 1747.8 2557.4 630.7 359.6 6359.1 12510.5 10497.6 20170.7 384 415.2 2462.8 929.5 5112.9 1857.1 2504.4 849.2 2534.7 2119.6 6850.6 301.8 1014.4 930.9 1399.2 1570.9 3100.1 8730.7 5826.6 742.2 3238.5 9746.7 1275.9 489.9 19367.7 2003.7 1793.3 4544.4 1925.3 1075.8 2629.4 560.3 1001.7 292.1 7053.8 830.5 888 1934.7 1353.7 762.7 1251 10040.4 1775.2 1950.1 7464.4 879.3 2312.5 8650.7 2411.9 1701.1 9444.5 3300.2 4419.4 5408.9 3856 1014 5310.2 19812.9 5168 3296.3 382.7 4570.3 25047.2 11316.3 802.7 5115.6 1698.4 1126.6 27582.8 17663.3 2569.3 913.5 3207.2 1236.7 162 654.6 11984.2 572.5 740.5 1810 1069.9 343.4 14617.2 1562.5 5730 13124.2 2097.6 2820.8 668.7 581.9 11935.4 7647.2 4991 10933.6 4983.8 2202.2 6281.2 4675.5 1448 4121.4 608.3 302.2 5621.8 826.1 3510.9 1098.2 2749.8 7308.1 2578.7 6191.2 533.7 2626 6150 963.1 25447 3183.4 1120.2 3329.5 473.3 860.1 4466 1134 6246.1 2950.6 1022.6 1944.8 2603.6 767.5 912.9
14571.6 17118.6 17000.5 13165.1 15411.8 22378.6 6730.1 8862 18272.1 8380.9 32584.2 11910.1 7973.3 13939.9 9657.2 14526.2 11017.5 12449.2 18541.5 11348.1 11193.4 12841 7203.1 9563.8 30691.8 6344.5 13672.7 9447.6 13419.7 13929.7 10296 15446.3 20771.8 7606 11979.8 8862.7 11227 8103.4 12152.3 8616.7 6957.9 7262.7 10394.6 10134.7 12036.5 8283.4 15791.6 3837.5 9548.8 15691 11684.6 13109.3 15580.1 14170.8 16137.9 4377 13427.5 26610.2 11220.7 10952.2 15047.3 11374.9 13605.6 6771.1 7035.1 11187.9 17181.3 6042.8 16309.3 14146.7 30304.4 19968.3 9874.6 11954.8 9797.3 12188.9 9532.8 8483.7 17279.8 9919.3 10977.5 10196 18137.8 8403.6 10961.3 6993.2 8268.6 13905.7 9776.4 4211.7 20681.1 8543.8 15339.3 9808.3 9423.3 21907.9 7654.4 12426.6 12413.2 7489.7 9346.1 10986.7 8511.5 8351.7 13076.4 17948.8 32696.5 8869.9 12639.2 21898.1 12552.5 12119 12185.5 17066.1 19268.2 9961.4 15664.2 7656.2 6268.5 6696.7 15302.3 13292.1 13336 7591.7 10363.7 7634.7 10022.5 9736.5 14140.6 9301 13692.1 11595.8 4119.9 10389.4 14134.4 20992 8087.3 11851.1 14678.3 7516.4 15050.3 16817.5 12983 16581.6 12471.5 8430.2 25852.7 23175.2 8751.2 21557.4 7330.3 13747.5 19677.6 13910.2 18683 16463.8 9775 11284.5 12991.8 12819.6 13902.5 10644 25272.8 10697.9 17511.1 10669 11953.4 9692.4 8348.1 9726.8 13709.5 13896.2 19477.6
4141.2 2568.7 6605.3 20251.9 11820.4 2747.6 4742.1 3696.7 19415.6 4147.8 8552.6 13486.9 5231.3 4224.4 6725.3 2574.5 4381.5 4905.7 5380.5 6345.6 6533.8 13154.3 13676.4 4310.4 3246.7 8923.9 4676.3 4494.3 2784 4619.1 5900 6364.1 4825.8 5495.5 13799.1 9853.4 8695.1 1915.5 13021.1 5944.8 6064.3 1539.9 4892.5 7286.3 25904.7 5222.7 3788.1 10424.6 17632.4 7403.6 10095.3 8379.8 10260.6 7682.8 2423.6 9478.2 9351.4 7409.2 13248.5 18029.3 4445.1 2436.9 6645.5 7462.3 17134 4327.7 2833.3 12632.1 3482.3 1085.7 4399.3 7208.2 6968.7 12343.9 7576.3 5514.1 8548.6 5850.6 5099.3 5536.3 6225.8 5160.4 2160.8 15040.9 4323.8 19919.3 5187.1 7612.6 2836.3 1932.1 1555.9 7891.9 2947.6 4013.5 3873.2 11607.4 3999.8 12686.3 6670 36120.8 9741.1 6528.3 2839.7 3236.2 7551.9 4952.5 5751.2 4332.5 5116.2 3232.5 2248.5 8857.9 7584 13970.5 3537.1 6066.8 7655.8 7218.8 26194.6 12137.8 2319.3 926.1 7305.9 703 1090.3 12081.7 5804.9 9576.1 8358.3 6974.7 6003.3 4127 3387.2 15627.4 2504.2 7401.4 3272.6 1811.8 10955.7 3712.2 4437.5 4119.3 5826.4 9711.2 22112.7 12374.2 5663.1 4596.7 6117.8 3459.8 3431.6 3890.1 4037.5 2503.4 5376.4 6211 5508.3 5733.7 5164.1 5656.2 6593.3 8215.3 7446.1 20575.3 3512.5 10511 5072.7 8096.3 9144.1 3181.8 5232 17872.8 5287.3
14500.7 10286.5 24935.2 13178.3 11678 30508.5 12353.9 24394 18028.7 22461.2 12901.2 21484.1 12754.9 15589.4 8778 14336.1 31716.9 12503.3 11143.2 29616 19137.6 22810.9 14964.8 7239.8 16231 11804.1 12795.5 19023.9 16594.6 12946 10833.5 20851.4 23313.8 16944.6 11634.6 13610.4 10965.7 20523.1 27283.5 13444.5 13514.9 5702.1 18379.5 6702.5 17394.4 14161.8 10803 9482.4 25964.2 22628.9 11360.8 8381.7 11147.9 13513.9 17412.6 10520.9 10779.9 16800.4 13108.9 13035.1 11038.7 10579.3 14545.3 12935.7 17220.4 9452.1 11412.3 9147.7 11861.9 10944 18199.1 12703 15439.7 16194.5 14132.2 9303.7 9725.7 14422.6 13078.1 21305 11113.2 26051.6 10749.2 15355.3 15785.9 19861.7 15930 14606.3 15653.8 12711.5 21058 19320.9 10559.6 15631.8 13219 36524.1 12678.8 10650.9 11517.5 12839.3 11030.7 8647.4 7837.6 12671.3 11053 23807.4 21562.5 14585.1 20580.7 14860 15292 16590.5 20803.2 17665.9 13523.8 9947.2 14268.2 11993 8928.9 8956.5 11704.1 5979.6 13342.2 13126.2 7028.5 11799.6 13384.9 17563.5 23360.4 7670.2 12194.8 10959.2 12705.9 10326 11974.3 8465.3 15130.3 12099.9 22768.6 15607.1 18314.5 14136.3 11183.7 15641.2 13188.6 8949.1 17100.6 7785.9 12017.7 18394.7 15337.5 8277.2 7021.7 23292.4 15814 17850.4 15918.9 14194.4 23428.4 10465.8 21084.5 12756.2 17747.1 15022.9 18369.1 13524 12498.6 16372.6 9450.4 19562.3 16045.4 10561.6 17389.1
14408.9 18786.8 26126.3 17809.6 30349.8 16306.7 8831.3 11973.9 26204.3 14295.6 36192.3 11102.1 8970.5 13151.4 9170.5 13995 20555.7 10600.5 13031.8 11673 18254 17799.2 6705.3 9708.1 22145.6 11079.1 10848.6 9231.7 16344.7 20956.5 9835 8649.1 7517.9 15908.6 16564.7 12298.4 6246.7 11914.6 7459.2 5596.4 11103.4 10435.8 11177.3 9355.2 23016.9 8563 9364.3 16605.9 14577.2 14700.9 21564.8 14078.7 12485.4 20149.5 9200.3 15988.9 10052.2 17750.7 7666.2 5280.1 10056.3 7315.8 14163.3 10043.5 9535.8 8203.3 9931 15993.3 10903.9 16080.2 15613.8 9680.7 10710.1 8850.8 13120.6 10645 10195.9 9539.4 15030.1 10131.4 8979.6 14094.1 21143.3 8615.9 15840.2 8862.8 16486.6 13102.5 14286.2 10989.2 10095.1 16192.1 11839.5 10226.3 18658.1 27268.9 8505.9 12644.2 9177.8 19123.9 11869.5 10770.8 15172.4 10964 22562.6 10917.9 9198.6 12405.2 11368.2 8622.8 10936.6 10573 8062.4 10508.7 10728.5 9889.1 7225.9 16807 16673.4 12841 20267.4 11093.3 24256.8 8610.5 14195 19105.7 7941 18308.6 9448.2 9496.4 11688.6 13476.7 11682.2 14925.7 11591.7 7709.5 9968.5 16448.5 9916.3 10564.8 20886.8 18509.8 7158.2 19224.1 8819.1 16499.9 11145.5 11276.2 5441.6 23312.4 14963.1 8188.1 8142.7 13969.7 14786.4 7785.5 13403.7 19089.1 14092.8 8801.4 30351.3 13484.2 13113.3 23679.5 14925 17836 17011.8 11683.1 8977.6 7237.7 16549.6 9363.3 11115.6
16587.2 18127.1 13927.5 6483.4 9885.2 15697.8 20529.7 10971.9 16649.7 9318.8 13368.4 12414.1 8065.4 12297.9 17160.9 13785.1 14712.6 14085.5 23955.6 27610.7 18430.9 12719.6 11978.5 18923.4 11509 8708.3 18452.1 11721 13753.4 8105.2 12020.3 26873.4 14945 9596.9 6729.7 16857.7 9576.8 24209.8 17548.5 28282.7 11884.2 18375.9 14432 11504.2 12690.6 27342.4 19470.1 16826.8 18961.4 15465.5 11564.9 12994.9 18957.6 13238.2 9395.3 11399.1 13441.6 7283.6 16739.1 9095.2 25346.3 10748.2 18644.4 18428.6 22501.7 15375.4 11498.7 13972.2 21163.4 11774.6 8536.2 16857.4 8507.2 6377.4 12664.7 13390 12205.9 18055.8 18273.2 17877.5 19412.6 10718 11413.1 10505.9 19707.5 17536.6 7887.5 7823.8 16829.8 18895.7 17574.5 20258.8 11524.1 15381.9 11488 17876.5 16537.2 15826.1 27006.8 22974.5 29774.8 12618.9 23965.6 23753.1 19850.7 16848.6 7409.2 10567 11281.1 16246 28132 12163.6 12392.1 8395.7 10033.6 9401.5 15886.8 19428.1 21854.6 6943.2 18861.2 21341.6 15086.1 11315.2 11024.7 22006.8 9865.2 10497.4 7686.8 14756.4 16688.4 17217.9 23798.1 21002.6 11616.4 11065.8 10111.1 10064.6 10599.1 12868.8 11698.7 9594.3 24581.6 10853.5 13538.6 7557.2 15866.7 17926.3 14147.4 8226.7 7095.7 12469.5 7067 8965.7 13062.9 10635.3 9767.4 15181.5 15523 15236.6 10163.1 16096 5769.9 13536.3 21752.5 16547 17133.9 11857.8 9275.2 14253.6 14831.9 19470.4 12201.5
11651.6 13518.8 11149.6 12020.4 8646.2 10682.6 15853.7 11189.9 18376.3 4571.9 16318.8 7511.2 9770.2 9490.2 20635.6 13116.1 6523.8 7719.3 7578.5 10954 7918.9 6173.4 4701.8 16988.5 4742.6 15360 16495.7 6592 11782.3 7663.6 8122.7 10116.2 16888.3 6935.4 5155.8 10474.2 10529.4 6688.6 9803.8 10798.8 13189.5 12622.9 7233.7 13649.5 19104.5 12149.9 7085.4 14103.6 15618.2 7905.7 11624.5 11903.7 6881.7 19240.1 7094.6 8939.5 18706.6 9992.3 7067.8 17802.5 18632.1 12361.9 14929.9 7767.2 12159.2 14328.7 12238.2 12624.7 10718 50538.7 13449.2 11104.5 3383.3 19338.1 7399.1 8083.5 8063 8879.5 7525.5 9439.6 7745.6 11626.3 8280.1 9000.7 10616.4 15881.9 5520.8 13063.1 8630.7 7743.9 7962.2 29161.3 7308.5 19428.6 19591.4 20996.5 10010.5 12908.1 8284 10665.4 7773.5 20509.2 10129.1 12281.7 7308 20122.7 16910.1 20575.7 11507 11956.2 5756.8 4760.2 8104.6 6163 11538.7 12082.4 12974.4 10295.1 10649.8 12521.7 20400 9495.9 14256.8 9544.6 12454.4 8310.8 8971 10963 15055.1 6622.6 15717 9645.4 8907.3 11063.3 13298.5 11547.1 9823.4 11618.2 14847.3 17146.8 19512.2 11044.9 9141.7 14180.5 15410.7 8676.5 16078.5 17232 8140.1 6948.2 4549.6 8298.5 12727.5 12275.7 9080.3 10786.7 7956.7 6624 7681.2 9804.7 7476.9 8006.3 10075.8 13207 7925.7 12951 7195.8 6603.8 12900.6 8567.3 4839.4 13484.9 9400.6
4776.8 5865.9 5087.6 2719.9 4324.9 3612.7 5057.6 57156.4 5696.8 4645.9 17724.2 5021.2 4404.5 4810.8 4308.4 9193.7 4179.5 4590.3 2860.4 6993.7 5945.9 6051.8 3673.1 4675.3 2578.6 5741.3 9293.9 4291.2 6399.5 5703.1 11730.9 3421.9 3153.3 4329.6 3892.5 2621.3 6208.3 5954.6 4959.2 3695.3 6442 3708.6 4054.7 12145.1 4793.2 3453.6 3324.1 4618.2 3293 4561 15939.2 5598.3 6714.4 5009.5 8268.4 4325.2 2331.6 6461.2 2537.5 2899.8 4813.7 5887.5 2917.8 4182.7 2771.1 6458.1 6485.9 2997.8 5873.2 10817.6 5491.3 5240.9 3870.5 3718.3 3912.2 3706.2 3340.8 7880 3341.7 7263.7 6327.6 11798.4 5016 6189.2 4126.7 4496.6 5211.1 2423.9 5631.3 3505.5 5187.4 3691 4991.5 3352.4 5253.4 3955.8 7208 3386.8 6630 3410.2 4921.2 2649.2 4630.1 5556.9 2998.2 3713.6 5473.6 20296.1 5120.5 6023.2 3828.1 3639.8 2440.7 3491.4 5288.5 3090 5728.6 5440.5 6293.2 4472.6 4225.8 6946.4 3126.4 3765.3 5185.5 2476.5 3075.4 3186.8 4302.3 7077.8 2927.1 9247.3 4212.3 2517.2 4854.8 2639.6 6586.5 6345.1 6535.7 6634.3 2509.5 7743 2746.6 4042.6 2593 5083.1 3443.3 1707.5 3842.6 3147.7 5613.8 5803.3 3585.7 14506 4399.7 3541 4276.1 4858.1 4666 32257.3 3685.8 4708.9 2597.1 3808 2520.7 2726 4448.8 3757.3 2075.1 6249.7 9582.3 5032.2 1003.2
8509.9 13084.3 8131.4 13972.4 19282.5 19401.5 6018.2 11312.3 24463.6 15899.9 9026.4 11798.5 11669.6 11102.9 7139.9 5773.9 18839 17548.7 9866.8 13533.5 8715.8 11474.6 17294.5 12353.5 4206.4 19392.5 9777.7 15404 19346.9 16375.4 9796.8 19379.8 13819.9 13366.3 10666.5 18677.3 7201.4 12663.7 16851.8 14375.2 15493.4 19271.5 10076.7 13571.7 20282.5 11922.6 13262.7 36965.6 27370.2 11322.4 23477.9 23146.9 24551.7 18377.1 13599.3 23131.2 14352.7 14342.9 17860.5 7733.6 11488.5 7217 9572.1 11917 27093.9 11502 9174.7 8726.4 12987.6 5328.1 10955.6 18989 16124.3 10976.6 10098.9 12838.2 18031.6 15397.3 10689 13570.3 17855.4 16853 22139.7 17390.1 20177.1 11469.3 17545.8 19389.9 12235.7 11410.1 12645.8 16878.5 12411.3 12562.9 12461.8 15992.6 7195.5 21743.1 10457.6 20013.3 11487 6896.5 8693.5 12092 17245.1 14411.7 20030.7 11917.5 12258 7308.1 11936.1 18409.9 17151.7 25369.6 10476.7 15818.9 11430.5 16013.1 17901.2 18099.9 7400.8 7870.4 17523.3 14964.9 7977.3 13013.9 15855.8 21462.2 15598.6 9866.1 22155.3 10651.3 7994.3 14850.6 8958.4 8654 14210.5 9836.7 10889.8 9145.2 17719.1 10750.5 9798.5 19398.6 18360.6 10808.8 8366.7 12931.3 8576.3 20234.8 12888.9 10878.3 7456.1 18870.7 12180.2 18544.2 16607.4 21687 13442.9 9259.6 15133.3 18802.1 14332.7 29783.6 14619 14118 13665.6 24773.6 15000.7 13602.9 17451.5 15810.7 20091.3
9556.9 10490.5 9329 13615.9 12233.7 12924.3 21628.3 11040.2 11381.8 6551.1 7431.3 17137.2 9583.1 10581.7 6810 8765 14407 14639.6 11728.2 19515 15471.5 10153 9327.7 11058 14829.9 15055.5 12845 8659.8 13924.9 11002.4 11463.3 19340.6 18560.3 8836.6 9004.8 9088.2 21615.5 25364.5 13849.5 26111.5 15508.9 12193.5 15132.1 23248.5 10544.9 18146.6 12270.7 11658.4 24491.9 14960.8 10340.3 14953.7 21332.6 6835.2 10849.4 11294.8 13887.7 16937 16067.5 9177.3 17563.4 16779.3 7422.3 12005.8 15903.6 13459.3 17558.1 11294.6 9237.5 10274.9 9845.2 12062.5 6680 10579.7 9444.4 11613.9 8229.9 11599.9 13085.6 19943.2 14802.4 10505.8 10755.6 6380 25623.6 8534.9 9215 5460.2 16274.8 16841.5 33346.7 30411.9 14744.3 17014.7 22522 11296.9 7351.2 14803.2 20941.8 17095.4 20284.7 26804.8 14468.5 17286 14107.1 20815.3 12231.2 10185.9 9567.1 9932.5 12099 11159.6 13577.4 14098.5 14783.3 12276.7 15008.3 14415.9 10504.7 9544.5 27602.8 28087.5 10870.1 13497.5 17219 10644.4 14472.4 9070 12395.2 24606.5 22717.5 12901 14022.9 19558.5 13197.1 28148.6 8548.5 11755.6 11779.4 10932 14852.6 9435.4 16575.7 15814.8 10258.1 12633.6 21873.8 16300.5 24627.3 14117 8154.8 12226.9 13183.5 12475.5 11276.3 8615.6 10929 9613.8 14656.6 16387.6 10333.1 12880.9 11993.2 16924.7 14208 16686 11341.3 9300.9 12221.8 11890.3 13476.5 14942.8 21869
15517.5 11105.4 25879.8 20625.8 16398.7 20177.5 16087.1 18639.8 16721.9 20066 18707.7 27788.8 13540.8 17729.5 16886.6 19184.5 17888.6 19251.8 17161.8 32966.1 13663.9 14584.8 18632.6 13470.7 28828.8 12337.6 18066.4 27275.5 19795.9 19107.8 19371.2 14559.9 13715.8 18379.2 14084.8 17473 12832.5 20622.1 13018 16329 16506.1 13574.8 17200.5 11565.6 11769.3 24846.1 22119.6 20126 13509.1 19060.5 13739.5 20970.8 16455.7 17214.9 28311.5 28870.8 21727.4 21986.4 20645.4 12518.2 18468.4 21416.7 14478.8 20999.5 13591.5 13048.9 11028.8 22959.2 19546.6 9749.2 15054.7 14229.9 16220.3 14275.8 11937 16389 13459.9 19743.3 20364.2 21425.2 12507.6 16389.4 36564.5 26038.1 27496 24965.9 17763 20403.2 23916.1 24290.7 21992.6 23783.7 19315.8 21797.2 14777.2 14074.1 21175.5 11234.6 28546.9 25072.2 30939.1 18466.8 23960.6 26239.5 21085.3 21888.3 20506.3 14362.7 23423.5 19152.8 20261.5 7415.2 13143.5 16691.7 22009.3 7262.5 18247 27561.5 25694.1 22099.1 26545.8 19700 19658 16228.8 16352.3 20512.6 18189 21953.5 15947.6 22480.8 22634.9 17075.9 30984.7 15134.2 13704.4 16068.7 15728.3 12714.5 26070.9 11474.9 20154.7 22534 18254.3 15659.5 21080.2 20042.7 9211.3 16774.1 16071.4 18536.8 12226.4 22540.9 12565.6 14629.8 11522.3 18244.6 16509.3 25671.9 22325.4 13068.2 17372 14330.7 14594 14677.5 23505.3 11586 13270.9 13937.8 18983.9 16041.5 23772.5 11498.5 14097.4
619.9 1958.3 686.2 373.1 535.9 1902.8 818.8 730.3 484.4 842.3 16217 582.8 588.6 516.6 7781.5 645 863.9 565.5 332.4 716 605.8 1031.3 584 706.1 784.5 504.3 1519 429.9 363.2 450.9 413.9 561.4 455.2 488.5 677.8 768.7 10278.7 5239.1 442.2 16579.2 583.7 570.4 2497 696.9 7975.8 5511.4 7731.7 744 1121.4 4435.9 497.9 523.1 4185.4 2758.3 2329.1 2583.7 2099.8 557 1759.7 3447.4 9812.4 10105.7 12956.4 3787.5 2620.8 6210.4 20671.9 700.5 760.3 9942.1 20511 731.8 501.6 1941.9 5836.5 392.2 502.8 381.3 5853.1 535.6 662.2 731.8 6796.1 1661.8 323.4 693.8 985.9 743.5 646 533.2 640 1897.3 789.3 661.5 918.6 985.5 2471.7 6289.9 5020.9 328.7 419.2 4083.8 696.9 433.6 466.8 16505 656.6 633.4 6682.8 12475.1 1161 7589.6 21400.7 516.2 818.9 5456.5 308.8 1341.6 388.1 426.9 22753.7 11010 13412.8 1313.2 14725.7 4952.2 598 8197.6 2990.9 1188.1 4304.4 2917.6 474.8 589.2 4394 10365.8 597.5 13431.4 2812.8 428.1 4895.6 2913.4 567.3 4102.3 1528.4 532.6 6159.5 11819.7 717.1 20654.5 838.7 3813.2 954.4 1737.2 17491.8 20428.5 7530.6 850.9 1118.4 8363.9 10550.5 1936.8 4446.8 723 5242.5 7635 4201.7 510.9 2873.8 627.7 616.1 1114.6 12561.5
2881.2 1188.4 5708.8 2353.5 3453.1 1049.9 2576 2874.1 9234.6 2544.6 10648 2130.5 2226.6 8182.6 8716.6 5261.3 4078 2327.1 747.5 819 1798.3 5559.9 10705.9 3011.3 1349.9 8204.8 2830.8 5180.3 2902.7 789.9 4465.8 1142 2035.1 6499.2 6996.7 1519.1 2256.1 1459.8 2429.8 794 1344.4 2541.6 2457.6 5297.6 11897.8 1934.5 2566.4 12284.3 1096.6 4806 14907.3 4121 4954.4 4535.9 7973.8 21496.5 1230.4 1582.7 3038.9 17803.6 2283.8 31974.5 17364.1 5872.3 2011.1 3204.8 2497.2 834 1573.4 2049.1 1369.8 14698.9 17485 13477.7 2069.1 9728 2350.2 7701.2 2817.7 1432.9 7755 1938.3 11726.1 20229.7 929.3 7404.6 4517.3 9738.1 1639.3 1249.5 1140.9 1863.5 8895.8 5764.9 14808.3 2858.6 15891 2359.8 1820.2 11555.1 1513.2 585.8 2171.4 12106.9 868.9 1779.3 946.7 1647.2 6453.5 2055.5 2705.7 1840.3 1895.7 2252.6 1894 1951.3 849.7 1940.5 12750.2 25269.4 1709.9 1622.6 3556.6 2905.6 2528.8 6357.3 9083.8 3890.3 10260 8672.1 1515.4 2396.8 3561 1118.2 3008.8 1694 3433.2 6880.7 2202.8 8928.7 5748.4 2295.2 825.4 1631.8 16657.9 5970.9 5360.7 2371.8 1465.9 7646.4 3431.8 11783.9 1846.9 10470.8 6451.2 2723 5723.6 5847.1 1334.7 1421.5 3213.8 13751.1 4035.4 12326.4 1542.1 2328 3883.1 3907.4 1670.5 1374.2 6308.9 8512.7 7665.3
13685.3 21432.9 18193.6 12432.4 15281.3 17782.6 19676.3 17002.6 9726.5 6564.5 15464.1 15289.6 14035 8114.3 16542.3 12907.9 10501.9 10992.9 12072.7 16833.7 16193.9 11990.9 8586.3 14695.9 8029.5 8272 10886 8061 19486.5 7547.2 4005 6569.9 7114.2 4197.5 11848.5 19696.2 12353 15998.4 22657.5 4429.9 15074.5 17713.4 15538.5 20767.9 14391.9 12305.7 25183.4 16169.8 10788.9 20513.3 11490.4 13858.8 20109.5 14058.6 12403.4 16173.8 14079.4 16403.6 24528.7 34130.1 17306.4 17182.2 10394.5 9870.5 9743.1 17272.2 17608.3 13300.9 18359.9 21512.7 14879.4 11423.3 9601 13481.8 10961.6 10545.1 9323.4 11527.4 9323.2 14560.5 21092.8 17197 11468.5 16807.3 8528.3 21382.6 12874.2 8974.2 14073.1 15952.1 17739.3 22249.7 24487.1 17952.2 28973.9 10552.2 18284.6 13239.9 8030.1 15378.4 12662.1 9169.9 11176.2 10696.5 7490.5 20578.4 11125.2 10308.1 7095.7 15406.3 18536.9 16058.4 12702.3 10958.9 6945.6 5021.8 6241.4 5121 14173.1 20819.4 17466.8 9049.5 11579 11839.2 11184.7 13394 5182.7 10068.6 7631.4 13773.1 8999.3 6194.8 8370.6 8718.1 12291.9 11224.9 6041.4 6746.4 21061.6 12659.5 14978.6 4972.2 9445.7 23908.1 9224.5 6069.8 10275.1 7343.1 18191.9 8550.8 12118.1 15503.2 9656 14293.5 9381.2 15670.6 10361.5 13085.6 9353.5 8752.8 14109.7 10264.3 8648.4 10088.2 11391.6 12172 12350.5 6296 7949 14578.5 6842.4 11222.8 3638.6
