"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
4884.9 4812.1 5238.6 4413 4956.8 6773.1 6711.1 8523.3 7432.5 4273.5 5288.1 4663.6 4552.1 4874.5 3132.7 3580.1 3523.9 6797.8 4931.3 4793.5 3374.7 2725.9 2798 3317.5 4627.2 3819 738.8 1849.4 788.4 2222.5 1006.5 1614.4 766.1 1536.4 1137.4 1053.6 1321.9 1154.8 861.5 1033.5
3615.3 3525.5 4676 4043.4 3652.1 6275 7003.7 7092.2 5245.7 3115.1 4344.7 3918 4531.3 3960.6 2976.1 7311.3 2729.5 6665 2637 3845.4 2637.4 1794.9 1791.6 2098.4 5213 2529.5 744.2 1019.5 599.6 1620.9 671.5 916.2 443.8 1201.6 942.1 707.5 1237 792.7 701.3 704.3
4839.1 5390 6360.6 5035.6 5398 4477.9 5137.6 6791.8 9036.3 4372.4 6604 4348 4778.1 5375 3879.8 3432 3672.4 7357.6 5567.2 4714 3798.2 3544.7 3176.5 3845.4 5342.5 4274.7 800 2242.6 986.3 2134.8 1406 1762.7 1051.9 1953.8 1453.9 1160.7 1720.4 1346.3 1221 951.4
4211.2 4650.4 5329.7 4143.9 4898.5 5886.4 7635.9 7737.2 7651.1 3463.9 5642.6 4076.9 5225.6 5085.9 3340.5 4609 3498.2 7407.2 4350.2 4237 3426.1 3264.7 2879.7 3332.8 4902.8 3871 800.5 1899.9 853.6 2252.1 1167.2 1742.4 812.6 1939.3 1293.6 1116.7 1526.9 1203.2 865.1 1109
200.6 1226.2 1324.8 149.9 4032 503.7 1139.4 1552.7 240.5 868.4 6159.1 263.4 213.4 707.2 778.2 189.4 393 5511.6 10015.7 4894.6 1459.6 55.7 828.6 72.1 168.5 3203.8 1153.6 308.4 1215.1 2607.9 1865.3 2511.8 815.6 132.1 1846.5 113.3 259 1136.3 909.8 5.5
4599.9 4208.4 3522.7 4976.4 4293.3 3837.1 7238.1 1134.3 6733.7 3638.3 4431 4736.5 4304.6 5054.3 3405.6 8217.9 3319.5 7143.8 6036.5 4945.4 2271.9 3068.5 2765.3 3196 5625.3 3429.9 677.4 1579.2 728.5 2250.7 1237.2 1492.1 593.9 2185.8 1713 1218.8 1343.7 922.1 919.3 1227.9
4112.9 4285.8 5155.7 3973.1 4162.4 6160.4 6458.4 7663 6161.4 3456.9 6057.2 4216.3 4693.4 4521.3 3031.7 5071.4 2937.9 7559.3 5083.7 4212.5 2800.2 2620.5 2469 2857.3 5057.7 3278.6 648.8 1543.3 737.6 2001.8 1022.2 1496.5 733.7 1448.6 1049.9 1022.5 1274.4 1050.7 898.5 966.6
4146.8 4853.5 5579.1 4506.1 4729.8 6192.8 7254 7774.3 7946.9 3547.5 6188.1 4199.8 5274 4973.5 3590.5 5337.8 3601.8 6189.8 4095.1 4543 3269.5 3072.6 2808.5 3221.9 5246.1 3849.9 878.5 1752.5 1046.9 2171.5 1312.4 1691.7 917.5 2056.6 1362.7 1292.3 1448.6 1216 1122.6 1239.7
4573.9 5829.9 5958.8 4839.2 5255.3 3838.3 4724.7 9059.3 7871.7 4408.5 5790.3 4999.1 4368.6 4699.8 4024.3 4584.2 2321.4 7775.9 5094.8 4677.5 3541.5 4150.7 3597.6 4148.6 5779.4 2417.8 869.5 2383.5 1232.3 2097.9 1513.5 2314.6 1232.5 2598.3 1575.2 1571.6 2067.9 1494.2 1446 1446.3
4999.4 5134 5972.2 4791.5 4948.2 4776 5653.5 8112.4 8910.2 4158.6 7131.7 3973.4 4783.5 4953.9 3537.3 3806.6 3919 7082 2541.5 4715.1 3664 3557.6 3113.6 3757 5568.3 4404.4 1057.1 2211.4 1190.7 2656.6 1604.1 1886.2 1199 2244.7 1663.7 1546.5 1822.3 1502 1586.3 1365
3625 1562.5 1847.3 959.1 1545.4 3523.9 4276.8 3904.5 7474.4 3835.3 3633.5 3700.9 4955.8 5891.2 1339.9 5120.7 3275.4 4195.1 10117.9 5210.3 1237.2 1447.2 1054 1871.8 2584.1 1924 1386.7 3222.1 1296.9 3511.6 2290.3 2555.6 1517.6 1980.7 1358.1 566.9 2211.7 1644.9 1010.2 445.1
1335.6 417.056579792499 522.923965650622 875.7 4752.8 229 868.4 976.2 319.9 2288.5 1066.8 5434.1 2549.4 1057 3610.7 8526 3077.9 1176.9 208.8 190.3 279.2 189.8 130.6 560.3 6819.2 3751.3 141.6 2230.6 318.155013861986 586.1 114.9 349.7 1072.7 210.028146804634 551.1 423 138.2 197.3 1233 416.717648837977
2536.5 362.7 294.8 3734.1 4980.6 551.8 4096.6 2399.9 1221.7 2855.6 1624.8 4703.7 2705.2 2045.3 3118.3 8448.8 2967.2 1730.4 448.8 208.8 302.6 194.4 374.8 2735.7 7074.3 4171.3 504.7 1718.2 60.2 1029.4 504.1 915.7 1072.3 53.8 1381.1 1180.7 515.2 388.3 1381.1 327.5
900 243.3 273.1 5428.3 2966.5 203.9 994.2 1274.1 546.6 1579 865.6 5601.1 1861.5 982.8 3792.4 8754.9 3606.9 1321.5 645 166.1 306.6 108.9 122.6 974.4 5157.3 1663.1 559.4 473.8 95.3 860.8 173.5 64.1 690.6 111.8 438.4 552.9 175.5 83.4 892.5 58.5
4427.5 4899.5 5724.7 4559.9 4606 5519 5754.2 7816.3 7361.2 3394.9 6098.1 4059.8 4556.5 4768.7 3217.1 4409.7 3531.7 7242.5 6382.3 4733.4 3269.3 3087.4 2754.4 3077.9 5766.1 3130.7 1070.5 2300 1204.6 2620.7 1495.3 1897 1084.6 2424.4 1604 1417 1785.3 1495.6 1318.1 1422.8
3559.9 253.6 5792 130.5 871.6 4393.9 7090.5 3201.8 262.8 3646.8 229.7 143.6 2513.9 1932.6 2474.1 8229.8 2852.3 404.9 283.9 183 3055.4 3211.4 2409.5 2798.9 1308.3 4092.7 1071.4 1508 883.3 369.8 1447.7 497.9 994.7 1500.2 1067.1 1395.9 1173.2 704.4 927.5 1434.3
4111.1 4095.4 5066 4025.2 4322 5982.6 6605 7212.4 6057 3475.1 4929.2 4064.9 4616.9 4300.7 3099.6 6061.4 3165 6185.4 6634.7 3980.7 2557.3 2605.5 2287.8 2731.1 4691.4 3564.8 897.2 1741.5 997.1 1920.2 1374.7 1539.2 914.5 1913.2 1385.9 1413.2 1317.2 1215.1 1124.4 1208.2
4340.5 4867.5 5608.9 4150 4476.3 5308.6 5754.4 7415.6 7126.7 3778.4 5616.7 3467.2 4748.1 4825.5 3332.5 3462.3 3366.7 7040.7 4697.4 4423.7 3373.4 3124.4 2905.5 3303.1 5495.5 3874.7 912.5 1886.7 919.6 2392.5 1124.4 1830.9 972.2 1719.2 1230.4 1163.2 1551.2 1252.5 1059.6 1103.1
3141.4 3516.1 3881.3 3500.3 3742.7 4836.7 5750.1 6291.5 7326.3 2962.1 5521.2 3631.8 3975.3 4077.8 2515.7 5496.1 2803.7 6460.9 4406.7 3788 2266.8 1778 1981.6 2314.6 4725.6 2884 672.4 1381.5 647.8 1658.3 848.5 1180.3 616.3 1360.8 938.9 866.9 937.4 923.2 895.8 748.9
3349.8 3269.8 3974.4 3296.9 3328.4 4933.9 5488.4 5872.6 6969 2810.6 5231 3398.5 3795.6 3502.4 2585.6 5184.3 2609.3 5822 5309.7 3316.7 2204.2 1904.7 1908.4 2314.4 4920 2575.1 525.7 1129.2 456.3 1089.8 658 1288.4 586.3 1035.3 774.8 614.7 811.3 683.9 504.6 483.2
2628.4 2879.7 3241.6 3047.1 3340.8 4769.7 5517.5 6347 6946.9 2360.6 5042.7 3305.6 3781.4 3091.7 2415.3 5863.4 2379.2 5878 5184.4 3010.3 1957.9 1565.7 1477 1802.1 4296.5 2040 527.6 1067.8 613.8 1375.7 690.4 1100 557 981.1 738.9 753.8 797.9 693.1 726.6 741.9
4131.4 4209.6 4964.2 4032.8 4288.1 3867.3 5079.1 6795.5 7038.9 3307.1 5344.1 3989.5 4594.6 4536.8 3151.2 5168.8 3244.2 7193.7 5108.2 4097.2 2728.7 2420.7 2247 2777.3 5250.5 3531.8 723.7 1569.4 907.8 2048.8 1130 1499.8 740.1 1559.3 1157.3 1154.4 1335.1 970.8 1105.2 1042
579.7 740.3 521 233.1 364.3 687.6 266.6 1595.4 1103.8 289 1858.9 795.9 4514 1600.6 42.8 1224.5 4050.8 10568.9 2354.3 3704 531.7 312.2 481.5 416.6 705.3 702.4 600.496051140258 85.6 125.5 111.8 82.9 2033.9 706.4 527.7 671.9 810.6 515.9 326.5 1062.9 829.4
4550.4 4724.5 5539.8 4362.4 4410.8 3293 5124 7114.2 7172.4 3825 5026.7 3811.7 4582.9 4684.9 3034.9 5740.4 3404.8 7392.6 5108.5 3672.2 3359.6 3156.8 2816 3437.5 6113 3935.6 997.7 2025.6 1106.7 2290.5 1483.1 1735.6 1002.9 1957 1428.1 1325 1529.2 1334.2 1289.9 1366.4
4281.5 4473.5 4919.9 4066.6 4479.5 6166 6317.3 7641.1 6980.3 3658.3 4511.7 4203.4 4703.2 4570.9 3089.6 3607 3315.4 6627.2 4378.3 4370.7 3102.3 2825 2675.7 3165.3 4114 3609.2 866.3 1995 1072.8 2105.2 1272.1 1565.3 963.7 1906.4 1386.3 1301.3 1524.7 1284.8 1092.6 1428.1
4343.1 4210.5 4999.5 4028.4 4380.9 5492.8 5801.1 6310.2 5944.2 3597.5 5244 3200.3 4771.5 4715.4 3166.2 4565.7 3345.3 6639.9 5719.6 4504.5 2852.3 2537.6 2511.5 2880 4297.3 3605.5 659.4 1768.9 814.9 1990.5 1050.9 1416.3 720.2 1674.6 1118.3 1102.3 1275 977.3 1018.3 1045.2
3834.1 3147.5 4754.2 3851.8 2764 5567.6 6537.5 5614.2 7427.6 3146.8 5512.7 3017.7 1835.4 3892.8 2911.2 3557.4 2957.6 5302.9 2143.1 1782 2812.1 2348.6 1877.7 2414.7 4722.1 3445.8 580.5 1188.8 797.4 1343.8 911.3 1413 792.8 1544.2 1225.6 659.2 1126.3 1126.1 673.3 747.6
1900.8 2695.8 3064.2 2967.2 2438.2 1815.6 2345 5100.7 2150.6 3722.5 5903.6 4860.6 3281.2 4695.7 3906.6 7769.3 3680.7 8072.9 4064.9 3665.1 1202 1765.3 3031.7 2550.1 6536.5 1705.6 842.1 2586.1 1606 2596 1635.6 1775.2 944 605.2 2011.1 1700.2 1950 1050.5 1779.8 1859.8
3776.6 3415.6 3622 3778.3 3790.2 4409.3 5088.6 5848.9 7370.3 3126.4 4794.3 3929.7 4325.3 4159.3 2623.9 6761.3 2572.4 6700.7 5324.4 3885.4 2542.5 2641.9 2378.3 2464.9 5148.1 2929.6 707.8 1525 974.3 2279.1 1346.6 1299.5 743 1965 1388.3 1284.2 1376.3 932 1151.2 1331.2
2872.3 3026.7 3391.2 2850.1 3097.8 4875.5 5340.5 5884.7 7030 2631.1 4780.6 2995.1 3534.3 3395.7 2392.6 5510.5 2357.5 5574.2 5350.4 3366.4 2006.7 1852.8 1689.2 1943.8 4673.9 2273.8 564.8 1234.5 680 1446.5 775.9 1025.2 591.1 1180.1 895.8 853.7 901.6 813.7 722.6 780.6
4385.9 4741.5 5445.7 4224.4 4818.1 4539.4 4770.1 6955.7 7450.9 3850.4 6896.1 4216.5 4690 4141.1 3441.8 4271.1 3521.6 7064 4860.2 4507.5 3524.8 3566 2936.6 3624.9 4477.1 4077.2 1045.5 2361.1 1200.9 2687.5 1579.5 2007.8 1192.6 2322.8 1684.9 1490.2 1898.2 1542.2 1308.9 1446.6
3159.6 3945.3 3162.1 3686.1 3597.7 3895.6 3031.1 7060.1 8241.1 3369.2 3627 3673.1 4432.7 3698.9 2786.5 5178.7 2066.2 6596.6 5487.1 3890 2491.8 2028.8 1993.7 1886.3 5954.5 2244.7 1096.5 2235.9 1276.3 2553.1 1607.2 1831.8 1134.3 2368.5 1779.5 1439 1674.7 1589.2 1439.3 1639.1
4020.5 2934 4555.7 3602.6 3416.8 4491 4576.9 5343.4 5458 3320.1 4201.4 4050.9 1993.5 4167 2895.9 6536.7 3184.6 6379.1 5818.2 4121.9 2592 2620.8 2655.3 3037.1 4428.6 3515.8 659.3 1463.9 815.5 1610.8 1106.2 1281.8 745.6 1872 991.8 973.3 1138.7 945.1 1003 985.8
3304.2 3185.8 3281.3 3440.8 3409.6 4475.1 5174.8 5624.9 6637.1 2852.4 4316.7 3546.3 4118.8 3924.8 2506.3 5955.9 2338.3 5852.7 5267.1 3617.2 2191.4 2338.7 2064.5 2443.8 4521.8 2809.9 584.5 1289.3 891.7 1778.2 1226.7 1209.6 602.4 1679.3 1237.4 1023.3 1145.4 792.9 939.9 1191.8
3307.2 3360.4 3930.1 3298 3363.9 4103 5369.2 6148.2 6573.4 2868.7 5102.9 3401 3305.5 3663.3 2520.3 4166.2 2762.9 5732.3 4564.2 3493.7 2371.3 2074.1 1962.2 2303.8 4197.5 2585.4 596.5 1335.8 700.3 1394.8 846.9 1191.1 620.1 1270.3 952.1 847.2 1068.9 870.2 782.8 842.1
4284.2 4322.5 5346.2 3999.9 4443.5 4491.2 5283.7 5817.6 5810.9 3646.9 5906.5 3249 3444 4169.8 2465.7 4114.7 3160 6483.1 3510.1 4313.9 3223.5 2902 2685 3135.2 4897.6 3769.4 865.5 1904.5 787.3 2201 1093 1529.4 814.9 1663.6 1202 1037.5 1432.6 1167.3 995.6 1080.1
3890.5 3926.5 4703.2 3768.4 4031.8 4977.6 5734.1 6713.3 6367.2 3395.5 4971.5 2633.3 4038.3 3980.3 2744.5 3584.4 2856.1 5281.6 4388.7 4060.9 2709.2 2533.2 2464.8 2747.6 3857.4 3101.9 731.5 1580 810.5 2026.8 1054.9 1490.8 771.7 1690.2 1139.2 944.2 1382.8 1022 932 940.8
2339.1 1361.2 631.7 2625.7 2189.6 1836.5 3465 4791.1 3351.8 2001.8 3914.7 3848.8 4518.8 4265.9 3181.3 6340.1 3229.5 6411.1 5590.8 3536.4 631.9 1462.8 685 865.9 4953.4 1327.6 1146.6 2021 477 928.6 852.1 1516.8 971.7 703.2 1689.1 1457.7 1734.6 1307 1511.4 1169.8
4055.6 3810.4 4736.4 4076.6 3875.3 4324.8 5024.2 6049.7 6238.1 3400.2 3980.6 3931.7 3501.4 4211.9 3188.4 5505.9 2822.8 5463.1 3852.1 3834 2631.2 2937.4 2462.8 2827.2 4223.4 3253.5 622.8 1635.2 832 1851.9 1035 1042.1 663.6 1651.6 1272 942.8 1119.6 945.1 802.8 1110.9
4639.7 5377.9 4620.7 4582.4 4459.2 2549.2 4901.7 5780.6 4588.5 4177.1 3826.6 4300.7 4804.9 4895.8 4036.9 7692.5 3703.1 6655.7 5565.1 3815.7 3767.2 3343.2 3164 3496 6853.3 3783.2 1175.2 2684.9 1689.6 3074.5 2080.7 1972.5 1145.9 2760.6 1865.1 1849.5 1948.4 1533.4 1890.4 1694.9
3847.7 3924.9 4847.5 3010.8 2695.5 5172.2 4913.2 7184.4 5652.6 3233.6 3667.9 859.7 3472.1 3972.4 175.4 777.7 1896.2 2644.3 79 52.2 3200.8 3039.8 2613.8 3145.3 4209.4 3590.6 1100.9 1985.8 1301.9 2446.2 1432.2 1794.2 1143.9 2089.9 1539.3 1415.2 1727 1136.6 1441 1287.5
3648.1 3732.2 3904.8 3775.2 3474.6 5135.7 5752.8 5453.4 6627 3106.4 4009.6 3118.3 3927.1 3576.1 2850.6 5350.6 2602.1 5449.1 5655.4 3814.6 2717.9 2612.3 2301.8 2643.4 3589.1 2911.2 825.1 1622.4 1042.5 1802.9 1251.8 1201.7 853.5 1655 1320.9 1183.3 1245.3 1008.6 1041.7 1159.2
3734.3 4458.9 4413.6 4281 3389.6 3832.4 4525.9 6012.9 3686.5 3991.4 5099.8 4541.3 4324.3 4955.1 3267.9 5092.2 3561.7 6258.5 5462.9 5429.4 3493.9 3224.4 2683 3159.7 3981.2 3933.3 750.5 1746.8 996.3 2311.9 1149.5 1683.3 796.7 1933.6 1320.1 1275.4 1453.7 924.7 1207.2 1200.8
4597.1 4641.3 5502 4504.3 4185.7 4792 3224.7 3545 6681.7 4317.5 5216.7 3809 2820.7 4285.1 3244.4 2917.5 3070.2 5840.7 2720.2 4033.8 3097.1 2727.1 2783.2 3160.2 4205.4 3654.4 742.5 1873.1 726.2 2037.9 998.6 1574.6 845.1 1594.1 1241.5 665.9 1476.2 1319.3 957.1 784.9
4776 5015.9 5991.4 4584.4 3998.8 4092.2 5590.9 6034.7 5604.4 3495.3 3615 2724.6 3879.2 5145.1 3906.1 2127.6 3814.5 5631.3 4458.7 5001.4 3661.2 3341 3103.5 3729.6 3014.8 4222.8 954.3 2097 923.4 2527.8 1278.1 1794.1 927.1 2001.8 1436.8 1440 1631.5 1423.5 1274 1094.6
3783.5 3374.6 2528.4 4477.8 2983.8 3450.9 6113.8 1998.3 6487.1 3887.7 3218.1 4954.9 4868.5 4678.8 4087.1 7650.3 3809.4 5666.3 4634.2 5003.8 2258.7 3260.4 2608 3045.5 4451.8 3783.8 1001.3 2439.7 1289.2 2457.6 1750.6 1909.6 1036.9 2394.2 2111.2 1566 1874.8 1514.4 1510.3 1789.7
4858.7 4363.4 5595.1 3692.9 4631.1 3346.8 5333.8 6897.6 6933.2 4174.2 5973.8 3759.2 2914.6 4451.2 3401.3 5000.2 3162.4 6605.3 3908.9 4024.1 3670.2 3607.6 3149.9 3694.2 4226.5 3498.7 1245.5 2637.7 1385.8 2803.4 1591.4 2047.6 1202.2 2625.3 1797.1 1729.7 1976.8 1697.6 1552.1 1672.5
1083.1 426.3 125.1 3775.8 3869.6 250.7 1347 1144.6 592.6 2560.3 1283.1 4223 2748.9 860 3201.5 6164.3 2481.6 4738 564.6 706.2 888 93.8 260.2 1497.6 4725.8 2302 554.6 798.7 36.9 1436.8 148.2 135.3 936.3 104.1 754.7 204 230.8 100 944.5 127.6
4894.5 5412.2 6396.2 4589.7 3808.8 3581.6 3412 6687.2 5094.6 2943.8 4629.6 3964 1162.2 3735.6 2719 3377 3616.6 6132.2 2506.2 2656 3595.9 3686.8 3255.7 3815.3 5772.4 3643.5 1106.7 2218.5 1322.7 2696.7 1709.3 2009.5 1151.3 2155.4 1583.7 1595.9 1806.6 1475.7 1522.3 1482.2
4376.4 4427.8 5008 4263.4 5016.3 5011.6 5720.4 6884.3 5766.7 3464.2 4619.1 4057.4 4664.5 4487.4 3646.9 4104.3 3551.6 6561.2 4417.7 3767.3 3520.3 3356.3 2986.9 3558.2 4801.1 4161.9 1112.1 2310.9 1353.6 2518.1 1585.9 1842.1 1171.3 2349.8 1841.3 1573.3 1740.4 1607.4 1456.9 1545
5059.9 5260 4245.8 5222.6 3609.2 5933 6525.4 3985.1 4293.6 3720.6 2935.5 3958.8 3520.8 4486.2 4031.6 4693.9 3617.4 3751 7392.2 5221.8 3641.3 3837.7 3316.2 3898.7 3156.3 4338.2 1117.2 2665.9 1230.5 2837.8 1495.7 1530 1324.8 2571.8 2122.5 1488.7 1847.6 1466.6 1774.6 1621.9
3664.5 3453.4 4642.2 3538.7 2025.8 5027.4 5628.3 5130.2 2915.4 3033.3 1587.9 2755.9 2454 4121.8 92.7 419.3 555.4 1701.7 280.2 68.6 2966.1 2232.9 2311.7 2300 3201.2 3261.7 712.2 1204.6 846.3 1454.5 869.7 682.4 841.7 1348.2 1036 690.3 1235 708.5 498.8 551.7
4407.7 5279.9 4881.2 4597.1 4900.5 4594.9 6682.2 6641.8 4463.5 3828.3 4266.1 4652.8 4960.1 5166.5 3076.2 3905.7 3996.1 4518.9 3666.5 4544.9 3798.2 3723 3204.2 3764.5 3674.3 4507.1 1095.4 2510.9 1250.6 2815.4 1473.1 2020.1 1098.6 2458.5 1782.2 1648 1907.6 1612.1 918.5 1572.3
1105.5 473.6 869.9 3023.7 1089.6 570.7 584.4 1251.7 791.5 289.2 542.1 1988.7 3085.2 2219.9 3335.4 6206.9 3632.9 5661.4 3978.8 4055.4 453.8 826.6 1446.9 736.5 1745.2 4713.8 949 620.3 1244.8 606.3 847.3 2305.8 1304 185.4 1531.4 818.9 535.8 1667.5 422.5 1028.8
3959 3953.3 4828.6 3839.4 4038.1 3952.7 4459.4 6240.2 5207.4 2630.6 4622.3 3651 3304.6 3530.6 2754.4 3427.2 2988 6062.6 3845.8 3819.5 2933.2 2586.6 2264.5 2738.1 4834.2 3262.8 782.4 1601.1 917 1808.7 1184.3 1347.9 858.9 1612.8 1192.5 1079 1215.3 1144 1035 1078.6
2064.2 3414.8 1883.9 3656.1 3010.7 6635.5 4432 4292.5 4554.7 3047.5 2279.9 3442.8 3336.5 2395.5 2851.2 7258.2 3063.4 2624.4 1969.8 1156.2 2199.3 2463 1490.6 2400.3 2505.7 2244.6 665.1 1603 873.3 1331.1 1093.6 1292.7 766.2 1547.3 1023.7 938.3 1122.5 907.3 977.5 913.6
1332.5 50.2 432 254.6 290.5 496.3 3936.3 737.5 92.4 158.8 489.2 109.9 129.7 248.7 891.9 8977.8 1720.4 239.9 8.4 133.1 221.4 187 106.2 357 390 355.8 177.9 188.6 114.1 421.9 130.5 300.3 495.5 145.4 126.1 186.6 12.3 275.6 164.8 277.9
3982.2 3771.2 3661.2 4272.2 3592.3 2596.8 5974.6 923.6 4772 2759.9 3457.4 3874.7 4226.6 3958.5 3011.3 5942.5 2713 4948.9 4625.4 4186.7 1976.7 2779.4 2463 2864.9 4825.7 3069 750.7 1665.9 952.7 1795.2 1263.4 1436.6 808.1 1662.1 1264.5 1186.4 1383.1 1056.3 1074.9 1208.5
61.3 45 46.1 77.7 20.2 0.6 64.7 113.7 202.3 113.3 15.6 168.7 4226.1 4000.3 750.3 382.7 2799.8 6632.4 13.2 3970.3 11 22.9 33.3 37.3 99.5 32.5 180.4 31.4 68 67.6 56.7 192.3 1064.3 23.2 193.3 33.5 16.3 757 14 20.3
3500.6 3663.8 3660.1 3609.3 3281.2 5558.5 5688.1 5066.2 5163.7 2885.9 3686.9 3067.1 3685.2 3536 2704.8 4836.8 2730.1 4985.4 5373.3 3600.9 2624.2 2468.4 2131 2497 3200.3 2990.2 800.3 1604 881.3 1800.6 1066.5 1299.7 810.8 1619.3 1274.7 1031.1 1253.6 1057.7 1117.7 1072.9
2515.5 3494.3 4717.6 1638.5 1113.2 5234 8230.5 1307.8 2616.3 3855.6 1030.4 796.1 2079.3 2030 1036.6 835.3 1255.8 613.7 1114.3 835.382006390236 2050.2 2830 2681 3045.2 1461.6 3455.3 1146.4 1947.5 1347.1 2216.4 1692.7 1343.2 1180.8 2085.5 1649.2 1403.7 1562.1 317.9 1311.9 1190.3
4116.8 4293.8 5133.5 4007.8 4300.3 4123.5 5294.5 4129.7 5847.7 3416.8 3471.2 2747.8 4064.1 4278.2 3051.4 3190.7 3300.1 6045.7 3608.6 3947.9 3246.3 2913.8 2655.2 3263.6 3943.6 3396.1 836.5 1785.9 944 2236.6 1204 1636.8 842.3 1559.4 1344.1 1284.6 1514 1225 1231.1 1088.2
3487 3549.7 4102.7 2854.35769161229 2229.3 4881.7 5467.6 3913.47277375965 171.2 1297.5 2963.6 2873.79148605218 2910.2 3633.9 2088.57466115292 1211.6 1975.5 4647.9 2591.95109241211 2457.53199027217 2400 2374.8 2115.1 2426 5159.8 2831.1 676.1 1445.1 841.1 22.7 930.6 469.5 442.6 1372.6 1145 887.9 506.6 927.9 912.6 922.7
3763.5 3929.6 4149.5 4058.6 4178.7 4668.3 6427.8 1940.6 6588.9 3509.4 3217.6 2127.6 4688.4 3795.5 2028 1270.6 2046.9 3120.5 1857.8 2090.3 2925.5 2863.8 2498.5 2978.2 4262.2 3392.8 887.6 2067 951.8 1914.3 1318.4 1618.6 1023.6 1982 1639.4 1117.9 1549.2 1451.5 1074.6 1323.5
