"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61"
1.190762369 0.896409678 0.0460328 1.093395154 1.035757072 -0.029021687 0.07432173 0.604418865 0.978527494 -0.000106163 0.107272272 0.478637215 0.417706781 -0.045215707 -0.070676683 0.247973594 1.120995112 0.894748473 0.72025159 0.812114876 0.947661213 0.584971804 0.13977088 0.573240115 0.276783828 0.058217875 0.190615867 1.196766645 0.02165885 0.401416192 0.049064564 0.253333954 1.162914748 0.008749386 1.215896007 0.027884462 1.087206127 0.148782823 0.187232878 0.132989582 0.919877706 0.784611045 0.122807597 0.053436191 0.007595974 0.749207081 0.087058412 0.670584904 0.496973496 0.819042004 0.795625484 0.272221682 0.063601932 0.049768312 0.326783978 0.146076317 0.386967485 0.268974488 0.687546584 0.760699131 0.917538349
0.637991062 1.210049586 0.464038518 0.912774764 0.430270903 0.195749142 0.882159528 0.366839253 1.33858151 0.74230152 0.525986264 0.907927914 0.661382216 0.48316487 1.113486275 1.312078745 0.270225452 0.076988846 1.011753438 0.477738928 0.556927538 0.442460374 0.142124785 0.355218311 0.756732389 0.158531452 0.296252607 0.657446804 0.106749556 1.005263074 0.246824773 0.102197045 0.184426436 0.305375233 1.400901097 1.159543705 1.181880235 0.259575224 0.275999064 0.308343972 1.196995205 0.131818888 0.638194973 0.878586571 1.419638169 1.093445229 0.155375501 0.464063565 0.401717932 0.953636405 0.127707684 0.123539223 0.166751621 0.283705177 0.872363143 0.08487758 0.603808689 0.742064988 0.71690607 1.187263359 0.068000007
-0.158502159 0.071484249 -0.477235922 0.133054818 -0.208245604 -0.462789066 -0.024531102 -0.333760301 0.912242024 -0.144174535 -0.227948667 0.195083021 0.083683712 0.167203079 0.714251724 0.298637788 -0.354915483 -0.730499499 0.564782039 0.127525519 0.096566331 -0.313479907 -0.598567676 -0.178901062 0.120056594 -0.201315863 -0.265406673 0.264144308 -0.537469019 0.345942754 0.04283048 -0.623025927 -0.392506578 0.249981057 0.113741833 0.641983264 0.244958935 -0.537025573 -0.079728737 -0.831153179 0.379103591 -0.332597666 -0.211182489 0.442464266 0.510627072 0.489851101 -0.334121215 0.066553437 0.08191424 0.093015448 -0.60242841 -0.466340953 -0.209614633 0.182394332 0.36626962 -0.717342485 -0.02252758 0.107094358 0.005242505 0.265163816 -0.825753788
0.015663959 0.802013091 0.052920546 0.863129799 0.27735868 0.098946319 0.202159593 0.209261706 1.323972584 0.512486534 -0.078912513 0.771460374 0.370241621 0.261933933 0.931702353 1.057282848 0.121254358 0.014590522 0.905325818 0.255142619 0.248054428 0.133355611 0.044342741 0.17936885 0.414917443 0.108644101 0.181445205 0.561945226 0.023601191 0.656827513 0.134040001 0.074410788 0.174112307 0.06561596 0.910675595 1.260297729 1.064476912 0.159645068 0.152367877 0.049185028 1.183297019 0.058222797 0.372309091 1.170971854 0.779831131 1.173792979 0.005559623 0.338948505 0.194033326 0.59330174 0.09027511 0.030187511 0.128298966 0.208302812 0.708057098 -0.062357567 0.121573424 0.182057015 0.430774383 0.770302268 -0.062985579
0.251537849 1.14958268 0.15460913 0.189901927 1.271438623 0.674592276 0.237265271 0.444783328 0.144859904 0.253536572 0.147330623 0.109039064 0.098062888 0.150482685 0.253121484 0.941095355 0.212506799 0.26524458 0.263761696 0.19664897 0.279118544 0.25484906 0.208161163 0.237704666 0.251786547 1.104054683 0.110639249 0.446290247 1.080085864 0.084654742 0.162810991 0.151460499 0.20314987 0.978426994 0.294680498 0.33736109 0.36748768 1.450453705 0.880257303 0.055736209 0.670444466 0.077145947 0.162214969 0.206984274 1.436326897 0.3236904 0.10567524 0.515915376 0.277498908 0.344234159 0.341681896 0.155445784 0.446078508 0.588683314 0.158246601 1.335567766 0.567131625 1.22894799 1.056998504 0.168056738 0.587752614
1.361733612 1.12598621 0.031738259 0.932650585 0.739140926 0.13127316 0.13717333 0.456654755 0.936316075 0.092096643 0.552858947 0.297617153 0.525197372 0.014864799 0.136328062 0.097343721 1.113607826 0.306484924 0.607129286 0.375396457 0.465803386 0.400648298 0.223245297 0.342285523 0.240819227 0.075980613 0.17382493 1.171549857 0.095708557 0.347334042 0.071602153 0.449619517 1.209521589 0.017559976 1.237442226 0.139534666 0.819992774 0.202127419 0.17523286 0.043043974 1.132222879 0.423636981 0.258718513 0.09455935 0.068689531 0.596172323 0.17170963 0.542221365 0.313696374 0.621582586 1.229698395 0.073670341 0.00277778 0.052554018 0.258389474 0.062562352 0.289308338 0.274385538 0.770837435 0.642934777 0.813332065
1.313399638 1.074695256 -0.023291716 0.999586062 0.778898956 -0.015148235 -0.052843788 0.391202439 0.660595148 0.046227468 0.376563032 0.152670405 0.230514044 -0.166923688 -0.195942582 -0.060959687 0.871948196 0.083920158 0.562470807 0.258471228 0.579224505 0.266292284 0.148805534 0.228012071 0.110658939 0.111005772 0.112943348 0.929524092 0.061543339 0.125363699 0.06495248 0.204699441 0.759416269 -0.022926705 1.301557256 -0.101408528 0.740604149 -0.0067665 0.008475702 -0.045291055 0.928467871 0.102189802 0.003647472 0.005017223 -0.079263208 0.323677548 0.030076409 0.445207397 0.097639906 0.319020247 0.995417627 0.060956881 0.033569113 -0.053677835 0.107614053 -0.033536941 0.282252324 0.121493899 0.453544848 0.563259408 0.689413386
-0.067211268 -0.53441385 -0.572094867 -0.081287177 0.25144489 -0.238317121 -0.723468283 -0.476274189 -0.296130113 -0.123510588 -0.868322064 0.389735261 0.381447458 0.089950094 -0.70700738 -0.168875182 -0.613614772 -0.679146701 -0.053226942 -0.391926926 -0.381453332 -0.617852365 -0.596446235 -0.542222642 0.395273784 0.222138243 -0.335616888 0.036879549 -0.609610877 -0.250031769 -0.357919762 -0.566153884 -0.557280974 -0.580676605 -0.227299977 -0.507499041 -0.032335207 -1.015790749 -0.204587573 -0.957948456 0.790438417 -0.045085727 -0.037077165 -0.628071945 -0.711031501 0.597149899 -0.717571393 0.071387575 -0.220043786 -0.378312201 -0.313574983 -0.573131862 -0.135990905 -0.518718064 -0.096603635 -0.2127438 -0.331493132 -0.052690445 0.137518644 -0.213661084 -0.53414248
-0.187195738 0.405422757 -0.335723272 -0.085301119 -0.499395723 -0.588861455 -0.131768511 -0.599424581 0.535743459 -0.125267073 -0.511453233 0.014161756 0.08123869 -0.295062803 0.283438615 0.401381439 -0.436830992 -0.745212808 0.2237799 -0.056776653 -0.243727164 -0.363643926 -0.599720554 -0.620177851 0.140800693 -0.44973293 -0.33889821 0.185054627 -0.614084483 0.10247614 -0.421357928 -0.733247486 -0.244369498 -0.001582646 0.078792428 0.321426785 0.215397229 -0.722972023 -0.386687503 -0.809194708 0.347349686 -0.397551712 -0.182569497 0.222485614 0.247438775 0.490811938 -0.29337291 -0.180287861 -0.062169998 0.347223251 -0.240409973 -0.568711646 -0.366656087 -0.391923205 0.389394354 -0.696106887 -0.219575066 0.059309694 0.182407428 0.200497279 -0.805381008
0.631240244 0.57678164 -0.038940738 0.74874395 0.959411446 0.490499177 0.438657299 1.214434541 0.463746078 0.887373453 1.217388324 1.227119998 0.654863381 0.288460204 0.017821913 0.916404548 1.095104751 0.875409335 0.674554072 0.094374889 1.411011732 0.320909272 1.054000887 0.898538685 0.550123176 0.511828043 1.013988405 0.654012382 0.432625051 1.101119559 1.128805787 0.984488004 0.732295877 1.02237852 1.242230736 0.056178456 0.89939754 0.374146449 0.533677329 1.293040296 1.036616222 0.980473606 0.142895864 0.698306808 0.435239387 0.831579841 0.827659092 0.201160745 0.890503778 0.566554711 1.053353547 0.788261372 0.160866212 0.434366237 0.803794291 0.253853561 0.989408505 0.662553259 1.261588906 0.159128563 1.062703926
0.087168347 -0.118752521 -0.383803991 -0.090423966 0.315060359 -0.264499942 -0.352396451 -0.494652301 -0.441085168 -0.214601072 -0.494366296 0.194862907 0.251713139 -0.050675443 -0.546353138 0.23921633 -0.196012769 -0.620878681 -0.178131196 -0.611328521 -0.872928827 -0.563144624 -0.774842065 -0.640386764 0.215835881 0.083563252 -0.341453589 -0.277984626 -0.765398557 -0.573172982 -0.588434504 -0.79674086 -0.629369162 -0.72323997 -0.392810836 -0.494558788 -0.130913225 -0.960782026 -0.427203636 -0.836353193 0.718577182 -0.074945336 -0.035924783 -0.764955086 -0.811315349 0.195936407 -0.722480602 -0.288069862 -0.547086735 -0.648107269 -0.241324487 -0.507357364 -0.441820083 -0.475415818 -0.004557956 -0.642552988 -0.279957225 0.057320669 0.061739009 0.411342706 -0.502981126
0.847642782 0.828437639 0.924892115 0.943494191 0.745820116 0.636251165 0.399889934 0.791586749 0.29682941 1.324732618 0.94478391 0.980929881 1.221164661 1.34216139 -0.037849376 1.110023231 1.133619676 0.190945532 0.647819609 0.169098013 1.188944346 0.367136738 0.863795857 0.616993896 0.909846525 0.744876985 1.171998776 0.808126897 0.323449901 1.178089376 0.910277882 1.123497705 1.455335622 1.094339593 0.473796049 0.141803074 1.401653893 0.463584854 1.429810035 0.807946631 0.893778557 0.993580405 0.513523001 0.801749504 0.327837627 1.231172713 0.92964234 0.825262355 1.111309214 0.18341246 0.760059156 0.748566341 0.581617306 0.673281917 1.035805558 0.664461079 0.992812059 0.887930404 1.181139621 0.441193643 1.417639415
-0.188288315 0.399544268 -0.431066213 -0.075856953 -0.347251215 -0.706825966 -0.136557546 -0.447422709 0.486842351 -0.069873598 -0.4862221 -0.062379854 0.104112917 -0.309677687 0.335234447 0.418181559 -0.381452568 -0.52024779 0.175907747 -0.105727249 -0.201008979 -0.174884371 -0.674659611 -0.482238372460696 0.126537195 -0.477660636 -0.344235103 0.166625615 -0.718699101 0.115387185 -0.428512643 -0.605140569 -0.163347362 -0.042431792 0.101645526 0.37160226 0.256243083 -0.779228746 -0.401753783 -0.693719711 0.338702463 -0.403030412 -0.284126564 0.19309545 0.234020107 0.431282511 -0.3007941 -0.156072752 -0.077274706 0.366122534 -0.188777961 -0.453867196795682 -0.355916506 -0.413785898 0.388444222 -0.684704372 -0.237973382 0.045104004 0.232878651 0.18121729 -0.83136896
1.067808876 1.010614251 0.385115535 0.682278243 0.874568328 0.629222638 0.773210122 0.947117858 0.761009427 0.72288215 1.002881541 1.212477246 0.805060599 0.459830024 0.206622677 0.882592383 1.067280394 0.322681011 0.986591967 0.383826575 0.625067367 0.561611409 1.19096181 0.940484858 1.170335261 0.962034206 1.157281746 1.077453511 0.978692128 1.209537581 1.368651789 0.63556025 1.214168569 1.097770497 1.199778016 0.572768294 1.386291424 0.245416522 0.104941451 0.34838675 1.143275871 0.819027402 0.728278534 0.95928881 0.293376385 0.833821834 1.351610919 0.845221364 0.240788035 0.657328093 1.410955546 0.525202126 0.192080013 0.177375695 0.989324173 0.342152729 1.165195068 0.890016686 0.479459479 1.259792139 0.432324145
-0.056326981 -0.148602691 -0.786024866 -0.801938373 -0.263150376 -0.431326342 -0.835533982 -0.045830603 -1.000148852 -0.245715775 0.288003934 -0.117318358 -0.00243067 -0.238134766 -0.691477148 -0.290978149 0.429750851 -0.214575479 -0.355141641 -0.777333207 0.168144971 -0.50377089 -0.446561415 -0.338913398 -0.115271076 -0.506984418 -0.810635541 -0.267396716 -0.70010588 0.227600409 -0.719478536 -0.883965677 -0.036074223 -0.105510265 -0.345461802 -0.791356351 -0.345965033 -0.557760651 -0.617200923 -0.382364867 -0.959490212 -0.047072458 -0.643891544 -1.066167863 -0.631205216 -0.073677462 -0.598197799 -0.561319878 -0.014439292 -0.529772472 -0.217615862 -0.115567508 -0.612091981 -0.520575724 0.400545467 0.029245899 -0.725029038 -0.267048448 -0.319933892 -0.054984604 -0.615774091
0.526527581 0.516721455 1.149449279 1.159400786 0.804293287 0.359962416 0.816029597 0.398600689 1.128385654 0.880551731 0.504379059 0.788661736 0.735258626 0.534546905 0.977401964 0.673156963 0.288813412 0.112759329 1.378391664 0.596155458 0.81933831 0.280136817 0.259535873 0.361334377 0.508679291 0.153007045 0.274073116 0.558412111 0.374624103 0.290460059 1.160051775 0.294029621 0.118724134 0.331493091 1.157579447 1.257618202 1.044504171 0.291331402 0.510254295 0.322828869 1.437481168 0.252511509 0.946337661 0.654092687 0.469760661 0.520073283 0.174874949 0.770777272 0.352549887 0.732556164 0.189948322 0.134076135 0.324233023 0.058576041 1.008174751 0.506828336 0.502863996 0.58050817 0.723123861 1.031703133 0.511276562
0.597645985 0.420504578 0.394482022 0.174332195 0.223614204 -0.371038177 -0.123650029 0.196481688 0.15026823 -0.05462503 0.14143024 0.437198958 0.171952285 -0.106093629 -0.397424682 0.251609609 0.603082356 -0.214699083 0.51655145 0.035948773 0.447880392 0.072469917 0.660748279 0.365754632 0.323105342 0.37839628 0.493746085 0.300902558 0.100134579 0.908945286 0.433154393 0.21010319 0.722676712 -0.050603991 0.303919573 0.092112165 0.54980682 -0.751136175 -0.26079388 0.349869478 0.445380154 0.094918119 0.109979073 -0.0482423 -0.435793423 0.517896519 0.380468095 0.427321855 -0.330445365 0.25723902 0.834741714 0.258586026 0.188680302 -0.561118519 0.027249681 -0.249019524 -0.091390796 0.162593157 0.026908492 0.674204667 -0.434779096
0.611778958 0.395413287 0.370765562 0.176229577 0.190436887 -0.388903149 -0.180947535 0.091457731 0.159487861 -0.084572763 0.169192012 0.483019579 0.169276667 -0.189132017 -0.33721026 0.232222472 0.535682727 -0.250634074 0.430578767 -0.034182895 0.527836831 -0.084800302 0.572584573 0.390007183 0.300690436 0.359142171 0.509639547 0.312011472 0.11204777 0.880557507 0.465724109 0.227100271 0.765719268 -0.008522464 0.182286164 -0.020146341 0.501027556 -0.741551765 -0.251507949 0.233372497 0.410205647 0.100733086 0.117559869 -0.078072533 -0.426381515 0.494753207 0.33803529 0.408299965 -0.35817897 0.173919837 0.840234266 0.21177343 0.187070166 -0.53363583 0.044539701 -0.268802782 -0.088408902 0.212649093 -0.115537076 0.632047378 -0.455386753
0.414895924 0.954440767 0.213822332 0.642732163 0.312338347 -0.058431528 0.545142327 0.234131099 0.88742 0.444221571 0.396564168 0.30965845 0.536090089 0.265186882 0.897131884 0.990302068 0.119164667 0.016587702 0.569756064 0.425463296 0.330219843 0.223184898 0.037986579 0.20019986 0.483741803 0.06129968 0.06677876 0.367205344 0.105752687 0.990561079 -0.000704465 0.013079006 0.189688065 0.0962425 1.138559186 0.791657034 0.958006271 0.199077015 0.103141894 0.180395135 1.015726767 0.06941204 0.430438323 0.532842992 1.1720507 1.023618778 0.005557322 0.296535597 0.156826967 0.675310999 0.079624869 0.033601548 0.086308137 0.174266964 0.75521247 -0.042468376 0.436499022 0.557984891 0.567429081 0.812260372 -0.000504297
0.860157873 0.218506541 0.008070736 0.180247026 0.656868581 0.3146337 0.236314195 0.216267555 0.47353641 0.435887943 0.061308679 0.729612492 0.84356816 0.560841549 0.413622144 0.821837621 0.013540453 -0.002977723 0.665347979 0.109436936 0.01770951 0.139088573 -0.035525373 0.226953711 1.011118425 0.860415084 0.349783027 0.42712682 -0.099996269 0.0967646 0.047430718 0.029880411 0.166029339 -0.135910568 0.436196039 0.340652073 0.778848648 -0.073949711 -0.042570207 -0.025239205 1.381487504 0.397925279 0.565451238 0.212826762 -0.013575015 0.92685206 -0.04815146 0.458222992 0.306848272 0.655994726 0.231033344 -0.0394926108440026 0.187398073 -0.086656444 0.79556845 -0.074781939 0.31279549 0.877775548 0.592503071 0.365529039 0.343060666
-0.110884806 0.028933502 -0.113018955 0.134514975 0.523338834 0.554853156 0.400861498 0.638405553 0.281657359 0.786484117 0.383495459 0.428325046 1.373409605 0.190162001 -0.054377342 0.143763547 -0.214343322 0.503056328 0.038912261 0.068000243 0.076294922 0.509823766 0.320036248 0.431678949 -0.063847324 -0.236271539 -0.012329433 -0.175283956 0.162326173 0.146257174 -0.186630288 0.362037754 0.590017567 0.328719878 0.66223263 0.278262717 0.516222963 0.329192547 0.519160265 0.30995218 0.276559203 0.695399568 0.22941247 0.569055671 0.899034404 -0.169160144 -0.161898067 0.179136924 -0.08614641 0.652851652 0.702274928 0.110570433 -0.15091391 0.276158459 -0.086110959 0.936777734 0.842968274 -0.279876838 0.182583367 0.11792473 0.162777506
-0.099287991 -0.479778846 -0.504466883 -0.061929157 0.218865187 -0.174721941 -0.559011646 -0.425018862 -0.320055184 -0.106846464 -0.784905415 0.329302466 0.34431066 0.137561688 -0.64676622 -0.150815104 -0.479619905 -0.585319398 0.069224024 -0.288534101 -0.338945259 -0.35699432 -0.477073498 -0.460830124 0.339010298 0.193494932 -0.297778657 0.001329229 -0.502121565 -0.225728894 -0.340378405 -0.577787564 -0.578370115 -0.487751613 -0.104271259 -0.443152654 0.047788805 -0.867793594 -0.165640928 -0.720459669 0.831637769 -0.109743942 0.059566569 -0.58732027 -0.655020418 0.541348745 -0.752152964 0.044589838 -0.241766955 -0.322924858 -0.217239135 -0.583153803 -0.153047896 -0.516945659 -0.064619275 -0.164822065 -0.317996782 -0.04851875 0.223865884 -0.167446852 -0.49320581
-0.007166533 -0.430282158 -0.424368612 -0.043949847 0.348439617 -0.132828216 -0.443289627 -0.385381522 -0.275753464 -0.023610561 -0.725742171 0.38368454 0.352244017 0.184973598 -0.47462438 0.012822202 -0.502386923 -0.354310088 0.075483661 -0.297366241 -0.35848905 -0.354424163 -0.427624201 -0.423387622 0.391794291 0.239247942 -0.226847249 0.028786429 -0.408816885 -0.274795067 -0.282628991 -0.54055555 -0.553840393 -0.528444624 -0.145049207 -0.412962886 0.06095259 -0.88079344 -0.139330438 -0.756851201 0.820177144 -0.056247632 0.118394134 -0.491607046 -0.578705178 0.551136049 -0.64761713 0.121851444 -0.110204012 -0.34954781 -0.219259421 -0.461054013 -0.155934712 -0.475030964 0.039309534 -0.163486139 -0.289210775 0.081898365 0.244276069 -0.141430265 -0.486748458
-0.101497057 0.058631225 -0.365901482 0.116092126 -0.104501279 -0.334554852 0.201553866 -0.216132996 0.935820031 -0.043998365 -0.094374002 0.197928287 0.047023847 0.208443924 0.756067055 0.409828074 -0.233705955 -0.163967478 0.685253304 0.280580911 0.145798938 -0.04369544 -0.426122963 -0.093201377 0.174197461 -0.157955599 -0.055206072 0.254491106 -0.370044185 0.356200996 0.115304371 -0.42960373 -0.305119286 0.260752578 0.188513994 0.675766393 0.360358972 -0.241884062 0.015079893 -0.630361476 0.407881328 -0.184419685 0.048374359 0.437861416 0.557960067 0.490056851 -0.309665386 0.077797242 0.158974912 0.195982404 -0.302063018 -0.227285263 -0.226522105 0.157346295 0.358793046 -0.427557651 0.000648065 0.116704844 0.112910319 0.350767624 -0.612735516
1.479006434 0.556398969 0.013432006 0.741901109 0.912091572 0.224700236 0.376188561 0.657594757 0.646334911 0.08490184 0.680779579 0.65379182 0.698198038 0.261635929 0.022703679 0.547951586 1.116929687 0.13707417 0.211770788 0.071806021 0.690159719 0.109476142 0.388350042 0.121679146 0.370531252 0.230054835 0.424221365 0.645236287 0.105585504 0.471765353 0.446571525 0.261169059 0.351891451 -0.035200677 0.671787065 0.120806671 0.924406278 0.220258434 0.0560784 0.569329899 0.645166211 0.559088468 0.343314376 0.108339912 -0.042736685 0.46038202 0.083368877 0.518489575 -0.031940887 0.500402365 0.878515897 0.018002033 -0.112431462 -0.033374813 0.541825026 0.014577065 0.05781977 0.737337667 -0.013844143 0.623061457 0.22499543
